Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,target
19.46,54.47,166,400,13175,20102,939.662,1.17,1.21,8.03,1.253,0.028,6164,1
26.67,47.58,1004,400,13008,19482,938.723,2.2,2.29,15.16,2.364,0.053,20652,1
20.849,47.61,1013,528,12844,19487,938.917,1.99,2.06,13.67,2.131,0.048,12976,1
16.688,48.42,1214,405,12933,19428,938.735,1.67,1.73,11.46,1.787,0.04,19994,1
22.423,40.08,69,400,12834,20701,937.536,1.93,2.01,13.31,2.075,0.047,463,0
19.79,54.82,43,400,13243,20170,939.675,2.28,2.37,15.68,2.445,0.055,4917,1
15.676,48.01,73,400,13196,20104,939.653,1.02,1.06,7.0,1.092,0.025,2663,0
21.66,50.46,119,400,13201,20146,939.641,1.38,1.43,9.5,1.481,0.033,6011,1
16.999,46.97,1051,578,12827,19473,939.011,1.98,2.05,13.61,2.122,0.048,12030,1
24.55,44.51,0,400,13423,21223,937.387,1.89,1.97,13.04,2.033,0.046,3796,0
6.391,47.0,1274,400,12962,19420,938.682,2.11,2.2,14.55,2.269,0.051,20790,1
24.382,53.64,22,400,12694,19728,939.82,0.03,0.04,0.17,0.039,0.008,376,0
24.69,52.66,1138,509,12847,19449,938.902,2.31,2.4,15.87,2.475,0.056,13907,1
-21.944,54.19,1350,410,12972,19385,938.718,1.8,1.87,12.39,1.932,0.044,23039,1
-4.434,55.75,258,400,13123,19990,939.473,0.5,0.52,3.42,0.533,0.012,7354,1
24.73,52.77,1310,400,12974,19392,938.685,1.81,1.88,12.46,1.943,0.044,23321,1
26.81,48.45,1214,400,12932,19438,938.674,1.5,1.56,10.32,1.61,0.036,19453,1
27.01,46.95,1059,581,12823,19465,939.021,2.04,2.12,14.01,2.185,0.049,12269,1
19.26,55.58,157,400,13180,20107,939.681,0.96,0.99,6.58,1.027,0.023,6117,1
13.101,52.54,1287,400,12946,19410,938.751,1.87,1.94,12.85,2.004,0.045,20321,1
15.55,50.25,11,400,12997,19912,939.761,0.14,0.14,0.95,0.148,0.003,883,0
18.28,56.72,269,400,13126,19991,939.474,0.48,0.5,3.3,0.514,0.012,7542,1
10.84,56.36,6,416,12503,19580,939.711,0.01,0.05,0.01,0.056,0.033,50,0
19.29,52.9,217,400,13136,20048,939.618,0.97,1.0,6.65,1.036,0.023,6755,1
3.562,54.51,967,669,12792,19490,939.089,2.4,2.49,16.53,2.577,0.058,10748,1
13.199,52.79,1084,617,12806,19461,939.067,1.63,1.7,11.23,1.751,0.04,11626,1
-21.273,50.09,1329,400,12981,19400,938.702,1.55,1.61,10.66,1.662,0.038,23407,1
19.945,53.12,1239,406,12908,19423,938.747,1.6,1.67,11.04,1.721,0.039,18467,1
24.49,53.06,1132,534,12833,19450,938.91,2.07,2.15,14.27,2.226,0.05,13135,1
12.788,44.23,0,400,12993,20851,937.453,2.04,2.12,14.04,2.189,0.049,3479,0
17.98,52.72,48,400,13191,20122,939.617,1.06,1.1,7.27,1.134,0.026,2520,0
20.351,49.18,1138,527,12841,19460,938.891,1.76,1.83,12.11,1.888,0.043,13327,1
24.58,53.34,1233,421,12907,19423,938.733,1.46,1.52,10.05,1.568,0.035,18350,1
3.332,45.69,71,413,12780,20676,937.55,1.95,2.03,13.46,2.098,0.047,843,0
19.49,47.66,1203,404,12908,19430,938.72,1.64,1.71,11.31,1.764,0.04,18322,1
24.36,53.73,1356,416,12945,19394,938.712,2.35,2.44,16.19,2.524,0.057,20880,1
29.52,37.29,6109,4933,12340,18418,931.1,4300.07,4649.71,29138.09,4832.869,280.996,245,1
24.41,53.96,1186,400,12925,19431,938.741,1.46,1.52,10.07,1.57,0.035,19918,1
16.21,52.51,29,400,13115,20021,939.603,0.71,0.74,4.89,0.763,0.017,1627,0
-5.241,54.14,356,400,13063,19910,939.297,0.52,0.54,3.59,0.56,0.013,9099,1
12.753,49.39,1140,453,12863,19447,938.819,1.48,1.54,10.19,1.589,0.036,15154,1
25.89,48.16,181,451,12763,20539,937.314,1.88,1.95,12.93,2.017,0.046,2410,0
26.37,46.45,81,432,12774,20665,937.559,1.94,2.01,13.34,2.08,0.047,791,0
28.4,43.36,152,415,12778,20562,937.322,2.17,2.26,14.94,2.33,0.053,2733,0
24.43,53.54,1331,407,12956,19394,938.699,2.26,2.35,15.55,2.425,0.055,21172,1
12.386,53.76,1151,400,12888,19448,938.757,1.63,1.69,11.22,1.749,0.04,16260,1
-4.084,54.11,308,400,13109,19956,939.416,0.28,0.29,1.94,0.302,0.007,7794,1
18.38,57.2,357,400,13064,19901,939.273,0.61,0.63,4.2,0.655,0.015,8867,1
19.75,54.64,49,400,13235,20167,939.688,2.19,2.27,15.04,2.346,0.053,5155,1
16.14,51.6,1163,404,12899,19440,938.742,1.71,1.78,11.79,1.839,0.042,17498,1
24.57,52.83,1088,570,12823,19453,939.015,2.02,2.09,13.87,2.163,0.049,12590,1
13.164,48.8,1086,437,12872,19458,938.832,2.05,2.13,14.09,2.198,0.05,15009,1
20.639,51.68,1007,529,12843,19470,938.954,1.72,1.79,11.86,1.85,0.042,12723,1
18.4,56.44,326,400,13100,19935,939.376,0.41,0.43,2.85,0.444,0.01,8308,1
29.16,40.67,75,400,12788,20667,937.502,1.92,1.99,13.2,2.058,0.046,1069,0
20.09,63.93,646,560,12859,19613,939.209,3.04,3.16,20.93,3.264,0.074,9425,1
20.571,42.96,159,416,12776,20560,937.413,1.87,1.94,12.85,2.004,0.045,2916,0
20.3,48.14,5,400,13221,20171,939.595,1.07,1.11,7.34,1.145,0.026,2489,0
24.72,52.66,1193,467,12857,19432,938.897,1.76,1.83,12.11,1.889,0.043,14626,1
19.12,55.32,185,400,13155,20070,939.631,0.83,0.87,5.74,0.896,0.02,6351,1
24.18,50.23,954,700,12779,19497,939.097,2.66,2.76,18.27,2.85,0.064,10369,1
26.02,52.85,1195,400,13002,19425,938.865,1.96,2.04,13.5,2.104,0.048,24963,1
26.65,48.91,1163,404,12879,19437,938.757,2.06,2.14,14.17,2.21,0.05,16089,1
1.198,47.86,1339,401,12987,19396,938.797,2.0,2.08,13.76,2.146,0.048,24567,1
27.87,45.31,131,400,12805,20601,937.337,1.84,1.91,12.67,1.976,0.045,2306,0
17.563,48.42,1088,400,12916,19454,938.713,1.68,1.75,11.59,1.808,0.041,17832,1
43.85,31.26,60000,2040,12134,17908,936.86,221.74,230.38,1526.14,237.983,5.375,4870,0
12.399,47.52,1157,443,12865,19447,938.829,1.85,1.93,12.76,1.989,0.045,15319,1
25.3,49.31,1155,500,12843,19445,938.914,1.91,1.99,13.16,2.052,0.046,14134,1
-21.973,11.43,60000,1502,12234,17779,936.728,356.84,400.02,2382.39,417.998,37.073,5299,0
19.24,47.96,45,400,13129,20010,939.577,0.86,0.9,5.95,0.928,0.021,1961,0
15.77,51.57,37,400,13087,19979,939.699,0.62,0.65,4.29,0.669,0.015,1448,0
22.6,53.55,845,977,12629,19519,939.141,2.16,2.24,14.87,2.319,0.052,9831,1
26.0,47.28,1262,440,12889,19408,938.697,1.5,1.56,10.3,1.607,0.036,18271,1
26.23,51.06,1281,400,12999,19409,938.78,2.0,2.08,13.78,2.149,0.049,24425,1
24.58,51.66,1067,643,12796,19459,939.076,1.75,1.82,12.03,1.877,0.042,11326,1
22.22,48.59,43,400,13255,20176,939.672,2.34,2.43,16.11,2.512,0.057,4757,1
-21.632,54.03,1398,418,12962,19378,938.755,1.66,1.72,11.4,1.777,0.04,22916,1
20.58,49.18,1074,568,12820,19456,938.994,2.03,2.11,13.95,2.175,0.049,12694,1
35.19,15.89,452,3867,12380,20161,930.895,2.64,2.74,18.18,2.835,0.064,916,1
24.8,52.05,1111,545,12838,19467,938.914,2.4,2.5,16.55,2.581,0.058,13062,1
26.84,45.15,102,413,12817,20662,937.517,2.13,2.21,14.67,2.287,0.052,602,0
19.03,48.03,33,400,13127,20009,939.626,0.82,0.85,5.66,0.883,0.02,1793,0
4.993,51.44,929,639,12803,19493,939.066,2.5,2.59,17.19,2.68,0.061,10881,1
1.069,53.86,1318,400,12954,19395,938.699,2.0,2.08,13.79,2.151,0.049,21118,1
42.96,32.81,11573,442,12783,19228,936.883,0.4,0.41,2.74,0.428,0.01,4236,0
26.67,48.73,1283,400,12999,19405,938.826,1.72,1.79,11.86,1.849,0.042,24734,1
25.26,49.66,1208,412,12899,19426,938.714,1.55,1.61,10.66,1.662,0.038,17974,1
13.682,47.68,1120,400,12900,19454,938.759,1.41,1.47,9.71,1.514,0.034,16820,1
20.84,50.53,316,400,13111,19947,939.392,0.38,0.4,2.62,0.409,0.009,8281,1
-4.109,49.18,1291,400,12966,19409,938.707,1.72,1.78,11.82,1.843,0.042,21429,1
20.788,47.38,1241,403,12918,19420,938.718,1.64,1.7,11.27,1.758,0.04,19050,1
5.919,53.64,1272,400,12956,19413,938.721,1.95,2.02,13.4,2.089,0.047,20820,1
-6.335,53.83,225,400,13140,20043,939.612,0.65,0.67,4.45,0.694,0.016,6698,1
3.752,49.84,942,645,12801,19490,939.073,2.28,2.36,15.66,2.443,0.055,10766,1
25.78,48.07,136,406,12782,20577,937.326,1.92,2.0,13.23,2.063,0.047,2237,0
12.836,52.85,994,416,12881,19482,938.818,1.86,1.93,12.8,1.996,0.045,15122,1
3.636,54.83,969,666,12790,19489,939.082,2.34,2.43,16.08,2.507,0.057,10755,1
25.64,49.77,927,687,12786,19500,939.091,1.93,2.01,13.31,2.075,0.047,10416,1
18.4,56.82,343,400,13089,19916,939.336,0.44,0.45,3.01,0.469,0.011,8587,1
26.02,52.95,1107,410,12879,19450,938.809,1.44,1.5,9.9,1.544,0.035,15542,1
20.207,49.26,0,400,13224,20169,939.631,0.99,1.03,6.83,1.065,0.024,2250,0
24.92,51.58,1402,406,12957,19377,938.708,2.08,2.16,14.32,2.233,0.05,22297,1
12.035,49.44,1293,455,12861,19416,938.81,1.76,1.83,12.11,1.888,0.043,15634,1
19.53,53.47,184,400,13161,20088,939.632,0.97,1.01,6.68,1.042,0.024,6279,1
20.04,53.03,116,400,13223,20104,939.653,2.08,2.16,14.33,2.235,0.05,4249,1
-4.638,50.2,323,400,13099,19945,939.377,0.4,0.41,2.73,0.426,0.01,8400,1
43.36,18.42,48,400,13551,21108,936.817,0.89,0.92,6.12,0.955,0.022,4743,0
20.467,47.34,1122,527,12843,19457,938.909,2.2,2.28,15.14,2.36,0.053,13278,1
26.214,49.62,42,400,13086,19976,939.704,0.65,0.67,4.47,0.696,0.016,1445,0
11.85,49.81,54,462,12510,19599,939.787,0.01,0.04,0.0,0.05,0.03,87,0
-2.443,27.4,60000,5226,11621,17054,936.863,1065.56,1107.08,7333.83,1143.625,25.83,4901,0
26.9,47.73,1088,421,12875,19456,938.805,2.2,2.29,15.18,2.366,0.053,15196,1
27.09,47.33,1136,400,12898,19446,938.771,1.39,1.44,9.55,1.489,0.034,16828,1
20.623,53.32,1153,541,12835,19450,938.87,2.2,2.29,15.18,2.366,0.053,13200,1
20.424,50.71,1157,543,12837,19442,938.931,1.75,1.82,12.07,1.882,0.043,13297,1
13.75,47.27,1101,452,12864,19451,938.854,1.84,1.91,12.67,1.976,0.045,14843,1
10.778,50.91,138,400,13175,20031,939.658,0.94,0.97,6.45,1.006,0.023,3066,0
21.49,51.63,118,400,13204,20153,939.647,1.43,1.48,9.82,1.531,0.035,6007,1
-7.241,49.27,191,400,13162,20074,939.623,0.81,0.85,5.6,0.873,0.02,6441,1
-0.022,53.21,146,400,13222,20078,939.67,2.38,2.48,16.4,2.557,0.058,3960,1
19.39,47.18,57,400,13122,19994,939.625,0.64,0.66,4.39,0.685,0.015,1914,0
7.409,49.31,1277,400,12995,19407,938.828,1.68,1.74,11.54,1.799,0.041,24730,1
24.72,52.77,1109,408,12885,19453,938.763,1.72,1.78,11.81,1.842,0.042,16425,1
19.82,50.73,379,400,13039,19879,939.271,0.44,0.46,3.02,0.471,0.011,9015,1
-8.089,53.63,142,400,13192,20128,939.653,0.99,1.02,6.78,1.058,0.024,6183,1
25.68,53.73,1118,400,12899,19453,938.738,1.79,1.86,12.29,1.917,0.043,16501,1
25.54,50.97,921,657,12797,19505,939.086,2.35,2.44,16.14,2.518,0.057,10585,1
26.96,47.85,1335,400,12980,19398,938.715,1.65,1.71,11.32,1.766,0.04,23666,1
-4.187,41.82,135,406,12787,20598,937.439,1.58,1.64,10.84,1.691,0.038,1838,0
22.12,57.68,737,766,12748,19545,939.15,2.43,2.52,16.7,2.604,0.059,9910,1
12.037,38.41,0,400,13253,21236,937.463,1.75,1.82,12.03,1.876,0.042,3592,0
21.64,52.11,117,400,13238,20104,939.655,2.22,2.3,15.26,2.379,0.054,3965,1
25.78,56.18,178,400,13294,20965,937.049,1.85,1.92,12.71,1.982,0.045,3923,0
26.91,47.64,1086,479,12855,19457,938.905,1.7,1.77,11.71,1.826,0.041,14116,1
17.34,52.22,14,400,13140,20041,939.645,0.79,0.82,5.41,0.844,0.019,2102,0
-4.101,55.58,312,400,13110,19953,939.439,0.26,0.27,1.77,0.276,0.006,7855,1
26.67,63.71,847,400,13236,20407,937.073,0.86,0.9,5.94,0.926,0.021,3954,0
17.44,51.43,23,400,13142,20044,939.644,0.8,0.83,5.53,0.862,0.019,2100,0
-4.378,50.31,262,400,13131,20008,939.499,0.67,0.69,4.6,0.717,0.016,7385,1
24.41,52.56,963,400,13013,19491,938.724,2.7,2.8,18.56,2.895,0.065,20638,1
23.46,55.52,850,965,12643,19529,939.129,2.58,2.68,17.77,2.771,0.063,9687,1
23.66,54.72,971,656,12793,19482,939.046,2.16,2.25,14.88,2.321,0.052,10816,1
-5.865,48.1,24,400,13263,20183,939.658,2.03,2.11,13.97,2.178,0.049,4579,1
15.069,49.26,1145,400,12895,19438,938.797,1.48,1.54,10.22,1.593,0.036,17228,1
14.43,49.89,11,400,12813,19802,939.804,0.24,0.25,1.69,0.263,0.006,541,0
-5.751,25.67,60000,9345,11402,16639,936.865,4079.92,4238.89,28080.46,4378.816,98.9,4947,0
14.31,57.5,0,400,13006,19932,939.754,0.37,0.39,2.57,0.4,0.009,860,0
5.576,54.37,1050,657,12794,19472,939.031,2.24,2.33,15.42,2.405,0.054,10934,1
19.82,50.94,382,400,13036,19872,939.281,0.31,0.32,2.14,0.334,0.008,9121,1
-4.091,50.74,299,400,13113,19969,939.414,0.43,0.45,2.95,0.46,0.01,7826,1
4.741,54.19,326,400,13114,19901,939.686,1.49,1.54,10.23,1.596,0.036,3552,1
23.04,55.21,950,723,12755,19487,939.093,2.39,2.49,16.47,2.569,0.058,10137,1
-4.997,46.41,68,400,12786,20672,937.536,2.1,2.18,14.47,2.256,0.051,1027,0
20.477,42.21,178,427,12767,20531,937.344,1.59,1.65,10.95,1.707,0.039,3050,0
20.711,47.68,1218,400,12925,19426,938.723,1.6,1.66,11.03,1.72,0.039,19163,1
20.612,52.82,1080,561,12830,19459,938.961,1.98,2.06,13.66,2.13,0.048,12709,1
24.48,53.53,1153,403,12889,19442,938.741,1.47,1.53,10.11,1.577,0.036,16436,1
20.567,46.81,1109,529,12845,19451,938.896,2.07,2.15,14.26,2.223,0.05,13230,1
20.67,46.89,54,400,13206,20115,939.642,0.91,0.94,6.25,0.975,0.022,2614,0
12.66,55.84,13,400,12945,19875,939.773,0.2,0.21,1.38,0.215,0.005,787,0
-8.792,51.42,50,400,13232,20165,939.684,2.18,2.26,15.0,2.34,0.053,5137,1
14.68,52.31,1168,465,12855,19438,938.864,1.71,1.78,11.78,1.837,0.041,14623,1
21.32,45.05,174,400,13144,19994,939.672,0.79,0.82,5.45,0.849,0.019,3031,0
20.87,50.9,339,400,13092,19923,939.311,0.3,0.31,2.06,0.321,0.007,8669,1
20.127,53.28,1122,570,12825,19449,938.966,1.95,2.03,13.43,2.094,0.047,12540,1
18.38,56.48,263,400,13130,20010,939.491,0.47,0.49,3.25,0.507,0.011,7363,1
21.54,49.42,191,400,13159,20074,939.676,0.94,0.97,6.44,1.004,0.023,6378,1
13.673,47.92,1128,401,12899,19457,938.766,1.47,1.53,10.11,1.576,0.036,16817,1
26.75,48.47,1178,401,12915,19435,938.716,2.17,2.26,14.95,2.331,0.053,18132,1
27.25,43.75,62,438,12853,20726,937.577,2.36,2.46,16.27,2.537,0.057,64,0
19.33,53.16,214,400,13144,20048,939.604,0.72,0.75,4.94,0.77,0.017,6636,1
-8.783,54.29,86,400,13219,20182,939.634,1.91,1.98,13.14,2.048,0.046,5921,1
25.81,48.18,178,442,12773,20535,937.349,1.77,1.84,12.19,1.901,0.043,2354,0
9.98,47.92,168,400,13158,20007,939.625,0.95,0.99,6.53,1.018,0.023,3130,0
17.86,49.81,6,400,13117,20012,939.716,0.58,0.61,4.02,0.627,0.014,1490,0
11.84,50.61,27,429,12582,19656,939.812,0.44,1.0,1.68,1.124,0.538,202,0
25.86,47.77,143,413,12782,20567,937.346,1.6,1.67,11.03,1.72,0.039,2292,0
0.072,46.35,80,407,12778,20662,937.55,2.13,2.21,14.67,2.287,0.052,908,0
28.63,42.86,192,421,12773,20524,937.347,1.83,1.9,12.56,1.959,0.044,3098,0
6.798,53.62,1036,665,12791,19469,939.083,2.14,2.22,14.72,2.295,0.052,11044,1
16.88,52.92,71,400,13112,19973,939.619,0.66,0.68,4.53,0.706,0.016,1990,0
23.744,47.42,64,400,13123,19994,939.596,0.61,0.64,4.22,0.658,0.015,1854,0
20.37,52.95,300,400,13116,19972,939.406,0.23,0.23,1.55,0.242,0.005,7876,1
24.49,52.69,1094,611,12815,19456,939.077,2.03,2.11,13.96,2.177,0.049,11806,1
14.744,52.06,1172,406,12893,19438,938.765,1.69,1.76,11.63,1.814,0.041,17140,1
20.87,55.07,31,400,13246,20188,939.68,2.22,2.3,15.25,2.378,0.054,5162,1
-10.983,47.94,1285,400,12968,19407,938.734,2.03,2.11,13.97,2.178,0.049,21862,1
22.52,46.69,179,400,13208,20027,939.67,1.96,2.03,13.48,2.102,0.047,3865,1
24.78,52.48,1138,413,12877,19441,938.799,1.88,1.95,12.94,2.018,0.046,15883,1
17.162,54.75,3229,400,13279,19809,936.944,0.47,0.49,3.25,0.506,0.011,4076,0
19.91,48.32,0,400,13225,20175,939.622,1.11,1.15,7.63,1.19,0.027,2255,0
4.546,51.94,320,400,13109,19893,939.686,1.36,1.41,9.34,1.457,0.033,3568,1
26.96,47.8,1346,408,12971,19391,938.735,1.79,1.86,12.34,1.924,0.043,22885,1
25.79,49.18,201,438,12764,20513,937.359,1.84,1.91,12.67,1.976,0.045,3259,0
18.82,47.62,100,400,13172,20078,939.627,0.77,0.8,5.28,0.823,0.019,2566,0
19.58,55.15,94,400,13212,20170,939.63,1.87,1.95,12.9,2.011,0.045,5927,1
11.548,51.82,152,400,13168,20014,939.651,0.67,0.7,4.63,0.722,0.016,3004,0
24.98,51.22,1373,415,12971,19384,938.705,1.73,1.8,11.93,1.861,0.042,23196,1
26.29,46.25,136,417,12778,20589,937.357,1.79,1.86,12.35,1.926,0.043,2101,0
-14.885,54.22,1341,400,12975,19392,938.718,1.88,1.96,12.96,2.02,0.046,22141,1
18.5,56.53,362,400,13065,19892,939.282,0.32,0.33,2.21,0.344,0.008,8806,1
-1.355,53.26,96,400,13238,20121,939.623,2.16,2.24,14.86,2.317,0.052,4084,1
25.82,48.63,163,425,12776,20555,937.352,1.76,1.83,12.14,1.893,0.043,2714,0
20.5,53.25,346,400,13071,19923,939.271,0.52,0.54,3.6,0.561,0.013,8994,1
26.44,48.49,1042,607,12815,19478,939.093,2.33,2.42,16.06,2.504,0.057,11475,1
26.92,47.98,1367,400,12982,19386,938.694,1.79,1.86,12.29,1.916,0.043,23844,1
26.9,48.09,1375,401,12975,19373,938.709,1.69,1.76,11.66,1.818,0.041,23902,1
17.44,47.54,1097,487,12855,19457,938.911,1.82,1.89,12.53,1.954,0.044,14058,1
20.421,53.83,1230,408,12910,19422,938.719,1.52,1.58,10.46,1.631,0.037,18660,1
-19.787,47.84,1350,400,12979,19390,938.721,1.63,1.69,11.22,1.749,0.04,23606,1
-4.784,42.24,72,400,12791,20650,937.39,1.86,1.93,12.77,1.991,0.045,1653,0
19.309,51.65,1017,551,12834,19477,938.995,1.86,1.93,12.81,1.998,0.045,12363,1
24.62,53.25,1201,415,12924,19421,938.736,1.53,1.59,10.51,1.639,0.037,19966,1
13.947,48.22,1396,449,12911,19374,938.733,1.71,1.78,11.78,1.838,0.042,20252,1
17.5,48.13,94,400,13105,19970,939.606,0.66,0.69,4.55,0.709,0.016,1917,0
20.233,48.0,1197,400,12926,19437,938.686,1.92,1.99,13.19,2.057,0.046,19398,1
-4.413,56.55,270,400,13120,19997,939.481,0.49,0.51,3.4,0.53,0.012,7365,1
26.33,46.71,81,447,12785,20690,937.497,2.25,2.34,15.49,2.415,0.055,677,0
18.26,57.94,375,400,13051,19888,939.284,0.3,0.31,2.03,0.317,0.007,9043,1
16.47,54.04,83,400,13110,19978,939.617,0.98,1.02,6.78,1.057,0.024,1878,0
-5.242,56.75,373,400,13050,19885,939.274,0.32,0.33,2.2,0.343,0.008,9081,1
24.99,51.21,1385,421,12963,19375,938.716,1.79,1.86,12.33,1.923,0.043,23136,1
24.69,52.98,1203,404,12917,19428,938.721,1.99,2.07,13.69,2.135,0.048,19724,1
56.8,11.56,4948,400,13417,19698,936.708,0.69,0.71,4.72,0.737,0.017,5441,0
24.61,53.1,1164,415,12882,19437,938.761,1.88,1.95,12.93,2.016,0.046,16489,1
5.913,14.77,714,400,13719,20492,936.662,0.64,0.66,4.39,0.684,0.015,5674,0
24.48,52.84,1124,605,12813,19451,939.037,2.18,2.27,15.02,2.342,0.053,11868,1
-1.948,54.01,1293,408,12960,19409,938.696,2.04,2.12,14.07,2.194,0.05,21299,1
19.069,53.52,1208,404,12920,19421,938.704,1.5,1.56,10.3,1.607,0.036,19670,1
22.02,59.07,615,553,12864,19634,939.187,2.39,2.49,16.48,2.57,0.058,9391,1
21.96,49.68,32,400,13252,20217,939.738,2.35,2.44,16.19,2.524,0.057,5595,1
24.96,51.43,1130,420,12881,19436,938.747,1.68,1.74,11.54,1.799,0.041,16358,1
26.98,47.64,1348,400,12955,19391,938.688,2.34,2.44,16.14,2.516,0.057,21144,1
16.86,48.78,31,400,13102,20000,939.683,0.41,0.43,2.86,0.445,0.01,1502,0
24.66,53.04,1222,400,12921,19426,938.716,1.56,1.62,10.76,1.678,0.038,19605,1
16.706,48.65,1168,400,12933,19432,938.729,1.63,1.69,11.2,1.746,0.039,19992,1
24.3,54.31,1346,409,12972,19383,938.71,1.6,1.66,11.02,1.719,0.039,23340,1
-18.367,50.12,1434,422,12963,19368,938.715,1.8,1.87,12.42,1.937,0.044,23734,1
47.03,15.61,1210,400,13691,20364,936.691,0.61,0.63,4.18,0.651,0.015,5638,0
18.245,19.17,42013,845,12582,18606,936.901,1.17,1.22,8.05,1.255,0.028,4550,0
6.608,47.69,1088,671,12780,19449,939.09,2.26,2.34,15.52,2.421,0.055,11027,1
-6.494,47.63,1285,400,12998,19406,938.816,2.12,2.2,14.58,2.274,0.051,24325,1
21.15,49.9,211,400,13147,20051,939.608,0.45,0.46,3.07,0.478,0.011,6859,1
26.29,47.14,193,443,12761,20531,937.42,1.46,1.52,10.07,1.57,0.035,2821,0
20.742,27.28,13702,540,12750,19092,936.855,0.7,0.73,4.83,0.753,0.017,4396,0
-20.148,47.6,1316,411,12975,19397,938.754,2.05,2.13,14.1,2.198,0.05,22648,1
26.91,47.26,1097,600,12811,19454,939.048,2.25,2.33,15.47,2.412,0.054,11964,1
18.954,52.89,1168,521,12839,19435,938.893,1.79,1.86,12.33,1.923,0.043,13731,1
21.78,49.56,127,400,13195,20129,939.65,1.2,1.24,8.25,1.286,0.029,6077,1
24.4,44.5,0,400,13446,21263,937.399,1.86,1.93,12.8,1.996,0.045,3800,0
-5.586,50.02,217,400,13148,20047,939.588,0.35,0.37,2.44,0.38,0.009,6918,1
36.63,15.13,0,849,13113,20784,930.892,1.05,1.09,7.25,1.13,0.026,954,1
24.61,44.18,0,400,13426,21256,937.391,2.19,2.28,15.08,2.352,0.053,3730,0
18.33,57.01,328,400,13092,19933,939.33,0.18,0.19,1.26,0.196,0.004,8484,1
16.17,51.27,0,400,13048,19953,939.755,0.22,0.23,1.51,0.235,0.005,1095,0
8.518,63.96,94,400,13243,20127,939.695,2.75,2.86,18.92,2.951,0.067,3247,1
8.356,58.94,142,400,13218,20081,939.698,2.58,2.68,17.75,2.768,0.063,3260,1
21.82,49.56,125,400,13199,20144,939.669,1.53,1.59,10.53,1.642,0.037,6018,1
20.276,21.96,15837,615,12702,19013,936.855,0.87,0.9,5.96,0.93,0.021,4454,0
9.243,61.29,0,400,13447,20435,939.626,4.86,5.05,33.42,5.212,0.118,3189,1
24.69,52.8,1285,402,12977,19404,938.714,1.97,2.05,13.58,2.118,0.048,22961,1
16.8,48.22,1147,400,12902,19444,938.714,1.79,1.86,12.33,1.922,0.043,17654,1
28.46,43.47,74,400,12791,20683,937.558,1.95,2.03,13.44,2.096,0.047,867,0
6.423,47.07,1245,400,12961,19418,938.682,2.0,2.08,13.79,2.151,0.049,20788,1
20.664,50.33,1145,550,12828,19441,938.888,1.78,1.85,12.26,1.912,0.043,13176,1
12.941,48.64,117,400,13170,20058,939.635,1.01,1.05,6.95,1.083,0.024,2891,0
16.75,49.43,17,400,13056,19945,939.793,0.38,0.4,2.63,0.41,0.009,1160,0
24.58,53.35,1176,406,12875,19439,938.754,1.49,1.55,10.28,1.604,0.036,16312,1
26.47,49.9,1233,406,12932,19420,938.729,1.39,1.44,9.56,1.491,0.034,20047,1
-4.08,56.82,288,400,13126,19977,939.428,0.38,0.4,2.63,0.409,0.009,7756,1
12.149,44.68,0,400,13250,21191,937.478,1.9,1.98,13.1,2.043,0.046,3560,0
20.81,50.78,255,400,13131,20009,939.484,0.62,0.64,4.24,0.66,0.015,7381,1
25.09,50.7,1149,424,12881,19442,938.762,2.0,2.08,13.76,2.146,0.048,16416,1
20.46,48.04,81,400,13197,20094,939.636,1.21,1.26,8.34,1.301,0.029,2721,0
24.72,52.62,1329,408,12952,19394,938.691,1.77,1.84,12.21,1.904,0.043,21162,1
26.3,51.33,1103,400,12913,19463,938.759,1.53,1.59,10.56,1.646,0.037,17524,1
19.6,55.01,19,400,13252,20216,939.733,2.36,2.46,16.27,2.538,0.057,5398,1
27.08,47.5,1187,400,12925,19429,938.712,1.53,1.59,10.5,1.637,0.037,19166,1
11.59,55.32,13,400,12735,19756,939.836,0.1,0.13,0.66,0.133,0.021,442,0
-4.118,50.01,293,400,13121,19962,939.408,0.38,0.4,2.62,0.409,0.009,7892,1
19.78,61.17,281,400,13135,19932,939.665,1.55,1.61,10.66,1.662,0.038,3417,1
1.827,54.69,900,648,12802,19517,939.094,2.38,2.47,16.36,2.551,0.058,10579,1
27.06,47.52,1182,400,12913,19437,938.694,1.46,1.52,10.04,1.566,0.035,18865,1
17.349,56.55,3254,400,13250,19798,936.946,0.41,0.43,2.82,0.439,0.01,4086,0
12.065,52.9,1220,440,12870,19427,938.82,2.22,2.31,15.29,2.385,0.054,15587,1
-4.115,50.42,300,400,13116,19962,939.405,0.39,0.41,2.71,0.422,0.01,7887,1
25.02,51.15,1149,410,12879,19439,938.757,1.98,2.06,13.63,2.125,0.048,16417,1
19.86,54.25,52,400,13233,20169,939.713,2.13,2.21,14.64,2.283,0.052,5150,1
39.68,15.11,0,2217,12708,20467,930.921,0.79,0.82,5.44,0.848,0.019,587,1
18.43,56.42,325,400,13096,19929,939.362,0.27,0.28,1.83,0.285,0.006,8364,1
-4.141,46.02,97,412,12779,20620,937.394,1.73,1.8,11.91,1.857,0.042,1741,0
