Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,target
4,56.66666667,0,0.0,21,797.2952381,0.0,0.019875776,0.0,0.0,6,1,1,3,2,2,False,False
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,6,2,2,6,6,2,False,False
0,0.0,0,0.0,5,97.16666667,0.0,0.033333333,0.0,0.0,6,1,1,3,3,2,False,False
3,111.0,0,0.0,25,461.2222222,0.0,0.007142857,0.0,0.0,6,2,2,4,4,2,False,False
3,120.0,0,0.0,5,198.0,0.0,0.014285714,0.0,0.0,6,3,3,4,2,0,True,False
0,0.0,0,0.0,27,321.6666667,0.051190476,0.07224026,0.0,0.8,6,3,2,1,1,2,False,False
3,149.0,0,0.0,25,1294.183333,0.014814815,0.02962963,0.0,0.0,6,3,2,1,13,2,False,False
0,0.0,0,0.0,10,269.0,0.0,0.02,0.0,0.0,6,2,2,3,2,2,False,False
4,172.0,0,0.0,11,787.0,0.033333333,0.053333333,0.0,0.0,6,2,2,1,6,2,True,False
0,0.0,0,0.0,7,323.5,0.0,0.057142857,0.0,0.0,6,2,2,1,5,0,False,False
0,0.0,0,0.0,8,347.6666667,0.0875,0.102083333,0.0,0.2,6,3,2,1,3,2,False,False
8,211.9642857,0,0.0,26,1382.66514,0.017283951,0.02287478,0.0,0.6,6,3,2,7,4,2,False,False
6,175.0,1,10.0,25,2877.5,0.007692308,0.037435897,0.0,0.0,6,2,2,7,1,2,False,False
0,0.0,0,0.0,3,36.0,0.0,0.066666667,0.0,0.0,6,2,7,3,11,2,True,False
10,161.7083333,1,0.0,126,2645.833333,0.004511278,0.01597088,2.776907268,0.6,6,3,2,2,3,2,False,False
1,50.33333333,0,0.0,21,586.1892857,0.0,0.005555556,0.0,0.6,6,1,1,1,2,2,False,False
0,0.0,0,0.0,42,562.6666667,0.009340659,0.032583774,0.0,0.0,6,2,2,4,13,2,False,False
0,0.0,0,0.0,15,1861.5,0.0,0.026666667,0.0,0.0,6,3,3,4,3,2,False,False
0,0.0,0,0.0,31,516.4761905,0.006896552,0.018965517,0.0,0.0,6,3,2,3,13,2,True,False
7,405.2583333,1,88.0,22,661.6309524,0.007692308,0.005128205,0.0,0.0,6,1,1,4,2,2,False,False
12,637.9388889,0,0.0,61,1797.298291,0.025147059,0.029877803,0.0,0.0,6,3,2,1,1,2,False,False
0,0.0,0,0.0,10,154.5,0.0,0.01,0.0,0.2,6,2,2,3,13,0,False,False
4,109.0,2,34.0,30,1049.833333,0.0125,0.028645833,0.0,0.0,6,2,2,6,4,2,True,False
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,6,1,1,3,3,2,True,False
0,0.0,0,0.0,5,28.33333333,0.04,0.08,0.0,0.0,6,1,8,4,11,2,True,False
0,0.0,2,13.0,63,4833.925,0.006153846,0.015128205,0.0,0.0,6,2,2,6,4,2,False,False
2,124.0,1,9.0,109,3731.138116,0.004861111,0.015244789,0.0,0.2,6,1,1,3,4,2,False,False
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,6,1,1,2,3,2,False,False
0,0.0,0,0.0,6,245.0,0.083333333,0.105555556,0.0,0.8,6,3,2,8,13,2,False,False
2,40.0,1,93.66666667,54,2070.643939,0.003773585,0.016163522,0.0,0.0,6,3,3,3,4,2,False,False
4,210.5,0,0.0,131,2749.058333,0.009090909,0.017682257,8.960896465,0.0,6,2,2,2,1,2,False,False
6,111.0,0,0.0,13,522.0,0.0,0.011111111,36.65444444,0.0,6,2,2,2,2,0,False,True
2,55.0,0,0.0,16,1851.5,0.023529412,0.041176471,0.0,0.0,6,2,5,1,1,2,False,False
1,260.0,0,0.0,11,198.1666667,0.0,0.008333333,0.0,0.0,6,2,2,9,2,0,False,False
0,0.0,0,0.0,6,161.0,0.0,0.066666667,0.0,0.2,6,2,2,1,4,2,False,False
0,0.0,0,0.0,23,255.6388889,0.0,0.005454545,0.0,0.0,6,3,2,4,2,2,False,False
4,47.0,0,0.0,26,380.1666667,0.0,0.015873016,0.0,0.0,6,4,1,1,1,2,False,False
0,0.0,0,0.0,16,79.0,0.025,0.0375,0.0,0.0,6,2,2,2,4,2,True,False
0,0.0,0,0.0,15,894.0,0.0,0.015384615,0.0,0.0,6,2,2,7,4,2,False,False
0,0.0,1,1.5,43,1368.484848,0.015909091,0.053636364,0.0,0.6,6,1,1,1,2,2,False,False
0,0.0,0,0.0,27,352.0833333,0.014814815,0.022222222,0.0,0.0,6,3,2,3,3,2,False,False
1,27.0,0,0.0,15,1486.666667,0.0,0.013809524,0.0,0.0,6,1,1,1,1,2,True,False
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,6,3,2,9,13,2,False,False
0,0.0,0,0.0,40,1090.566667,0.018392857,0.041198413,0.0,0.0,6,2,4,1,6,2,False,False
1,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.4,6,1,1,1,2,2,False,False
5,423.5,2,111.5,6,91.5,0.05,0.055555556,0.0,0.2,6,2,2,4,6,2,False,False
0,0.0,0,0.0,7,76.5,0.007142857,0.066190476,0.0,0.0,6,3,2,1,1,2,False,False
0,0.0,0,0.0,45,1438.722222,0.004545455,0.027727273,0.0,0.8,6,4,2,3,4,2,False,False
0,0.0,0,0.0,8,185.5,0.025,0.0375,0.0,0.0,6,1,1,3,2,2,True,False
1,5.0,2,134.0,101,5459.967105,0.038654646,0.064680923,0.0,0.2,6,1,1,1,6,2,False,False
0,0.0,2,15.0,15,328.4166667,0.0,0.037647059,0.0,0.0,6,2,2,1,4,2,True,False
0,0.0,0,0.0,3,15.0,0.066666667,0.133333333,0.0,0.4,6,2,2,4,1,2,False,False
8,144.5,4,181.7222222,52,2826.790048,0.007258065,0.030060764,0.0,0.0,6,3,2,3,13,2,True,False
0,0.0,0,0.0,30,950.8333333,0.006666667,0.02,0.0,0.0,6,2,5,8,4,2,False,False
2,98.0,0,0.0,44,2279.222222,0.001111111,0.012301587,7.0182,0.0,6,3,2,7,4,2,False,False
0,0.0,0,0.0,8,56.33333333,0.0,0.0125,0.0,1.0,6,2,2,1,4,2,True,False
3,105.0,0,0.0,34,603.7071429,0.0,0.003714286,14.75710476,0.0,6,1,1,1,3,2,False,True
0,0.0,0,0.0,6,56.0,0.0,0.033333333,0.0,0.8,6,2,2,1,13,2,False,False
1,4.0,0,0.0,18,631.6666667,0.0,0.027777778,56.32466667,0.0,6,2,2,1,3,2,False,True
0,0.0,0,0.0,5,240.5,0.08,0.07,0.0,0.0,6,1,1,1,3,2,False,False
0,0.0,0,0.0,2,49.0,0.0,0.033333333,0.0,0.0,6,3,2,3,3,2,False,False
0,0.0,1,19.0,27,1523.05,0.0,0.001851852,22.12888889,0.0,6,1,1,1,4,2,False,True
2,59.5,1,20.0,96,5604.977381,0.004888889,0.016624762,5.344898889,0.0,6,2,7,1,6,2,False,True
7,53.25,0,0.0,42,650.0333333,0.004347826,0.006521739,0.0,0.0,6,2,2,2,4,2,False,False
1,24.0,0,0.0,54,801.5095238,0.00754717,0.013274933,0.0,0.2,6,1,1,1,3,2,False,False
0,0.0,0,0.0,8,70.5,0.075,0.08,0.0,0.6,6,1,1,1,3,2,False,False
0,0.0,0,0.0,23,363.5,0.0,0.013043478,0.0,0.8,6,2,2,2,1,2,False,False
0,0.0,0,0.0,5,71.0,0.0,0.04,0.0,0.0,6,4,1,1,2,2,True,False
0,0.0,0,0.0,24,653.0,0.008333333,0.033333333,0.0,0.8,6,4,1,9,1,2,False,False
0,0.0,0,0.0,23,209.8333333,0.002173913,0.030434783,0.0,0.0,6,2,2,1,13,2,False,False
0,0.0,0,0.0,19,536.2666667,0.044736842,0.068170426,0.0,0.0,6,2,2,6,6,2,False,False
7,160.3333333,0,0.0,31,590.5166667,0.005208333,0.009657738,0.0,0.0,6,1,1,1,4,2,True,False
2,42.16666667,0,0.0,17,490.5333333,0.0,0.01175,23.5144,0.0,6,2,4,7,2,2,False,False
2,81.0,0,0.0,18,631.0,0.01,0.029,0.0,0.0,6,2,2,1,1,2,False,False
0,0.0,0,0.0,2,37.0,0.0,0.1,0.0,0.2,6,2,2,6,3,2,False,False
0,0.0,0,0.0,14,1025.0,0.042857143,0.066666667,0.0,0.0,6,4,2,1,13,2,False,False
0,0.0,0,0.0,11,720.5,0.0,0.045454545,0.0,0.0,6,6,2,2,2,2,False,False
0,0.0,0,0.0,4,568.4782609,0.05,0.068285714,0.0,0.4,6,2,2,1,7,2,False,False
8,120.6666667,2,559.0,44,1470.333333,0.016,0.019207792,7.435866667,0.0,6,1,2,1,4,2,True,False
0,0.0,0,0.0,3,105.25,0.0,0.044444444,0.0,0.0,6,3,2,8,4,2,True,False
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,6,2,4,7,6,2,False,False
2,256.0,0,0.0,14,574.5,0.0,0.014285714,0.0,0.0,6,3,3,8,11,0,False,False
0,0.0,0,0.0,11,142.4166667,0.0,0.036363636,0.0,0.0,6,2,2,1,2,2,False,False
2,338.0,0,0.0,17,1205.566667,0.0125,0.0375,19.23625,0.8,6,3,2,2,2,2,False,True
0,0.0,0,0.0,14,1539.0,0.015384615,0.030769231,0.0,0.0,6,2,10,2,2,2,False,False
3,73.5,3,171.0,76,2208.788095,0.0,0.004756098,3.200304878,0.0,6,4,1,7,2,2,True,False
0,0.0,0,0.0,12,260.0,0.05,0.083333333,0.0,0.6,6,1,1,7,1,2,False,False
1,37.0,0,0.0,30,1584.3,0.0,0.01547619,3.356892857,0.0,6,3,2,9,4,2,True,False
1,8.5,0,0.0,14,543.8333333,0.0,0.007692308,0.0,0.0,6,2,2,3,5,0,True,False
0,0.0,0,0.0,3,0.0,0.2,0.2,0.0,0.0,6,2,2,1,3,2,False,False
4,123.0,1,29.5,16,529.3333333,0.0,0.0045,0.0,0.0,6,3,3,2,2,0,False,False
1,48.0,0,0.0,52,2376.861905,0.016666667,0.045679012,13.32592593,0.0,6,2,2,3,3,2,False,False
4,322.5,1,29.0,78,3098.992857,0.007692308,0.022124542,0.0,0.0,6,3,2,3,13,2,True,False
2,178.5,2,314.0,19,2340.5,0.0,0.015873016,52.08342857,0.0,6,2,4,1,4,2,False,False
1,82.0,0,0.0,59,1927.122222,0.007909605,0.023728814,23.87629104,0.0,6,2,2,9,13,2,False,True
0,0.0,0,0.0,9,553.0,0.0,0.025,53.988,0.0,6,1,1,1,4,0,False,True
1,0.0,0,0.0,7,37.0,0.083333333,0.108333333,0.0,0.6,6,1,1,2,4,2,False,False
0,0.0,0,0.0,10,978.0,0.0,0.025,0.0,0.0,6,2,2,3,2,2,False,False
0,0.0,0,0.0,10,72.0,0.08,0.11,0.0,0.6,6,3,2,1,6,2,False,False
0,0.0,9,1779.166667,12,1886.5,0.007017544,0.019298246,0.0,0.6,6,2,2,6,3,0,False,False
1,41.0,0,0.0,30,1018.0,0.0,0.003448276,54.21806897,0.0,6,2,2,1,2,2,False,True
0,0.0,0,0.0,12,336.8,0.0,0.006666667,0.0,0.6,6,2,2,1,2,2,False,False
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,6,1,1,9,4,2,True,False
0,0.0,1,3.0,51,5407.788889,0.001923077,0.020120574,7.793528571,0.0,6,2,2,3,2,2,False,False
5,55.5,0,0.0,4,24.5,0.022222222,0.037037037,0.0,1.0,6,3,2,6,3,2,True,False
0,0.0,0,0.0,22,883.0,0.133333333,0.148917749,0.0,0.0,6,3,2,1,13,2,False,False
0,0.0,0,0.0,9,73.66666667,0.0,0.022222222,0.0,0.2,6,2,2,1,3,2,False,False
0,0.0,0,0.0,11,855.25,0.018181818,0.063636364,0.0,0.0,6,2,2,3,13,2,False,False
0,0.0,0,0.0,11,142.1666667,0.02,0.03,0.0,0.0,6,2,2,9,4,2,True,False
1,21.5,2,323.0,14,836.8333333,0.0,0.001904762,0.0,0.0,6,2,2,8,2,0,False,False
5,68.0,0,0.0,36,818.5,0.007894737,0.028070175,0.0,0.8,6,2,2,1,3,2,False,False
2,7.0,0,0.0,21,467.952381,0.047619048,0.068253968,0.0,0.0,6,2,5,1,3,2,False,False
0,0.0,0,0.0,28,623.9666667,0.023214286,0.036309524,0.0,0.6,6,3,2,1,6,2,False,False
6,299.0,1,41.0,36,696.4027778,0.0,0.002631579,0.0,0.0,6,2,2,2,4,0,True,False
6,93.5,0,0.0,23,251.3333333,0.0,0.013768116,0.0,0.0,6,2,2,3,3,0,False,False
0,0.0,0,0.0,13,171.5,0.019230769,0.080769231,0.0,0.8,6,2,2,1,1,2,False,False
2,67.0,0,0.0,59,468.1916667,0.0,0.003278689,0.0,0.2,6,2,2,3,2,2,False,False
5,110.0,0,0.0,39,1584.044444,0.0,0.016744186,12.73144186,0.0,6,4,1,8,4,2,False,False
0,0.0,0,0.0,25,438.075,0.008,0.024698413,0.0,0.6,6,1,1,3,3,2,False,False
7,136.6666667,1,7.0,25,687.5333333,0.013793103,0.014022989,5.078114943,0.0,6,1,2,3,4,0,False,False
0,0.0,0,0.0,12,103.0,0.133333333,0.166666667,0.0,0.6,6,2,2,1,3,2,False,False
2,15.0,0,0.0,10,894.6666667,0.0,0.022222222,0.0,0.0,6,2,4,4,2,2,False,False
0,0.0,0,0.0,8,211.3333333,0.0,0.075,0.0,0.0,6,2,5,3,2,2,True,False
8,276.8666667,0,0.0,19,548.8831169,0.0,0.007674572,5.744057971,0.0,6,3,2,1,2,2,True,False
7,190.5833333,2,1131.0,46,5492.366667,0.019090909,0.043948052,8.567142857,0.0,6,2,6,6,6,2,False,False
4,67.0,0,0.0,60,731.3333333,0.034920635,0.038095238,0.0,0.0,6,2,2,6,3,2,False,False
0,0.0,0,0.0,13,474.6818182,0.015384615,0.029230769,0.0,0.0,6,3,2,4,3,2,False,False
0,0.0,0,0.0,16,1472.0,0.016666667,0.040625,0.0,0.0,6,2,6,1,1,2,False,False
5,232.4,0,0.0,6,190.4,0.042857143,0.061904762,0.0,0.0,6,1,1,1,3,2,True,False
0,0.0,0,0.0,14,253.1666667,0.014285714,0.04047619,0.0,0.6,6,3,2,8,13,2,False,False
9,159.7166667,1,20.0,39,1721.872725,0.00974026,0.019066142,16.42363253,0.0,6,1,1,1,13,2,False,False
0,0.0,0,0.0,14,655.1666667,0.0,0.007692308,0.0,0.0,6,2,2,7,4,2,True,False
4,766.8333333,0,0.0,217,4153.276587,7.09e-05,0.005893497,0.0,0.0,6,2,2,1,6,2,True,False
1,14.0,0,0.0,30,1845.333333,0.027083333,0.042083333,12.6534375,0.0,6,3,2,3,1,2,False,False
0,0.0,0,0.0,31,457.4047799,0.0,0.026938057,0.0,0.8,6,2,2,7,1,2,False,False
0,0.0,0,0.0,3,69.0,0.0,0.066666667,0.0,0.0,6,2,2,4,1,2,True,False
1,45.5,3,58.0,6,311.5,0.0,0.0125,0.0,0.0,6,3,2,6,2,0,True,False
0,0.0,0,0.0,7,123.5,0.0,0.057142857,0.0,0.0,6,1,1,1,3,2,False,False
4,91.0,0,0.0,4,61.0,0.0,0.033333333,0.0,0.0,6,2,2,1,13,2,False,False
0,0.0,0,0.0,15,304.1666667,0.0,0.04,0.0,0.0,6,2,2,1,3,2,True,False
0,0.0,0,0.0,2,689.0,0.0,0.1,0.0,0.0,6,2,2,3,2,0,False,False
0,0.0,0,0.0,20,806.5,0.01,0.038333333,0.0,0.6,6,2,4,1,3,2,False,False
1,51.0,2,176.0,37,1420.733333,0.0,0.012612613,102.3538378,0.0,6,2,5,7,4,2,True,True
2,21.33333333,0,0.0,3,45.33333333,0.0,0.0125,0.0,0.0,6,3,2,4,4,2,True,False
0,0.0,0,0.0,8,202.8333333,0.0,0.014285714,0.0,0.0,6,2,4,1,2,2,False,False
2,72.5,0,0.0,10,1580.0,0.0,0.018181818,100.0963636,0.0,6,2,2,1,2,2,False,True
0,0.0,0,0.0,6,82.0,0.15,0.183333333,0.0,0.6,6,2,2,3,1,2,False,False
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,6,2,2,6,13,2,False,False
1,10.0,3,47.66666667,34,944.297619,0.0,0.0125,0.0,0.0,6,2,2,3,6,2,False,False
0,0.0,0,0.0,141,2886.523521,0.004316547,0.018798094,0.0,0.8,6,2,2,4,3,2,False,False
9,177.0,2,500.0,88,2663.82381,0.008163265,0.025918367,5.479532313,0.6,6,4,2,8,4,2,False,False
5,41.0,1,9.307692308,49,1042.416667,0.012,0.025444444,0.0,0.6,6,2,2,6,3,2,False,False
0,0.0,0,0.0,12,590.8333333,0.01,0.03,0.0,0.0,6,1,1,6,4,2,False,False
4,157.0,0,0.0,41,896.0666667,0.0,0.013043478,4.430347826,0.2,6,2,6,2,13,2,False,False
4,316.8333333,1,13.0,73,3085.007143,0.008333333,0.02475118,2.323162162,0.2,6,3,2,1,13,2,False,False
2,17.0,0,0.0,14,260.2,0.0,0.0375,0.0,0.4,6,2,2,3,3,2,False,False
0,0.0,0,0.0,68,746.8,0.002941176,0.011470588,0.0,0.0,6,2,2,1,13,2,False,False
0,0.0,0,0.0,3,140.0,0.066666667,0.133333333,0.0,0.0,6,3,2,1,3,2,False,False
0,0.0,0,0.0,9,1217.2,0.033333333,0.040740741,0.0,0.0,6,1,1,5,4,2,False,False
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,6,3,2,6,1,2,True,False
3,38.16666667,0,0.0,5,77.66666667,0.0,0.0125,0.0,0.0,6,1,1,5,3,2,False,False
0,0.0,0,0.0,16,641.5,0.0,0.0375,0.0,0.0,6,4,1,7,1,2,False,False
3,143.0,2,29.0,3,380.0,0.0,0.042857143,0.0,0.4,6,2,2,4,3,0,False,False
1,9.0,0,0.0,111,2451.869048,0.0,0.015775776,2.797414715,0.4,6,2,2,8,3,2,False,True
0,0.0,0,0.0,5,200.0,0.0,0.05,0.0,0.0,6,3,2,1,4,2,True,False
1,9.0,1,49.0,25,2454.45,0.0,0.015384615,31.75846154,0.0,6,2,2,9,6,2,False,True
0,0.0,0,0.0,3,18.0,0.033333333,0.166666667,0.0,1.0,6,3,2,1,4,2,True,False
2,81.5,1,21.0,18,2199.972222,0.00952381,0.016825397,0.0,0.0,6,1,1,1,2,2,True,False
0,0.0,0,0.0,3,34.0,0.0,0.066666667,0.0,0.0,6,1,1,6,3,2,False,False
0,0.0,3,482.3333333,44,2453.75,0.0,0.001111111,48.868,0.0,6,1,1,8,2,2,True,True
8,259.8333333,0,0.0,26,535.4666667,0.0,0.011494253,0.0,0.0,6,2,2,4,4,2,False,False
1,15.0,0,0.0,11,224.0,0.016666667,0.022222222,47.65566667,0.0,6,2,5,1,4,2,False,True
0,0.0,0,0.0,36,319.5,0.047777778,0.088888889,0.0,0.0,6,2,2,3,1,2,False,False
0,0.0,0,0.0,79,1562.866667,0.017721519,0.02124774,0.0,0.8,6,3,2,1,13,2,False,False
1,69.0,1,4.0,17,319.0,0.0,0.010526316,0.0,0.0,6,2,2,9,2,2,True,False
0,0.0,0,0.0,41,963.0,0.0,0.015811966,0.0,0.0,6,2,2,6,1,2,False,False
8,149.5,0,0.0,55,2598.991667,0.003278689,0.008196721,48.72995628,0.0,6,2,4,8,2,2,True,False
0,0.0,0,0.0,2,53.0,0.0,0.1,0.0,0.0,6,4,2,4,13,2,False,False
3,91.5,0,0.0,36,1266.5,0.038888889,0.052777778,0.0,0.4,6,2,2,1,2,2,False,False
0,0.0,1,0.0,50,1115.459524,0.007843137,0.015686275,0.0,0.0,6,3,2,6,4,2,True,False
0,0.0,0,0.0,26,364.6666667,0.065384615,0.086538462,0.0,0.8,6,2,2,3,13,2,False,False
5,142.5,1,56.0,29,1073.5,0.0,0.016129032,0.0,0.0,6,1,1,5,4,2,False,False
2,738.0,0,0.0,26,1840.666667,0.008,0.042,0.0,0.0,6,2,2,7,13,2,False,False
4,132.0,0,0.0,85,2299.391667,0.003065134,0.013546798,0.0,0.0,6,2,2,2,3,2,False,False
2,9.166666667,2,24.0,80,5426.022078,0.01287478,0.033915963,0.0,0.0,6,2,2,6,13,2,False,False
0,0.0,0,0.0,19,337.1666667,0.0,0.003508772,0.0,1.0,6,1,1,9,3,2,True,False
0,0.0,0,0.0,50,1232.02684,0.0,0.001666667,173.4697917,0.0,6,2,2,9,2,0,False,True
0,0.0,0,0.0,4,39.0,0.0,0.05,0.0,0.0,6,2,2,8,3,2,False,False
5,210.7777778,3,215.0,33,1887.694444,0.008571429,0.032380952,11.69485714,0.0,6,3,2,3,13,2,False,True
3,102.0,0,0.0,18,1107.466667,0.022222222,0.029444444,0.0,0.2,6,1,1,6,3,2,False,False
0,0.0,1,3.0,29,1005.946429,0.006666667,0.013333333,0.0,0.8,6,2,2,5,5,2,False,False
1,6.0,0,0.0,29,354.8333333,0.0,0.010344828,0.0,0.0,6,1,1,1,1,2,True,False
1,6.0,0,0.0,53,2241.5,0.003846154,0.026923077,0.0,0.4,6,2,4,9,20,2,False,False
7,128.1666667,1,41.0,89,2213.819048,0.013541667,0.034151181,0.936979167,0.4,6,3,2,1,6,2,False,False
0,0.0,0,0.0,34,606.7857143,0.017647059,0.040441176,0.0,0.4,6,1,1,1,3,2,False,False
11,494.1666667,4,151.0,180,4773.335638,0.000537634,0.008600444,0.0,0.0,6,2,2,3,3,2,False,False
2,10.0,5,53.0,37,1578.0,0.0,0.0125,0.0,0.8,6,2,2,7,4,2,False,False
0,0.0,0,0.0,4,118.0,0.0,0.025,0.0,0.0,6,1,1,8,3,2,False,False
0,0.0,0,0.0,9,237.3333333,0.0,0.031666667,0.0,0.0,6,1,1,1,3,2,False,False
0,0.0,0,0.0,27,190.25,0.016,0.04,0.0,0.2,6,2,2,3,3,2,False,False
4,203.5,0,0.0,8,296.55,0.0,0.02,0.0,0.0,6,1,1,8,2,2,False,False
11,334.75,0,0.0,20,598.7785714,0.0,0.007692308,26.59353846,0.2,6,2,10,1,5,0,False,True
4,144.5,0,0.0,19,885.125,0.021052632,0.050877193,0.0,0.6,6,3,2,6,13,2,False,False
0,0.0,0,0.0,6,99.0,0.066666667,0.083333333,0.0,0.2,6,2,2,2,2,2,False,False
5,321.6666667,7,460.0,46,1900.896078,0.017156863,0.031932773,0.0,1.0,6,1,1,3,1,2,True,False
7,84.66666667,2,60.0,110,5343.049577,0.00877193,0.029643028,0.0,0.8,6,1,1,1,2,2,False,False
0,0.0,0,0.0,6,210.2,0.055555556,0.068055556,0.0,0.0,6,3,2,4,20,2,False,False
0,0.0,0,0.0,5,377.0,0.0,0.04,0.0,0.2,6,2,2,6,4,2,False,False
2,44.0,2,53.0,8,667.6666667,0.0,0.018181818,56.62363636,0.0,6,2,2,1,4,2,True,True
0,0.0,0,0.0,8,5.0,0.15,0.175,0.0,0.4,6,2,2,1,11,2,False,False
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.8,6,3,2,2,13,2,False,False
10,196.0,0,0.0,45,939.6333333,0.0125,0.015972222,0.0,0.0,6,1,1,1,3,2,False,False
1,7.0,1,2.0,43,2325.611905,0.00952381,0.01814059,0.0,0.8,6,3,2,1,4,2,False,False
0,0.0,0,0.0,12,99.0,0.176923077,0.192307692,0.0,0.8,6,3,2,1,13,2,False,False
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,6,3,2,1,1,2,True,False
3,32.0,0,0.0,6,209.0,0.0,0.022222222,0.0,0.0,6,2,4,1,2,0,False,False
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,6,3,2,2,19,2,True,False
1,0.0,2,29.0,28,557.4047619,0.013793103,0.034154351,0.0,0.4,6,2,4,3,3,2,False,False
0,0.0,0,0.0,7,34.0,0.114285714,0.142857143,0.0,0.8,6,2,6,6,13,2,False,False
4,109.5,0,0.0,66,1231.2,0.006280193,0.028298931,10.45437681,1.0,6,2,2,1,4,2,True,False
2,38.0,0,0.0,77,1230.312302,0.0,0.003492063,79.0,0.6,6,2,4,4,2,2,False,False
0,0.0,1,2.0,12,1311.0,0.053333333,0.084722222,0.0,0.0,6,3,2,1,15,2,False,False
6,523.3333333,3,37.0,34,581.2261905,0.023809524,0.030213239,0.0,0.0,6,2,2,2,1,2,True,False
2,42.0,0,0.0,16,602.0,0.014705882,0.044117647,0.0,0.0,6,2,2,1,3,2,False,False
0,0.0,0,0.0,22,401.1666667,0.0,0.013636364,0.0,0.0,6,2,2,1,3,2,False,False
8,77.0,0,0.0,36,2670.869444,0.0,0.018461538,13.99676923,0.0,6,2,5,7,2,2,False,False
1,15.0,0,0.0,20,243.4166667,0.0,0.004761905,0.0,0.0,6,2,2,1,3,2,False,False
0,0.0,1,26.0,51,3540.239394,0.001960784,0.023180828,2.172431373,0.8,6,1,1,3,1,2,False,True
1,14.0,0,0.0,64,2555.12381,0.017460317,0.034338624,0.0,0.0,6,2,4,4,2,2,False,False
0,0.0,1,27.0,20,566.5,0.004761905,0.023809524,0.0,0.6,6,3,2,1,3,2,False,False
6,140.3333333,0,0.0,9,88.95,0.0,0.004761905,0.0,0.0,6,3,2,2,3,0,False,False
0,0.0,0,0.0,12,1638.5,0.083333333,0.116666667,0.0,0.8,6,2,2,5,13,2,False,False
9,104.9857143,0,0.0,79,1926.33339,0.01533101,0.020052948,0.0,0.0,6,3,2,3,13,2,False,False
8,732.25,0,0.0,34,1345.755952,0.005128205,0.013341952,12.27419487,0.8,6,3,3,3,2,2,False,False
1,9.0,0,0.0,49,1164.416667,0.048,0.064,0.0,1.0,6,3,2,1,4,2,True,False
10,139.5,0,0.0,85,1740.271008,0.011827957,0.030865335,4.76956682,0.6,6,3,2,1,3,2,False,False
1,42.0,1,47.0,36,1994.5,0.012222222,0.026587302,0.0,0.0,6,2,2,7,4,2,False,False
9,216.75,0,0.0,44,1527.166667,0.012765957,0.032765957,0.0,0.0,6,2,2,8,6,2,True,False
2,115.0,5,151.6666667,21,2080.75,0.011904762,0.045192308,20.37964966,0.0,6,1,1,1,2,2,False,False
3,17.0,0,0.0,18,407.5,0.0,0.02,0.0,0.0,6,2,2,6,5,2,True,False
0,0.0,0,0.0,4,19.6,0.075,0.108333333,0.0,0.0,6,3,2,6,4,2,True,False
8,228.8333333,1,61.0,66,1505.333333,0.0,0.009109731,0.0,0.0,6,2,10,4,2,2,False,False
0,0.0,0,0.0,74,2763.25,0.005405405,0.021288981,27.74177162,0.0,6,2,5,3,6,2,False,False
0,0.0,0,0.0,12,312.0333333,0.0,0.009090909,17.808,0.0,6,2,2,8,6,2,False,True
6,34.4,0,0.0,44,1820.566667,0.029166667,0.055555556,15.184125,0.6,6,2,2,4,6,2,False,False
0,0.0,0,0.0,22,502.0,0.0,0.016666667,0.0,0.4,6,2,2,1,2,2,False,False
0,0.0,0,0.0,21,1148.5,0.0,0.019047619,0.0,0.0,6,2,4,8,4,2,True,False
4,160.5833333,1,136.75,21,1632.733333,0.0,0.004545455,16.53909091,0.0,6,2,2,4,2,0,True,False
0,0.0,0,0.0,2,9.0,0.0,0.1,0.0,0.0,6,2,2,2,3,2,False,False
2,39.5,4,872.0,77,3909.620363,0.002409639,0.022377452,9.849816466,0.0,6,2,4,3,2,2,False,False
1,21.0,0,0.0,13,190.0,0.0,0.015384615,0.0,0.0,6,2,2,1,1,2,True,False
0,0.0,0,0.0,13,193.5,0.085714286,0.097619048,0.0,0.8,6,3,2,3,13,2,False,False
3,106.0,0,0.0,19,386.85,0.0,0.010526316,0.0,0.0,6,3,2,3,6,2,False,False
2,32.0,2,1150.0,58,5072.395938,0.007667474,0.038802798,2.483389831,0.2,6,2,2,3,6,2,False,False
0,0.0,0,0.0,19,224.0,0.0,0.052631579,0.0,0.0,6,2,2,3,19,2,False,False
0,0.0,0,0.0,1,51.0,0.0,0.1,0.0,0.0,6,3,2,3,3,2,False,False
