age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,target
29,1,2,2,0,2,0,0,3,1,189,3,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
31,0,1,6,0,0,0,0,7,2,157,1,999,0,1,-0.1,93.2,-42.0,4.076,5195.8,0
57,6,1,0,0,2,0,0,0,1,659,2,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
45,0,1,5,0,0,0,0,3,0,1106,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
51,1,1,2,1,0,0,0,0,0,541,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
33,9,1,6,0,0,0,0,1,4,123,1,999,0,1,1.4,93.444,-36.1,4.967,5228.1,0
49,1,1,0,1,2,2,1,4,3,131,5,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
33,0,0,3,0,2,0,0,3,1,482,2,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
57,3,0,0,0,2,0,1,6,1,293,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
30,9,1,5,0,2,0,0,1,1,254,4,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
32,9,2,5,0,2,2,0,1,2,84,2,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
35,9,1,5,0,0,0,0,1,1,91,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
39,3,1,0,0,0,0,0,1,2,183,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
59,1,0,0,1,0,2,0,3,1,84,6,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
34,1,2,2,1,0,0,1,6,1,289,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
49,1,1,0,0,0,0,1,6,0,207,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
44,0,1,6,0,2,0,0,8,4,192,3,6,1,2,-3.4,92.431,-26.9,0.735,5017.5,1
35,2,1,3,0,0,0,0,3,4,1084,4,999,0,1,-2.9,92.469,-33.6,0.933,5076.2,1
45,0,1,3,0,2,0,0,7,1,149,1,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
29,2,1,6,0,0,0,1,3,3,208,5,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
29,0,1,3,0,0,0,1,4,1,255,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
52,3,1,6,0,2,0,0,1,2,91,15,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
37,1,2,3,0,0,0,1,4,3,117,3,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
44,9,1,3,0,0,0,1,4,1,360,3,999,0,1,1.4,94.465,-41.8,4.865,5228.1,0
57,4,1,6,0,0,0,0,3,2,164,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
34,9,1,5,0,0,0,0,1,3,193,1,13,1,2,-2.9,92.201,-31.4,0.859,5076.2,1
35,9,1,5,0,0,0,0,7,4,427,3,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
29,1,1,0,0,2,0,0,7,1,127,1,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
46,1,1,0,1,0,2,1,6,1,125,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
37,1,1,1,1,0,0,0,3,4,244,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
34,4,1,6,0,0,0,1,6,2,200,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
46,0,2,6,0,0,0,0,3,0,142,10,999,0,1,1.4,93.918,-42.7,4.957,5228.1,0
28,0,1,3,0,1,1,1,6,1,367,4,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
36,2,1,1,0,2,0,1,6,3,284,2,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
46,0,0,6,0,2,0,1,6,4,276,4,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
49,1,1,2,1,0,0,1,4,4,158,1,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
54,7,0,3,0,0,0,1,4,1,113,3,999,0,1,1.4,94.465,-41.8,4.865,5228.1,0
42,2,1,6,1,0,0,0,7,3,283,2,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
30,9,2,6,0,0,0,0,1,1,107,1,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
49,9,1,5,0,0,0,0,1,4,125,3,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
49,1,0,1,1,0,0,0,3,1,1065,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
55,0,1,3,0,0,0,0,7,0,148,1,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
31,9,2,5,0,0,0,0,1,2,500,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
32,9,1,6,0,2,0,1,6,0,93,5,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
42,2,1,5,0,2,0,1,4,0,291,5,999,0,1,1.4,94.465,-41.8,4.959,5228.1,1
38,0,1,6,0,0,0,0,1,1,65,4,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
53,9,1,7,0,2,0,0,3,2,38,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
43,7,0,5,0,0,0,0,6,0,196,2,999,0,1,-1.8,92.893,-46.2,1.313,5099.1,0
32,8,2,6,0,2,0,1,4,1,295,2,999,0,1,1.4,94.465,-41.8,4.96,5228.1,0
49,9,1,5,0,2,0,0,3,0,190,4,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
43,1,1,2,0,0,0,0,6,3,322,4,999,0,1,-1.8,92.893,-46.2,1.344,5099.1,0
42,9,1,3,0,2,0,0,1,3,188,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
32,0,2,6,0,2,0,0,4,0,58,2,999,0,1,-2.9,92.963,-40.8,1.268,5076.2,0
55,0,1,3,0,0,0,1,6,2,294,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
34,1,1,5,1,0,0,0,6,4,65,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
35,3,1,0,0,2,0,0,3,3,38,1,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
54,9,1,6,0,2,0,0,1,4,78,1,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
38,7,2,3,0,2,0,0,1,2,122,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
38,0,1,6,0,0,0,0,1,3,80,1,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
47,1,1,0,0,2,0,0,6,4,177,1,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
45,1,0,0,1,2,0,0,3,0,328,1,999,0,1,1.4,93.918,-42.7,4.957,5228.1,0
36,1,1,2,0,0,0,1,4,4,244,2,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
35,9,2,6,0,0,0,0,1,2,104,1,999,0,1,1.4,93.444,-36.1,4.962,5228.1,0
34,1,1,1,0,0,2,1,6,1,99,3,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
45,1,1,0,0,2,0,1,6,4,144,1,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
31,1,2,2,1,0,0,1,6,0,312,7,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
48,0,2,6,0,2,0,0,0,0,237,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
51,0,2,6,1,0,0,0,7,0,224,2,999,1,0,-0.1,93.2,-42.0,4.021,5195.8,0
31,9,1,6,0,2,0,0,7,3,39,2,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
52,2,1,2,1,2,0,0,3,1,387,1,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
51,9,0,7,1,2,0,0,3,0,102,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
30,0,2,6,0,0,0,1,6,3,246,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
26,1,2,2,0,2,2,0,6,0,245,9,999,1,0,-1.8,92.893,-46.2,1.25,5099.1,0
33,9,2,6,0,0,0,1,1,0,57,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
38,9,1,5,0,2,2,1,4,2,46,1,999,0,1,1.4,94.465,-41.8,4.958,5228.1,0
34,1,2,0,0,2,2,1,6,3,1093,3,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
45,9,1,6,0,2,2,1,6,3,845,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,1
45,1,0,2,0,2,0,1,6,4,455,3,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
31,0,2,6,0,2,0,0,1,1,239,3,999,0,1,-1.7,94.027,-38.3,0.896,4991.6,1
51,1,1,0,1,2,0,1,4,3,334,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
40,10,0,6,0,0,0,0,3,4,161,5,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
53,9,1,6,0,0,0,0,9,2,156,2,999,0,1,-1.1,94.199,-37.5,0.878,4963.6,1
57,0,1,6,1,2,0,0,1,4,247,3,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
48,9,1,5,0,0,0,0,8,2,491,1,6,3,2,-1.1,94.601,-49.5,0.987,4963.6,1
26,0,1,3,0,0,0,0,3,1,455,4,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
36,7,0,2,0,2,0,0,6,3,255,2,999,0,1,-1.8,92.893,-46.2,1.291,5099.1,0
59,0,0,5,1,2,0,0,1,4,87,2,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
33,0,2,6,0,2,0,1,3,4,40,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
57,1,1,2,1,2,0,0,1,4,145,1,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
32,0,2,6,0,0,0,0,6,0,800,5,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,0
25,1,1,2,0,2,0,1,6,0,214,2,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
71,5,1,0,0,0,0,1,0,1,92,8,999,0,1,-1.8,93.749,-34.6,0.645,5008.7,0
27,1,1,2,0,0,0,1,6,4,392,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
50,1,1,2,0,2,0,1,6,2,697,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,1
38,9,2,3,0,0,0,0,1,4,74,2,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
57,11,1,7,1,2,0,0,1,1,81,1,999,0,1,1.4,93.444,-36.1,4.97,5228.1,0
59,0,1,3,0,2,0,0,3,4,286,2,999,0,1,-2.9,92.469,-33.6,1.029,5076.2,0
44,1,1,1,1,2,0,1,6,3,212,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
31,1,1,2,0,0,0,1,4,2,217,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
30,0,1,6,0,0,0,0,7,1,329,2,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
33,4,2,6,0,0,0,0,0,3,113,3,999,1,0,-1.8,93.749,-34.6,0.644,5008.7,0
57,4,0,6,0,2,0,1,6,1,117,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
47,4,1,6,0,2,2,0,7,2,109,4,999,0,1,-0.1,93.2,-42.0,4.076,5195.8,0
24,8,2,3,0,0,0,0,1,2,136,1,999,2,0,-2.9,92.201,-31.4,0.873,5076.2,0
38,2,1,5,0,0,0,0,6,1,269,5,3,2,2,-1.8,93.876,-40.0,0.682,5008.7,0
37,4,2,6,0,2,0,0,6,3,42,1,999,1,0,-1.8,92.893,-46.2,1.344,5099.1,0
31,1,1,3,0,2,0,0,6,4,207,1,999,1,0,-1.8,92.893,-46.2,1.334,5099.1,0
40,0,1,6,1,2,2,0,7,1,205,2,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
54,0,1,3,0,0,2,0,1,3,150,2,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
44,9,2,5,0,0,0,0,3,2,330,3,999,0,1,1.4,93.918,-42.7,4.958,5228.1,0
31,7,0,3,1,0,0,0,6,2,124,1,999,0,1,-1.8,92.893,-46.2,1.327,5099.1,0
36,1,0,1,0,2,0,0,6,4,197,1,999,1,0,-1.8,92.893,-46.2,1.334,5099.1,0
29,0,2,3,0,2,0,1,7,1,207,1,6,1,2,-1.1,94.767,-50.8,1.05,4963.6,0
46,1,1,3,0,0,2,0,6,3,173,1,999,0,1,-1.8,92.893,-46.2,1.344,5099.1,0
27,6,2,6,0,1,1,0,1,1,130,2,999,1,0,-2.9,92.201,-31.4,0.861,5076.2,0
53,9,1,5,1,0,0,1,3,4,191,3,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
32,6,1,2,0,2,0,0,6,2,374,2,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,0
43,0,0,6,0,2,0,0,7,0,741,4,999,2,0,-1.1,94.767,-50.8,1.04,4963.6,1
36,0,0,3,0,0,0,0,0,0,165,3,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
30,0,2,3,0,2,0,0,6,2,284,7,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,0
33,1,2,2,0,0,0,1,6,4,159,2,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
47,4,1,0,1,2,0,1,6,1,219,1,999,0,1,1.1,93.994,-36.4,4.858,5191.0,0
59,5,1,3,0,1,1,1,1,2,204,2,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
28,9,0,6,0,0,0,0,3,4,265,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
31,0,2,2,0,0,0,0,6,0,406,4,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,1
58,5,0,6,0,2,0,1,6,4,314,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
37,0,1,3,0,2,0,0,3,2,230,2,999,0,1,-1.7,94.215,-40.3,0.81,4991.6,0
38,6,1,2,0,0,0,0,6,4,1130,2,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,1
74,5,1,0,1,2,0,0,1,1,467,2,6,1,2,-2.9,92.201,-31.4,0.843,5076.2,1
39,4,1,6,0,2,0,0,6,2,55,1,999,0,1,-1.8,92.893,-46.2,1.327,5099.1,0
33,4,2,3,0,0,0,1,4,2,15,1,999,0,1,-1.7,94.055,-39.8,0.742,4991.6,0
44,0,1,6,0,2,0,0,7,0,235,2,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
58,1,1,0,1,2,0,1,6,2,101,1,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
44,6,2,5,0,0,0,0,6,1,230,6,12,1,2,-1.8,92.893,-46.2,1.354,5099.1,0
36,0,2,6,0,2,0,0,3,2,148,6,999,0,1,1.4,93.918,-42.7,4.968,5228.1,0
39,4,1,7,0,2,2,0,7,2,758,1,999,0,1,-0.1,93.2,-42.0,4.076,5195.8,1
38,2,1,6,0,2,0,1,3,4,83,4,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
37,4,1,6,0,0,0,0,7,4,140,1,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
36,7,2,2,0,2,0,1,6,0,337,2,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
30,9,1,6,0,1,1,1,4,1,71,1,999,0,1,1.4,94.465,-41.8,4.96,5228.1,0
58,4,1,6,1,2,0,0,3,1,332,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
40,1,1,1,0,2,0,0,3,1,62,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
20,8,2,7,0,0,0,0,0,0,342,2,999,0,1,-1.8,93.749,-34.6,0.663,5008.7,0
32,9,2,5,0,0,0,0,3,2,35,1,999,0,1,1.4,93.918,-42.7,4.968,5228.1,0
41,9,1,7,0,2,2,0,6,1,963,1,3,2,2,-1.8,92.893,-46.2,1.354,5099.1,1
53,6,2,6,0,0,2,0,7,2,61,2,999,1,0,-0.1,93.2,-42.0,4.076,5195.8,0
29,9,2,5,1,0,0,0,7,2,128,2,999,1,0,-0.1,93.2,-42.0,4.076,5195.8,0
29,0,2,6,0,2,2,0,3,2,258,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,0
51,7,1,0,0,2,0,0,3,0,104,1,999,0,1,1.4,93.918,-42.7,4.957,5228.1,0
34,9,1,5,0,2,0,0,6,1,934,1,999,1,0,-1.8,92.893,-46.2,1.299,5099.1,1
60,0,1,3,0,0,0,0,0,2,447,1,2,1,2,-1.8,93.075,-47.1,1.365,5099.1,1
32,0,2,6,0,2,0,0,9,3,157,2,999,0,1,-3.4,92.379,-29.8,0.819,5017.5,0
29,0,2,6,0,2,0,0,6,3,159,8,999,0,1,-1.8,92.893,-46.2,1.344,5099.1,0
29,0,2,2,0,2,0,0,6,4,256,3,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,0
33,9,2,5,0,2,0,0,6,4,201,1,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
45,9,1,5,0,0,0,0,1,0,17,10,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
36,1,1,1,0,2,0,0,6,2,125,5,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,0
28,2,2,3,0,2,0,1,4,1,419,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
48,9,2,7,0,1,1,1,6,1,317,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
51,1,0,2,0,2,0,0,6,4,314,4,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
33,5,1,3,0,2,0,0,6,0,237,2,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,0
32,0,2,6,0,2,2,0,9,3,69,2,999,0,1,-3.4,92.379,-29.8,0.819,5017.5,0
29,9,1,6,0,2,0,0,0,1,192,1,999,1,0,-1.8,93.749,-34.6,0.645,5008.7,1
39,9,2,5,0,2,0,0,7,3,58,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
50,0,0,6,0,0,0,0,1,3,323,4,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
34,11,1,0,0,2,2,0,0,2,91,4,999,0,1,-1.8,93.075,-47.1,1.406,5099.1,0
39,4,1,6,0,0,0,0,7,3,435,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
45,1,0,0,0,0,0,0,3,4,87,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
32,9,1,5,0,2,0,1,6,4,104,1,999,0,1,1.1,93.994,-36.4,4.858,5191.0,0
30,7,2,3,0,0,0,0,6,1,700,3,999,0,1,-1.8,92.893,-46.2,1.244,5099.1,1
38,0,1,3,0,0,0,0,1,4,289,2,999,0,1,-2.9,92.201,-31.4,0.879,5076.2,1
43,1,1,2,0,0,2,0,6,4,179,2,999,0,1,-1.8,92.893,-46.2,1.334,5099.1,0
27,0,2,7,0,0,0,0,5,1,291,1,999,3,0,-1.8,93.369,-34.8,0.639,5008.7,1
49,7,2,3,0,0,2,0,6,4,231,2,999,1,0,-1.8,92.893,-46.2,1.334,5099.1,0
34,0,2,6,0,2,0,0,3,4,337,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
23,8,2,3,1,1,1,0,3,3,125,1,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
50,4,1,7,0,2,0,1,4,2,1005,2,999,0,1,1.4,94.465,-41.8,4.866,5228.1,0
25,0,2,6,0,2,0,0,1,1,163,1,6,1,2,-2.9,92.201,-31.4,0.861,5076.2,1
41,0,1,6,0,0,0,1,4,2,115,2,999,0,1,1.4,94.465,-41.8,4.866,5228.1,0
41,1,1,0,1,2,0,0,0,0,145,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
42,1,2,3,1,2,0,0,3,1,55,5,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
39,9,2,5,0,2,0,0,6,4,115,1,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,0
36,1,2,0,0,2,0,0,6,2,279,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
48,1,1,1,0,0,0,1,4,2,313,2,999,0,1,1.4,94.465,-41.8,4.866,5228.1,0
30,0,1,6,0,2,0,1,6,3,83,3,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
32,1,1,0,0,0,0,0,7,2,96,3,999,1,0,-3.4,92.649,-30.1,0.716,5017.5,0
29,0,2,3,0,2,0,1,6,1,115,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
45,1,1,2,1,2,0,1,6,4,142,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
42,5,1,5,1,2,0,1,4,4,142,17,999,0,1,1.4,94.465,-41.8,4.962,5228.1,0
25,7,0,3,0,2,2,1,6,4,118,1,999,0,1,1.1,93.994,-36.4,4.858,5191.0,0
37,0,0,6,1,2,0,0,6,1,230,1,999,0,1,-1.8,92.893,-46.2,1.244,5099.1,0
38,1,1,2,1,0,0,0,7,4,145,3,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
30,0,1,6,0,2,0,1,6,0,242,3,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
37,0,1,6,0,2,2,0,0,1,245,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
34,9,1,6,0,0,0,0,3,2,76,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
47,3,1,0,1,0,0,0,3,1,78,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
25,6,1,5,0,2,0,1,4,4,394,2,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
29,0,2,6,0,2,0,0,4,4,200,1,6,3,2,-1.7,94.055,-39.8,0.715,4991.6,1
31,0,1,6,0,0,0,1,0,4,118,3,999,0,1,-1.8,93.075,-47.1,1.415,5099.1,1
34,1,1,2,1,2,0,0,0,1,10,3,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
34,7,1,3,1,1,1,1,4,0,82,3,999,0,1,1.4,94.465,-41.8,4.967,5228.1,0
31,7,1,3,0,0,2,0,3,0,1319,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
43,0,1,3,0,0,0,0,3,1,74,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
32,9,1,5,0,2,2,1,6,2,105,2,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
39,9,1,5,0,2,0,0,0,2,67,1,999,0,1,-1.8,93.075,-47.1,1.365,5099.1,0
27,8,2,7,0,2,0,1,0,2,390,1,4,1,2,-1.8,93.749,-34.6,0.635,5008.7,1
29,1,2,2,0,0,2,0,8,4,107,2,999,0,1,-3.4,92.431,-26.9,0.735,5017.5,1
38,4,1,6,0,2,0,0,1,2,328,2,999,0,1,-2.9,92.201,-31.4,0.873,5076.2,0
40,2,1,5,1,0,0,1,4,1,66,6,999,0,1,1.4,94.465,-41.8,4.865,5228.1,0
33,0,1,6,0,0,0,1,6,4,55,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
28,0,1,3,0,0,0,1,6,3,337,6,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
31,10,2,3,0,0,0,0,6,0,10,2,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,0
36,7,2,3,0,2,0,0,3,0,249,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
53,1,1,3,1,2,2,0,0,1,62,4,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
36,1,2,2,0,2,0,1,6,1,239,4,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
29,0,2,6,0,0,0,0,6,4,720,1,6,2,0,-1.8,93.876,-40.0,0.672,5008.7,0
37,0,1,3,0,2,0,0,0,0,439,2,999,1,0,-1.8,93.075,-47.1,1.479,5099.1,0
50,1,1,0,0,0,0,0,6,0,67,1,999,1,0,-1.8,92.893,-46.2,1.25,5099.1,0
31,3,1,1,0,2,2,1,1,2,698,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
45,4,1,6,0,2,2,1,6,2,807,2,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
28,0,2,6,0,0,0,0,1,0,262,1,4,2,2,-2.9,92.201,-31.4,0.881,5076.2,1
33,0,1,3,0,0,0,0,1,3,210,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
31,1,2,3,0,2,0,1,3,4,82,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
36,9,2,5,1,0,0,1,6,0,180,3,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
30,9,2,5,0,0,0,0,3,3,163,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
51,9,1,6,1,2,2,0,3,4,89,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
51,4,1,3,0,2,2,0,1,0,228,4,999,0,1,-2.9,92.201,-31.4,0.849,5076.2,1
45,0,0,6,0,0,0,1,6,4,681,3,999,0,1,1.1,93.994,-36.4,4.858,5191.0,1
50,1,1,5,1,0,0,0,1,3,150,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
58,7,1,0,0,0,0,1,4,0,247,1,999,0,1,1.4,94.465,-41.8,4.967,5228.1,0
34,9,2,5,0,0,0,1,4,2,432,8,999,0,1,1.4,94.465,-41.8,4.866,5228.1,0
45,0,2,6,0,0,0,0,7,0,27,3,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
30,4,1,6,0,1,1,1,6,4,178,1,999,0,1,1.1,93.994,-36.4,4.858,5191.0,0
59,5,0,0,0,0,0,0,6,0,290,2,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,0
38,9,2,5,0,0,0,0,4,2,138,1,999,0,1,-2.9,92.963,-40.8,1.26,5076.2,0
36,5,1,3,0,0,0,1,6,0,192,20,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
29,0,1,5,0,2,0,1,4,4,583,4,999,0,1,1.4,94.465,-41.8,4.959,5228.1,1
58,1,1,2,0,2,0,0,7,3,180,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
60,5,1,6,0,0,0,0,9,2,799,2,999,0,1,-1.1,94.199,-37.5,0.884,4963.6,1
42,9,1,5,0,2,2,0,7,1,126,2,999,1,0,-0.1,93.2,-42.0,4.191,5195.8,0
53,4,1,6,0,0,0,0,1,3,864,3,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
48,7,1,3,0,2,2,0,6,4,154,5,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,0
24,8,2,2,0,2,0,1,6,2,25,8,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,0
28,9,1,2,0,2,0,1,4,2,225,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
36,1,0,2,1,0,0,0,6,4,211,3,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
32,7,2,6,0,2,0,0,8,0,375,2,999,2,0,-1.1,94.601,-49.5,0.972,4963.6,0
26,0,2,6,0,2,0,0,1,1,138,1,999,0,1,-2.9,92.201,-31.4,0.861,5076.2,0
52,1,1,2,1,2,0,0,6,1,201,2,999,0,1,-1.8,92.893,-46.2,1.244,5099.1,0
40,2,1,6,0,0,0,0,3,1,550,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
39,3,2,6,1,0,0,1,3,3,39,9,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
46,4,1,7,0,2,0,0,7,4,248,1,999,1,0,-0.1,93.2,-42.0,4.12,5195.8,0
41,9,0,0,0,0,0,1,4,0,639,2,999,0,1,1.4,94.465,-41.8,4.967,5228.1,0
29,9,1,6,0,2,2,0,3,2,201,1,999,0,1,1.4,93.918,-42.7,4.968,5228.1,0
49,4,1,2,0,1,1,0,7,3,336,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
58,7,1,3,0,2,0,1,4,0,32,1,999,0,1,1.4,94.465,-41.8,4.947,5228.1,0
