Age,Workclass,fnlwgt,Education,Education_Num,Martial_Status,Occupation,Relationship,Race,Sex,Capital_Gain,Capital_Loss,Hours_per_week,Country,target
64,2,86972,15,10,0,3,4,4,0,0,0,40,38,0
39,2,301867,9,13,0,0,1,1,0,0,0,24,29,0
72,2,38360,11,9,6,7,4,4,0,0,0,16,38,0
34,2,209691,8,11,2,9,0,4,1,4386,0,50,38,1
30,2,175931,11,9,2,2,0,4,1,0,0,40,38,0
19,5,536725,15,10,4,0,2,4,0,0,0,15,23,0
23,2,181820,15,10,4,5,3,4,1,0,0,20,38,0
24,2,424034,11,9,4,3,4,4,1,0,0,40,38,0
32,5,77723,9,13,0,3,1,1,0,0,0,40,38,0
30,5,361497,9,13,2,10,0,4,1,0,0,72,38,1
36,2,166988,9,13,2,9,5,4,0,0,0,40,38,1
42,2,196797,11,9,4,13,4,2,0,0,0,38,38,0
33,2,238002,6,5,2,13,2,4,1,0,0,40,25,0
33,2,96635,15,10,4,11,1,1,1,0,0,26,34,0
28,3,219705,9,13,2,3,0,4,1,5013,0,55,38,0
24,2,60783,15,10,2,13,0,4,1,0,0,70,38,1
34,5,204461,12,14,2,9,0,4,1,0,0,50,38,1
23,4,236804,15,10,4,4,3,4,1,0,0,35,38,0
28,0,381789,9,13,4,9,1,4,1,0,0,50,38,0
50,2,234037,11,9,2,6,0,4,1,0,0,58,38,0
38,2,108140,9,13,4,3,1,4,1,2202,0,45,38,0
35,3,187046,12,14,2,0,0,4,1,0,0,50,38,0
26,2,118736,9,13,4,9,1,4,0,0,0,20,38,0
22,5,264102,15,10,4,7,2,2,1,0,0,39,13,0
48,2,238360,9,13,5,0,4,1,0,0,0,40,29,0
62,3,24050,11,9,6,11,1,4,0,0,0,15,38,0
48,2,36228,11,9,0,13,1,4,1,0,0,44,38,0
41,2,111483,11,9,4,0,3,4,1,0,0,40,38,0
76,2,116202,11,9,6,7,4,4,0,0,0,33,38,0
39,2,174242,9,13,2,3,0,4,1,15024,0,60,38,1
32,2,271276,11,9,2,13,0,4,1,0,0,80,38,1
48,2,102597,15,10,5,0,4,4,0,0,0,44,38,0
55,2,125000,11,9,2,6,0,4,1,0,0,40,38,1
39,2,206520,11,9,4,0,1,4,1,0,0,45,38,0
52,2,110748,12,14,2,9,0,4,1,0,0,50,38,1
33,2,228696,3,2,2,2,1,4,1,0,2603,32,25,0
52,2,127749,11,9,2,13,0,4,1,0,0,50,38,0
47,0,168109,11,9,2,0,0,4,1,0,0,70,38,0
39,2,56648,11,9,5,11,1,4,0,0,0,47,38,0
34,2,176711,11,9,4,0,3,4,1,0,0,40,38,0
60,2,83850,11,9,2,11,0,4,1,0,0,40,38,0
37,3,39089,15,10,2,3,0,4,1,3103,0,50,38,1
27,1,134813,12,14,4,9,3,4,1,0,0,52,38,0
64,2,21174,11,9,2,3,0,4,1,0,0,40,38,1
32,0,145983,15,10,2,12,5,4,0,0,0,40,38,0
51,2,189762,15,10,2,3,5,4,0,0,0,15,38,1
23,2,277328,15,10,4,5,3,4,1,0,0,32,4,0
45,2,368561,11,9,2,3,0,4,1,0,0,55,38,1
33,2,111363,9,13,2,3,0,4,1,0,0,40,38,1
52,2,208302,11,9,0,7,2,4,1,0,0,30,38,0
23,2,150463,11,9,4,8,4,3,0,0,0,40,12,0
57,2,133902,11,9,6,3,4,4,0,0,0,45,38,0
37,2,140673,15,10,2,11,5,4,0,0,0,40,38,1
30,1,154950,9,13,2,10,0,4,1,0,0,72,38,1
60,4,88570,8,11,2,13,5,4,0,0,0,15,10,1
33,2,91666,2,8,0,3,1,4,1,0,0,40,38,0
24,2,258298,8,11,4,12,1,4,1,0,0,45,38,0
24,2,306779,8,11,4,3,3,4,1,0,0,35,38,0
51,5,105943,11,9,2,0,5,4,0,3908,0,40,38,0
19,2,301606,15,10,4,7,3,2,1,0,0,35,38,0
38,2,229015,9,13,2,3,0,4,1,0,0,50,38,1
26,2,189590,9,13,4,3,1,4,1,0,0,40,38,0
47,2,343579,3,2,3,4,1,4,1,0,0,12,25,0
26,2,109186,15,10,2,11,0,4,1,0,0,50,10,0
44,2,136986,15,10,2,2,0,4,1,0,0,60,38,1
61,2,202202,11,9,4,0,1,4,0,0,0,40,38,0
51,2,177705,9,13,0,11,1,4,1,0,0,50,38,1
56,1,267763,11,9,2,7,0,4,1,0,0,40,38,0
38,2,159179,15,10,2,3,0,4,1,0,1902,50,38,1
34,4,319165,10,16,2,9,0,4,1,0,0,50,38,1
42,5,102343,14,15,2,9,0,1,1,0,0,72,18,1
31,2,236599,9,13,2,3,0,4,1,0,0,45,38,1
44,3,69333,9,13,2,2,0,4,1,0,0,50,38,1
47,2,223342,11,9,6,0,1,4,0,2174,0,40,8,0
42,2,376072,11,9,2,13,0,4,1,0,0,30,38,0
30,1,159773,9,13,2,10,0,4,1,0,0,45,38,1
28,2,138692,9,13,2,3,0,4,1,0,0,40,38,1
41,2,191451,12,14,0,3,4,2,0,0,0,60,38,1
22,2,222490,15,10,4,11,3,4,0,0,0,30,38,0
56,2,107165,11,9,2,5,0,4,1,0,0,18,38,0
23,2,455361,11,9,4,7,1,4,1,0,0,40,12,0
36,2,112271,11,9,2,13,0,4,1,0,0,40,38,0
44,2,111275,11,9,4,7,4,2,0,0,0,38,38,0
26,2,184872,9,13,2,3,5,4,0,0,0,55,38,1
51,2,348099,11,9,4,6,1,4,0,0,1590,40,38,0
35,2,220595,11,9,2,2,0,4,1,0,0,40,38,0
57,1,132717,9,13,2,3,0,4,1,0,0,45,38,0
21,2,226145,15,10,4,5,3,4,1,0,0,30,38,0
41,2,113324,11,9,2,5,0,4,1,0,0,40,38,0
71,2,269708,9,13,0,12,3,4,0,2329,0,16,38,0
48,5,120131,11,9,0,2,3,4,1,8614,0,40,38,1
36,2,66173,7,12,2,11,5,4,0,0,0,15,38,0
24,2,172496,12,14,4,12,1,4,1,0,0,50,38,0
37,4,107737,11,9,2,2,0,4,1,0,0,45,38,0
41,1,160785,11,9,2,2,0,4,1,0,0,40,38,0
29,4,404998,8,11,2,4,0,4,1,0,0,90,38,0
23,2,289982,11,9,4,11,1,4,0,0,0,40,38,0
22,5,48121,15,10,2,7,0,4,1,0,0,25,38,0
22,2,36011,8,11,4,9,1,4,1,0,0,30,38,0
36,2,126946,15,10,5,2,1,4,1,0,0,40,38,0
36,5,37931,11,9,2,10,0,4,1,0,0,48,38,1
56,4,258752,9,13,2,3,0,4,1,0,0,60,38,0
49,2,167523,9,13,0,10,1,4,1,0,0,40,38,0
25,2,34541,8,11,4,9,1,4,0,0,0,36,1,0
31,2,226696,11,9,4,2,1,4,1,0,0,50,38,1
42,2,37869,15,10,2,2,0,4,1,0,0,40,38,0
39,2,22494,9,13,4,3,1,4,0,0,0,40,38,0
24,2,142528,15,10,4,11,3,4,1,0,0,20,38,0
29,2,95423,11,9,1,13,0,4,1,0,0,80,38,0
18,2,57108,1,7,4,11,3,4,1,0,0,16,38,0
31,2,574005,9,13,2,2,0,4,1,0,0,44,38,1
52,2,189728,11,9,5,8,1,4,0,0,0,50,38,0
22,2,361487,11,9,4,2,1,4,1,0,0,40,38,0
17,2,57723,1,7,4,11,3,4,1,0,0,30,38,0
40,1,306495,9,13,2,9,0,4,1,0,0,35,38,0
31,2,164243,15,10,2,2,0,4,1,0,1579,40,38,0
45,2,51744,9,13,4,3,1,4,0,0,0,42,38,0
45,2,189792,12,14,2,11,0,4,1,0,0,40,38,1
40,2,153799,3,2,3,6,4,4,0,0,0,40,5,0
48,2,313925,7,12,2,9,5,4,0,0,0,30,38,1
43,5,206139,9,13,2,0,0,4,1,0,0,50,38,1
23,2,118693,8,11,4,12,1,4,1,0,0,40,38,0
41,2,136419,7,12,2,12,0,4,1,0,0,75,38,1
33,2,67006,0,6,4,6,1,4,0,0,0,45,38,0
27,2,139903,11,9,4,11,4,2,0,0,0,30,38,0
42,2,195821,11,9,5,11,4,4,0,0,0,40,38,0
31,1,331126,9,13,4,10,3,2,1,0,0,48,38,0
28,2,130856,9,13,2,9,0,4,1,0,0,40,38,1
35,1,190226,11,9,4,10,3,4,1,0,0,40,38,0
73,2,333676,11,9,2,4,0,4,1,0,0,50,38,0
72,1,144515,10,16,2,3,0,4,1,0,1258,40,38,0
53,2,89400,15,10,6,3,4,4,0,0,0,40,38,0
24,0,130534,9,13,4,3,1,4,1,0,0,40,38,0
30,1,183000,12,14,2,9,0,4,1,0,0,45,38,0
27,2,189777,11,9,2,2,0,4,1,0,0,40,38,0
38,2,312771,8,11,2,11,0,4,1,0,0,40,38,1
40,2,34987,9,13,4,11,1,4,1,0,0,53,38,0
44,2,192225,9,13,2,3,0,4,1,0,0,40,38,1
51,2,93193,11,9,0,9,1,4,0,0,0,40,38,0
27,2,158647,15,10,4,0,1,4,0,0,0,40,38,0
59,4,174056,9,13,2,11,0,4,1,15024,0,40,38,1
28,2,119287,9,13,2,3,5,4,0,15024,0,28,38,1
26,2,192022,9,13,4,7,2,4,0,0,0,40,38,0
28,2,271936,15,10,4,3,1,4,0,0,0,35,38,0
24,2,149457,15,10,4,0,4,4,0,0,0,40,38,0
28,2,31778,9,13,4,5,3,4,1,0,0,40,38,0
57,2,157974,11,9,4,7,1,2,1,0,0,48,38,0
64,2,169482,15,10,3,3,4,4,0,0,0,40,38,0
22,2,58916,15,10,4,0,1,4,0,0,0,30,38,0
31,2,66278,15,10,2,9,5,4,0,3908,0,40,38,0
54,2,186117,9,13,2,2,0,4,1,0,0,45,38,1
21,2,27162,15,10,4,7,3,4,0,0,0,16,38,0
21,2,43535,15,10,4,11,1,4,0,0,0,40,38,0
48,2,167009,15,10,0,0,1,4,0,0,0,48,38,0
29,2,201022,9,13,2,3,5,4,0,0,0,50,38,1
50,2,158284,15,10,2,6,0,4,1,0,0,40,38,0
57,4,103948,14,15,2,9,0,4,1,0,0,30,38,1
49,4,232664,9,13,4,3,3,4,0,0,0,40,38,0
20,2,286166,11,9,4,11,1,4,1,0,0,48,38,0
44,5,296326,9,13,4,0,1,4,1,0,0,40,38,0
32,2,102986,4,3,2,6,5,1,0,0,0,40,24,1
33,5,150657,9,13,4,9,2,2,0,0,0,40,38,0
25,2,499233,11,9,0,0,1,4,1,0,0,40,38,0
23,2,434894,11,9,2,5,0,2,1,0,0,40,38,0
31,2,330715,11,9,5,7,1,4,1,0,0,40,38,0
21,2,202373,15,10,4,11,3,2,1,0,0,25,38,0
23,2,380544,15,10,2,0,0,4,1,0,0,40,38,1
35,0,84848,15,10,4,5,4,4,0,0,0,40,38,0
37,1,593246,9,13,2,9,5,4,0,0,0,50,38,1
39,2,324231,11,9,6,6,4,2,0,0,0,40,38,0
29,2,163167,11,9,0,11,3,4,1,0,0,40,38,0
31,2,157640,11,9,2,9,0,4,1,0,0,55,38,1
35,2,123606,15,10,2,5,0,4,1,0,0,40,38,0
19,2,316868,15,10,4,7,3,4,1,0,0,30,25,0
44,2,44006,8,11,0,13,1,4,1,0,0,40,38,0
46,2,35969,9,13,2,3,0,4,1,0,0,51,38,0
31,2,400535,15,10,2,0,0,4,1,0,0,40,38,0
43,4,35236,15,10,2,4,0,4,1,0,0,84,38,0
50,0,183611,15,10,4,0,1,4,1,0,0,40,38,0
32,1,235109,9,13,2,0,5,4,0,0,0,40,38,0
23,2,147548,11,9,0,7,4,4,0,0,0,30,38,0
39,2,128392,11,9,2,6,0,4,1,0,1887,40,38,1
51,2,182314,12,14,2,12,0,4,1,0,0,40,38,1
20,2,209955,15,10,4,7,3,4,1,0,0,25,38,0
24,2,353010,9,13,4,6,1,4,1,0,0,65,38,0
30,4,148959,15,10,0,2,1,4,1,0,0,35,38,0
19,2,351802,11,9,4,6,3,4,1,0,0,35,38,0
47,2,251508,11,9,0,12,1,4,0,0,0,36,38,0
27,2,122038,11,9,2,2,0,4,1,0,0,48,38,0
27,2,321896,11,9,4,7,1,4,1,0,0,40,38,0
31,5,75755,10,16,2,3,0,4,1,7298,0,55,38,1
19,2,100999,15,10,4,7,3,4,0,0,0,20,38,0
25,2,178326,15,10,4,11,1,4,0,0,0,40,38,0
24,2,82777,11,9,5,6,1,4,1,0,0,40,38,0
62,2,247483,15,10,2,11,0,4,1,0,0,40,38,1
41,2,42563,9,13,2,12,5,4,0,0,0,25,38,1
54,2,167770,11,9,2,3,0,4,1,0,1902,55,38,1
25,2,189219,9,13,4,11,3,4,0,0,0,40,38,0
32,2,157747,15,10,2,12,0,4,1,0,0,45,38,0
18,1,152171,1,7,4,10,3,4,1,0,0,10,38,0
34,2,204461,9,13,2,9,0,4,1,0,0,55,38,1
37,2,37238,9,13,4,3,1,4,1,0,0,45,38,0
59,1,161944,9,13,4,0,1,4,1,0,0,38,38,0
46,1,324561,12,14,2,9,5,4,0,0,0,45,38,1
33,4,34102,11,9,4,7,1,4,0,0,0,35,38,0
28,2,25955,8,11,0,2,1,0,1,0,0,40,38,0
22,2,109482,15,10,4,9,3,4,1,0,0,98,38,0
34,2,101345,9,13,2,11,5,4,0,0,0,40,38,1
47,2,185399,11,9,2,7,5,4,0,0,0,38,38,0
58,5,110517,10,16,2,9,0,1,1,4064,0,40,18,0
32,2,50178,15,10,4,11,3,4,1,0,0,35,38,0
51,2,251487,5,4,6,6,1,0,0,0,0,40,38,0
30,1,169020,9,13,2,9,0,4,1,0,0,40,38,0
35,2,180647,15,10,4,9,1,2,0,0,0,40,38,0
54,2,103024,11,9,0,12,1,4,1,0,0,42,38,1
27,2,247978,11,9,4,7,3,2,0,0,0,40,38,0
47,2,151087,11,9,5,9,2,3,0,0,0,40,32,0
18,2,141918,11,9,4,5,3,4,1,0,0,22,38,0
50,2,102615,11,9,2,3,0,4,1,0,1902,40,38,1
41,2,194636,8,11,2,6,0,4,1,0,0,40,38,0
27,2,106316,14,15,0,9,1,4,0,0,0,12,38,0
33,2,79923,15,10,2,11,0,4,1,0,0,20,38,0
63,2,108097,15,10,2,2,0,4,1,10566,0,45,38,0
44,2,267790,6,5,4,7,4,2,0,0,0,40,38,0
40,2,271393,7,12,0,3,1,4,0,0,0,40,38,0
55,0,169133,9,13,0,9,4,4,1,0,0,40,38,0
72,1,259762,11,9,2,3,0,4,1,2290,0,10,38,0
77,2,253642,5,4,2,6,0,3,1,0,0,30,38,0
17,2,234780,11,9,4,4,3,2,1,0,0,40,38,0
59,2,176011,15,10,5,0,4,4,1,0,0,40,38,0
58,5,400285,11,9,2,0,0,2,1,0,0,40,38,1
52,2,259363,11,9,2,2,0,4,1,0,0,50,38,1
33,2,598802,15,10,0,0,4,2,0,0,0,40,38,0
43,2,269015,11,9,2,6,0,2,1,0,0,40,10,1
27,1,124680,12,14,4,9,1,4,0,0,0,40,38,0
34,4,56460,11,9,2,4,5,4,0,0,2179,12,38,0
39,2,111268,9,13,4,0,3,4,0,0,0,40,38,0
39,2,746786,9,13,2,9,0,4,1,0,0,55,38,1
54,2,257765,5,4,0,6,1,4,1,0,0,40,12,0
36,5,89508,14,15,4,9,1,4,1,0,0,40,38,0
32,2,173730,9,13,2,3,0,4,1,7688,0,40,38,1
52,2,126978,11,9,2,6,5,1,0,0,0,40,2,0
33,2,34848,15,10,2,7,0,4,1,0,0,40,38,0
70,2,220589,15,10,6,3,1,4,0,0,0,12,38,0
55,2,193130,11,9,2,5,0,4,1,0,1887,40,38,1
45,2,112362,0,6,2,11,0,4,1,0,0,40,38,0
44,1,33068,2,8,2,2,0,4,1,0,0,55,38,0
17,2,217342,0,6,4,11,3,4,0,0,0,5,38,0
54,2,175912,0,6,2,13,0,4,1,0,0,40,38,0
51,2,141645,15,10,5,3,1,2,0,0,0,40,38,0
41,2,277192,4,3,2,4,5,4,0,0,0,40,25,0
36,2,247936,11,9,2,7,5,1,0,0,0,2,35,0
54,3,119570,7,12,2,11,0,4,1,0,0,50,38,1
47,4,26145,8,11,2,11,0,4,1,0,0,40,38,1
40,2,236021,15,10,4,3,1,4,1,0,0,50,38,0
22,2,267174,11,9,4,5,3,2,1,0,0,40,38,0
36,4,35945,5,4,2,6,0,4,1,7298,0,45,38,1
56,1,238582,15,10,2,2,0,4,1,0,0,41,38,1
30,2,19847,15,10,0,12,3,4,0,0,0,40,38,0
46,2,154405,0,6,2,5,0,2,1,0,0,45,38,0
38,2,181716,2,8,2,2,0,4,1,0,0,48,38,0
38,2,112497,11,9,4,9,1,4,1,0,0,40,38,1
50,2,279129,9,13,0,3,1,4,1,0,0,55,38,1
29,2,351731,15,10,2,9,0,4,1,0,0,40,38,0
34,2,187251,11,9,0,9,4,4,0,0,0,25,38,0
37,1,264503,11,9,2,10,0,4,1,0,0,40,38,0
31,4,144949,9,13,0,2,1,4,1,0,0,60,38,0
31,4,156890,5,4,2,2,0,4,1,0,0,40,38,0
29,4,184710,11,9,2,2,0,4,1,0,0,40,38,0
38,2,103925,11,9,2,0,5,4,0,0,0,40,38,1
34,4,123429,11,9,2,11,0,4,1,0,0,60,38,0
19,2,275889,1,7,4,5,3,4,1,0,0,40,25,0
37,5,108293,7,12,0,9,4,4,0,0,0,38,38,0
56,1,435836,12,14,0,9,1,4,0,0,0,40,38,0
29,2,114870,15,10,0,2,3,4,1,0,0,40,38,0
32,5,111567,11,9,2,2,0,4,1,0,0,49,38,1
31,2,266126,11,9,4,7,1,4,0,0,0,30,38,0
39,4,251323,6,5,2,4,2,4,1,0,0,40,4,0
34,4,349148,15,10,2,2,0,4,1,0,0,40,38,0
34,2,162814,11,9,0,10,1,2,1,0,0,45,38,0
38,2,81965,8,11,4,12,1,4,0,0,0,40,38,0
81,2,100675,3,2,2,9,0,4,1,0,0,15,30,0
40,2,175935,9,13,0,11,1,4,1,14084,0,40,38,1
36,2,350783,11,9,4,9,1,4,0,0,0,38,38,0
32,0,82393,9,13,2,9,0,1,1,0,0,56,38,1
28,2,268726,11,9,2,2,0,4,1,0,0,46,38,0
46,2,192793,15,10,0,3,1,4,1,0,0,40,38,0
58,2,322691,9,13,2,6,0,4,1,0,0,40,38,1
45,1,191776,12,14,0,9,1,4,0,0,0,40,38,0
36,1,135786,6,5,2,2,0,4,1,0,0,25,38,0
20,2,49179,15,10,4,9,1,4,1,0,0,35,38,0
46,1,121124,9,13,2,10,0,4,1,15024,0,40,38,1
45,2,87583,11,9,2,9,5,4,0,0,0,14,38,0
43,2,102114,15,10,4,0,4,2,0,0,0,40,38,0
59,2,140569,15,10,5,11,1,4,1,14084,0,60,38,1
23,2,202344,9,13,4,9,3,4,0,0,0,40,38,0
34,2,211948,11,9,0,11,1,4,0,0,1590,40,38,0
50,2,144968,11,9,4,12,3,4,1,0,0,15,38,0
38,2,156550,11,9,2,2,0,4,1,0,0,60,38,0
48,1,273402,5,4,2,13,0,4,1,0,1902,40,38,0
69,2,177374,11,9,6,0,4,4,0,1848,0,12,38,0
64,2,203783,11,9,6,0,4,4,0,0,0,8,38,0
26,2,417941,9,13,4,3,1,4,0,0,0,40,38,0
38,1,194630,9,13,4,10,1,4,0,4787,0,43,38,1
24,2,112706,8,11,4,12,3,4,1,0,0,40,38,0
36,2,160035,15,10,2,3,0,4,1,0,0,55,38,1
43,2,227065,12,14,2,3,0,4,1,0,0,43,38,1
41,2,111891,11,9,5,6,2,2,0,0,0,40,38,0
49,2,31807,15,10,4,3,4,4,0,0,0,40,38,0
17,2,47425,1,7,4,7,3,4,0,0,0,15,38,0
33,4,134886,9,13,2,9,5,4,0,0,0,50,38,1
37,0,470663,15,10,4,2,1,4,1,0,0,40,38,0
50,1,24139,12,14,0,9,4,4,0,0,0,65,38,0
47,2,122026,8,11,0,11,1,4,1,0,0,50,38,0
64,2,137205,8,11,2,2,0,4,1,0,0,48,38,0
54,2,816750,11,9,2,2,0,4,1,0,2051,40,38,0
36,2,358373,11,9,5,6,1,2,0,0,0,36,38,0
32,2,27207,0,6,4,2,1,4,1,0,0,50,38,0
55,0,145401,9,13,2,3,0,4,1,0,0,40,38,1
27,2,104917,8,11,2,2,0,4,1,0,0,40,38,0
35,2,115803,1,7,0,13,1,4,1,0,0,40,38,0
51,2,203435,11,9,4,5,3,4,0,0,0,40,38,0
40,4,175943,8,11,2,9,5,4,0,0,1977,15,38,1
70,2,105376,15,10,4,12,2,4,1,0,0,40,38,0
79,1,146244,10,16,6,9,4,4,0,0,0,40,38,0
33,0,122220,15,10,2,3,5,2,0,0,0,40,38,1
26,2,289980,4,3,2,4,0,4,1,0,0,30,25,0
42,4,436107,7,12,2,13,0,4,1,0,0,50,38,0
29,2,349116,11,9,5,11,4,4,0,0,0,25,38,0
26,2,34112,8,11,4,7,1,4,1,0,0,40,38,0
30,2,172304,8,11,2,3,0,4,1,0,0,55,38,0
51,2,210736,11,9,3,2,1,4,1,0,0,40,38,0
42,2,143046,11,9,4,7,3,4,0,0,0,40,38,0
27,2,147638,9,13,4,0,2,1,0,0,0,40,16,0
42,2,110028,11,9,2,2,0,4,1,0,0,40,38,0
48,2,248059,9,13,2,3,0,4,1,5013,0,45,38,0
33,2,176711,11,9,4,0,1,4,1,0,0,40,38,0
65,2,258561,9,13,2,7,0,4,1,0,0,20,38,0
45,2,201127,11,9,2,6,0,4,1,0,0,40,38,0
38,2,101192,15,10,4,7,1,4,1,0,0,40,38,0
55,4,145574,11,9,0,3,1,4,1,34095,0,60,38,0
43,2,117158,15,10,2,2,0,4,1,0,0,45,38,1
21,2,202214,11,9,4,6,1,4,0,0,0,40,38,0
41,2,277488,5,4,2,4,0,4,1,0,0,36,38,0
27,1,123773,7,12,4,0,4,2,0,0,0,40,38,0
44,2,194924,11,9,2,11,0,4,1,0,0,35,38,1
23,2,129345,15,10,4,7,1,4,1,0,0,25,38,0
24,2,100321,9,13,2,9,0,4,1,0,0,45,38,0
54,4,205066,0,6,2,2,0,4,1,0,0,36,38,0
24,2,184839,15,10,4,6,1,4,1,0,0,40,38,0
40,1,147372,15,10,4,10,1,4,1,0,2444,40,38,1
35,2,335777,15,10,0,3,1,4,1,0,0,40,25,0
37,2,178100,12,14,4,3,1,4,0,0,0,40,38,1
27,5,230922,12,14,4,3,1,4,1,0,0,40,33,0
31,2,187901,15,10,4,11,1,4,0,0,1504,40,38,0
19,2,163015,15,10,4,11,3,4,0,0,0,20,38,0
29,2,89813,11,9,2,6,5,4,0,0,0,40,33,0
43,2,243380,15,10,2,0,0,4,1,0,0,40,38,0
41,2,204235,8,11,2,11,0,4,1,0,0,40,38,1
55,2,92215,11,9,0,0,1,4,0,0,0,40,38,0
32,4,56328,9,13,2,9,5,4,0,0,0,8,38,1
53,1,164300,9,13,0,0,4,4,0,0,0,38,5,0
33,0,88913,15,10,4,0,3,1,0,0,0,40,38,0
39,2,192614,11,9,2,13,0,4,1,0,0,56,38,0
21,2,238917,4,3,2,7,0,4,1,0,0,40,25,0
24,2,454941,11,9,2,2,0,4,1,0,0,40,38,0
38,4,58972,11,9,2,3,0,4,1,0,0,50,38,0
46,4,80914,12,14,0,3,1,4,1,0,0,30,38,0
21,2,50411,11,9,4,4,1,4,1,0,0,40,38,0
48,2,268234,11,9,0,2,1,4,1,0,0,50,38,0
21,5,24008,15,10,4,2,3,4,1,0,0,35,38,0
49,2,30219,11,9,0,2,1,4,1,0,1669,40,38,0
38,2,51838,11,9,2,9,5,4,0,0,0,40,38,0
30,2,285295,9,13,2,7,5,1,0,0,0,40,29,0
48,2,431513,0,6,2,2,0,4,1,0,0,65,38,1
23,2,195767,11,9,4,2,1,4,1,0,0,40,38,0
80,4,184335,5,4,2,4,0,4,1,0,0,30,38,0
17,2,133449,6,5,4,7,3,2,1,0,0,26,38,0
42,2,213464,15,10,2,2,0,4,1,0,0,40,38,0
30,2,467108,9,13,4,9,1,4,1,0,0,45,38,0
42,2,20809,11,9,0,2,1,4,1,0,0,75,38,1
40,4,177810,9,13,2,2,0,4,1,0,0,30,38,0
44,2,165815,6,5,4,6,1,4,1,0,0,40,38,0
20,2,112668,15,10,4,7,3,4,0,0,0,20,38,0
33,2,155475,11,9,2,11,0,4,1,0,0,40,38,0
56,4,176280,11,9,0,7,1,4,1,0,0,50,38,0
23,2,315065,15,10,4,7,4,4,1,0,0,35,25,0
23,2,376416,11,9,4,13,3,4,1,0,0,40,38,0
62,2,200922,5,4,6,6,1,4,0,0,0,40,38,0
40,4,129298,11,9,2,7,0,4,1,0,0,45,38,0
37,4,75050,8,11,2,2,0,4,1,0,0,55,38,0
37,2,295949,11,9,2,2,0,4,1,0,1628,40,38,0
51,0,174102,11,9,2,0,0,4,1,0,0,40,38,1
25,1,77698,15,10,4,0,4,2,0,0,0,40,38,0
33,2,162312,11,9,0,11,1,1,1,0,0,45,23,0
19,2,146679,15,10,4,3,3,2,1,0,0,30,38,0
35,2,174308,15,10,4,13,3,4,1,0,0,40,38,0
30,2,163003,9,13,4,3,3,1,0,0,0,52,35,0
31,2,144949,9,13,2,9,0,4,1,0,0,40,38,1
42,2,117319,11,9,2,2,0,4,1,0,1672,40,38,0
43,2,233130,9,13,0,11,1,4,1,0,0,40,38,1
23,2,203078,9,13,4,0,3,2,1,0,0,24,38,0
30,1,178383,15,10,5,5,1,2,1,0,0,40,38,0
24,2,381895,1,7,0,6,4,4,0,0,0,40,38,0
24,2,296045,5,4,2,2,0,4,1,2635,0,38,38,0
21,2,442131,11,9,4,5,3,4,0,0,0,40,38,0
55,2,185459,12,14,2,11,0,4,1,0,0,50,38,1
34,2,294064,12,14,2,3,0,4,1,0,0,50,9,0
29,2,177119,8,11,0,12,1,4,0,2174,0,45,38,0
52,0,290856,9,13,2,9,0,4,1,0,0,40,38,1
32,1,144949,11,9,2,10,0,4,1,0,0,40,38,0
20,2,344492,11,9,5,11,3,4,0,0,0,26,38,0
28,2,249362,1,7,2,13,0,4,1,0,0,50,38,0
20,2,247115,15,10,4,0,4,2,0,0,0,35,38,0
55,2,171467,11,9,0,2,4,2,1,0,0,48,38,1
52,0,207841,15,10,2,0,0,4,1,0,0,40,38,0
50,2,192203,1,7,2,13,0,4,1,0,0,40,38,0
28,2,137296,7,12,4,7,1,2,0,0,0,40,38,0
63,0,97855,12,14,2,3,0,4,1,0,0,50,38,1
33,2,181091,15,10,2,9,0,4,1,0,0,40,38,0
17,4,181317,0,6,4,4,3,4,1,0,0,35,38,0
23,2,184589,9,13,4,9,3,4,0,0,0,21,38,0
46,2,428405,9,13,2,3,0,4,1,0,0,40,38,1
29,3,260729,11,9,2,11,5,4,0,0,1977,25,38,1
49,1,194895,15,10,2,5,0,4,1,7298,0,40,38,1
55,4,168625,15,10,0,12,1,4,0,0,0,12,38,1
28,2,132686,9,13,2,3,0,4,1,0,0,55,38,0
44,2,29762,11,9,0,13,1,4,1,0,0,68,38,0
30,2,504725,0,6,4,11,2,4,1,0,0,18,12,0
36,2,416745,9,13,2,9,0,4,1,0,0,40,38,0
24,2,149342,9,13,4,11,1,4,0,0,0,40,38,0
18,2,334026,1,7,4,2,3,4,1,0,0,25,38,0
30,4,31510,7,12,0,2,1,4,1,0,0,50,38,0
31,1,206609,11,9,2,10,0,4,1,0,0,40,38,1
28,2,185647,15,10,0,5,1,4,1,0,0,50,38,0
42,2,179557,15,10,0,12,1,4,0,0,0,40,38,0
29,2,184596,1,7,2,2,0,4,1,3942,0,50,38,0
52,2,361875,15,10,0,3,1,4,0,0,0,50,38,0
39,1,166497,11,9,0,5,1,4,1,0,0,40,38,1
35,2,172186,15,10,5,2,1,4,1,0,0,40,38,0
25,2,88922,11,9,2,13,0,2,1,0,0,40,38,0
66,2,302072,7,12,0,0,4,4,0,0,0,40,38,0
38,2,219902,11,9,5,13,4,2,0,0,0,30,38,0
52,2,174767,15,10,2,3,0,4,1,0,0,45,38,1
35,2,100375,15,10,3,4,3,4,1,0,0,40,38,0
27,2,164924,11,9,4,2,1,4,1,0,0,40,38,0
49,2,194962,1,7,2,7,5,4,0,0,0,6,38,0
