Gender,customer_type,age,type_of_travel,customer_class,flight_distance,inflight_wifi_service,departure_arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,onboard_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,target
1,0,50,0,0,2607,4,1,1,1,3,2,3,4,4,4,4,3,4,3,0,0.0,0
1,0,47,0,0,3777,1,1,1,1,3,4,4,5,5,5,5,3,5,5,27,22.0,1
1,0,55,0,0,2389,1,1,1,1,4,5,4,5,5,5,5,4,5,3,0,0.0,1
1,0,7,1,1,616,2,5,2,3,3,2,1,3,3,5,2,4,1,3,32,36.0,0
0,0,16,1,1,590,4,4,4,3,5,4,5,5,5,5,4,4,4,5,0,0.0,0
0,0,50,0,0,3643,2,2,2,2,2,4,5,4,4,4,4,5,4,3,2,6.0,1
0,0,43,1,1,883,2,2,2,4,2,4,4,1,1,2,1,3,1,2,1,0.0,0
1,0,62,0,0,1638,2,2,2,2,3,1,2,5,5,5,5,1,5,1,0,0.0,1
0,1,36,0,0,270,1,0,0,2,1,0,1,1,4,5,4,5,5,1,0,1.0,0
1,1,27,0,0,406,4,4,4,5,2,4,2,2,5,3,5,5,4,2,2,0.0,0
1,0,38,0,0,2734,4,4,4,4,4,3,1,4,4,4,4,2,4,1,0,4.0,1
1,0,53,0,1,584,4,4,4,4,5,4,5,5,3,1,3,3,3,5,0,0.0,1
1,0,45,0,0,3304,4,4,5,4,2,3,2,5,5,5,5,4,5,2,0,0.0,1
0,1,22,0,1,1478,3,2,2,3,3,4,1,1,4,3,4,1,2,1,182,139.0,0
0,0,32,0,0,1488,5,5,5,5,4,4,4,4,5,3,4,3,5,4,35,39.0,1
1,0,57,0,0,2940,1,1,4,1,4,5,4,4,4,4,4,3,4,3,2,17.0,1
0,0,30,0,0,247,5,5,5,5,4,4,4,4,3,1,2,4,2,4,0,0.0,1
0,0,45,0,0,247,2,2,3,2,3,5,5,4,4,4,4,5,4,4,0,0.0,1
1,0,8,1,1,1431,3,1,3,2,5,3,5,5,2,5,2,2,1,5,0,0.0,0
1,0,50,0,0,2378,1,1,1,1,5,4,5,4,4,4,4,4,4,3,28,25.0,1
1,0,38,0,0,1026,1,1,1,1,5,5,5,5,3,3,2,5,5,5,187,187.0,1
0,0,49,1,1,930,2,4,2,1,4,5,4,1,1,2,1,3,1,3,0,0.0,0
0,0,60,0,1,129,5,3,3,3,4,1,5,5,5,5,5,2,5,1,0,1.0,1
0,0,66,1,1,414,3,5,3,3,3,1,4,4,4,3,4,4,4,3,0,0.0,0
0,0,58,0,0,2356,3,3,3,3,3,3,4,3,3,3,3,4,3,2,0,0.0,0
1,1,37,0,0,787,5,5,5,5,1,5,5,1,4,3,5,5,5,1,43,41.0,1
0,0,37,1,1,649,3,1,3,4,5,3,5,5,1,3,4,2,3,5,0,2.0,0
1,1,30,0,1,373,1,2,1,3,1,1,1,1,1,3,4,4,3,1,0,0.0,0
1,0,34,0,0,3953,3,3,3,3,5,2,2,3,3,3,3,3,3,2,77,108.0,0
1,0,32,1,1,393,2,5,3,1,3,3,3,3,4,4,5,3,5,3,0,0.0,0
1,0,51,0,1,545,1,3,3,3,1,1,1,1,4,2,4,3,3,1,0,0.0,0
1,0,62,0,0,3463,2,2,2,2,4,4,4,5,5,5,5,5,5,5,0,6.0,1
1,0,51,1,1,805,1,5,1,1,3,1,3,3,4,3,3,1,4,3,0,0.0,0
0,1,27,0,0,1072,1,1,1,3,1,1,1,1,1,1,3,4,4,1,20,10.0,0
1,0,27,0,0,925,2,2,2,2,5,5,5,5,4,3,3,5,2,5,0,0.0,1
0,0,61,0,0,3114,3,3,3,3,4,5,5,3,3,4,3,5,3,4,66,67.0,1
1,1,40,0,0,677,4,4,4,3,2,4,2,2,4,5,5,3,5,2,0,0.0,0
0,0,65,1,2,2475,1,4,1,3,5,5,4,1,1,1,1,4,1,3,0,5.0,0
0,0,14,1,2,874,4,1,4,4,3,4,2,3,3,4,2,4,3,3,0,0.0,1
1,0,27,1,1,528,4,5,2,1,2,1,1,3,3,4,4,1,4,1,214,204.0,0
0,1,25,0,0,987,1,0,1,3,1,1,5,1,3,2,5,3,4,1,2,0.0,0
0,1,45,0,1,649,2,1,2,3,5,2,5,5,1,2,2,1,2,5,0,0.0,0
0,0,45,0,0,696,2,2,2,2,1,4,4,2,2,2,2,3,2,1,44,30.0,0
0,0,59,0,0,2827,1,5,5,5,1,1,1,3,2,3,4,1,3,1,303,315.0,0
1,0,34,0,0,3264,3,4,4,4,5,4,3,3,3,3,3,1,3,3,57,52.0,0
1,0,40,1,2,200,5,2,0,4,1,0,1,1,4,5,3,3,3,1,0,0.0,1
1,0,56,0,0,3762,5,5,5,5,3,4,4,5,5,5,5,4,5,5,10,5.0,1
0,0,27,1,1,2248,3,5,3,4,3,5,5,4,3,4,5,5,4,5,157,149.0,0
1,0,11,1,1,199,2,5,2,3,2,3,2,4,2,5,4,2,3,2,134,136.0,0
0,0,26,0,2,846,0,3,0,2,1,0,1,1,5,4,2,3,3,1,0,0.0,1
1,0,54,0,0,678,4,4,4,4,5,4,5,4,4,5,4,3,4,4,0,0.0,1
1,0,65,1,2,1346,2,5,1,3,2,1,2,2,3,2,4,5,4,2,0,0.0,0
1,0,47,1,2,1956,4,1,4,2,3,4,3,3,3,3,1,2,2,3,0,0.0,1
0,0,36,0,0,834,3,3,3,3,3,3,4,3,3,3,3,1,3,1,1,0.0,0
0,0,39,0,0,3315,2,3,2,2,2,3,5,4,4,4,3,1,4,4,0,0.0,1
0,0,42,0,0,2693,4,4,4,4,3,4,4,3,3,3,3,4,3,5,23,15.0,1
0,1,26,0,0,689,5,5,5,2,2,5,1,2,4,4,4,3,4,2,0,0.0,1
0,0,40,0,0,1276,4,4,4,4,4,4,5,5,5,5,5,5,5,4,0,24.0,1
0,0,61,0,1,787,1,2,4,2,5,3,3,1,1,1,1,4,1,1,0,0.0,0
0,1,26,0,0,2586,1,1,1,2,1,2,2,4,2,3,4,2,3,2,0,27.0,0
1,0,30,0,0,630,5,5,4,5,4,4,4,4,3,3,5,3,4,4,0,0.0,1
0,0,26,1,1,2409,3,4,3,1,5,3,5,5,1,5,4,1,5,5,0,0.0,0
0,0,58,0,0,2342,3,3,4,3,2,3,4,5,5,5,5,3,5,4,0,0.0,1
1,0,49,1,1,508,3,4,3,5,5,3,5,5,5,3,5,5,5,5,0,8.0,0
0,0,40,0,0,3127,4,4,4,4,5,4,4,5,5,5,4,4,5,5,0,0.0,1
0,0,52,0,0,429,4,4,4,4,4,4,5,4,4,4,4,4,4,4,6,3.0,1
0,0,42,0,0,3912,2,2,2,2,4,4,4,5,5,5,5,3,5,4,0,0.0,1
0,0,47,0,0,86,1,1,4,1,1,5,3,5,5,5,4,3,5,4,43,39.0,1
0,0,51,0,0,199,3,3,1,3,4,4,2,3,3,4,5,5,3,1,12,5.0,1
1,0,61,0,0,3346,4,4,4,4,4,3,1,5,5,5,5,1,5,2,17,25.0,1
0,0,7,1,1,534,3,5,3,4,2,3,2,2,3,3,4,4,4,2,19,12.0,0
0,0,51,1,1,1371,3,5,3,1,2,5,5,5,5,3,5,4,5,4,30,21.0,0
0,0,63,1,0,2688,1,5,1,2,1,3,3,5,1,4,5,3,4,3,0,20.0,0
1,0,13,1,1,936,1,3,1,5,5,1,5,5,5,2,1,3,2,5,8,5.0,0
1,0,46,0,0,2611,5,2,5,5,2,5,2,3,3,3,3,4,3,2,15,2.0,1
1,0,38,0,0,2381,1,3,3,3,1,1,1,4,2,3,4,1,2,1,2,37.0,0
1,0,50,1,1,502,4,5,4,3,1,4,1,1,5,3,5,3,5,1,6,17.0,0
1,0,27,0,0,301,5,5,3,5,4,4,4,4,3,4,5,5,5,4,22,24.0,1
0,1,27,0,1,436,4,2,4,2,4,4,4,4,3,2,2,4,2,4,5,0.0,0
0,1,19,0,1,261,2,3,2,3,4,2,4,4,4,4,4,3,3,4,0,9.0,0
1,0,55,0,0,1185,3,3,1,3,5,1,5,5,5,5,5,4,5,1,42,40.0,1
1,1,15,0,1,373,3,3,3,3,4,3,4,4,2,1,3,3,3,4,0,0.0,0
0,0,23,1,1,643,3,4,3,3,5,3,5,5,4,3,1,2,5,5,0,3.0,0
0,0,48,0,0,528,1,1,1,1,4,5,5,4,4,5,4,4,4,4,53,48.0,1
1,0,34,1,1,528,2,5,2,3,1,2,1,1,4,4,4,5,5,1,10,4.0,0
1,0,68,1,1,304,2,4,2,3,5,2,5,5,3,2,4,4,4,5,2,0.0,0
0,0,35,1,1,1269,2,5,2,3,2,2,2,2,5,5,3,4,4,2,31,7.0,0
0,0,53,1,0,414,3,2,3,3,3,3,3,1,1,3,1,4,1,2,0,0.0,0
0,0,7,1,1,602,3,2,3,4,3,3,3,3,4,5,4,3,4,3,0,4.0,0
1,0,44,0,0,223,3,3,4,3,4,4,4,4,4,4,5,4,4,3,0,0.0,1
0,0,35,0,0,1837,0,1,1,1,3,5,4,4,4,4,4,3,4,4,0,0.0,1
0,0,61,1,1,1999,3,4,3,2,4,4,4,5,5,3,5,4,5,4,0,0.0,0
1,0,66,1,1,181,4,2,4,4,4,4,4,4,1,2,3,3,4,4,0,0.0,1
0,0,54,0,0,1854,1,1,1,1,2,4,4,5,5,5,5,3,5,4,1,0.0,1
0,0,9,1,1,1431,3,3,3,5,1,3,1,1,1,1,4,4,1,1,0,0.0,0
1,0,70,1,1,321,2,5,2,5,2,2,2,2,3,2,2,5,1,2,0,0.0,0
0,1,35,0,1,101,2,0,2,4,2,2,2,2,3,5,1,1,2,2,0,0.0,0
0,0,58,0,0,2129,4,4,4,4,5,4,4,4,4,4,4,4,4,3,0,0.0,1
0,0,60,0,0,1558,1,1,1,1,3,4,4,5,5,5,5,4,5,4,0,0.0,1
0,0,28,0,0,321,5,5,5,5,4,4,4,4,3,3,5,4,5,4,2,0.0,1
1,0,22,1,1,631,1,4,1,5,3,1,5,3,3,4,5,5,4,3,0,0.0,0
1,0,58,1,2,569,1,5,1,5,1,1,1,1,3,5,5,5,4,1,0,0.0,0
0,0,45,0,0,2326,5,5,5,5,5,4,3,5,5,4,5,1,5,2,0,0.0,0
1,0,41,0,1,187,3,3,3,3,3,3,3,1,5,2,2,3,4,3,274,310.0,0
1,0,44,1,1,761,4,2,4,3,4,4,4,4,2,4,3,2,3,4,0,0.0,0
0,1,26,0,1,1000,3,3,3,3,5,3,5,5,4,3,3,1,4,5,25,23.0,0
0,0,60,0,0,3135,4,4,4,4,4,4,4,4,4,4,4,3,4,4,0,0.0,1
0,0,18,0,0,3230,1,0,0,4,5,0,5,5,2,5,4,1,3,5,0,0.0,0
1,0,55,0,1,1061,3,1,1,1,3,3,3,3,1,1,4,2,3,3,0,2.0,0
0,0,57,1,1,143,3,2,3,3,2,3,3,1,1,3,1,1,1,1,11,0.0,0
1,0,42,0,0,2599,2,2,4,2,4,4,5,5,5,5,5,4,5,4,0,7.0,1
0,0,49,0,1,413,2,1,1,1,3,3,3,3,3,2,3,4,3,2,14,29.0,0
1,0,61,0,0,2868,2,5,5,5,4,3,4,2,2,2,2,1,2,4,0,0.0,0
1,0,29,1,1,1105,1,5,1,4,2,1,2,2,5,5,5,3,5,2,29,16.0,0
0,0,48,0,1,1521,1,2,2,2,5,2,3,1,1,1,1,3,1,4,0,0.0,0
0,0,46,1,1,304,3,4,3,4,3,4,5,4,4,3,4,5,4,4,9,7.0,0
1,0,47,1,1,1015,2,1,2,4,4,2,4,4,3,5,4,1,4,4,11,9.0,0
1,0,38,0,2,4983,4,4,4,4,4,4,4,3,4,3,5,4,5,4,2,0.0,1
0,0,25,0,0,597,3,5,4,5,3,3,3,3,2,2,4,2,4,3,0,0.0,0
0,1,33,0,0,406,3,3,3,2,1,3,3,1,4,2,5,3,5,1,0,0.0,0
1,0,10,1,1,1084,3,4,3,1,5,3,5,5,3,2,4,5,4,5,0,0.0,0
1,0,12,0,1,612,2,3,3,3,2,2,1,2,4,3,2,2,3,2,9,3.0,0
1,0,60,0,0,1120,3,3,3,3,5,4,5,4,4,4,4,5,4,4,0,0.0,1
0,0,60,0,0,3931,2,4,2,2,3,4,5,5,5,5,5,3,5,3,11,20.0,1
1,0,59,1,1,787,4,2,4,4,5,4,5,5,2,4,3,4,3,5,0,0.0,0
0,1,23,0,0,1117,1,3,1,4,3,1,3,3,3,5,3,2,4,3,20,11.0,0
1,0,51,0,1,346,5,5,5,5,5,5,5,5,5,2,4,5,4,5,13,44.0,1
0,1,10,0,1,980,3,3,3,3,5,3,5,5,2,1,4,3,4,5,43,21.0,0
0,0,26,1,1,102,2,4,2,2,1,2,1,1,3,4,4,3,1,1,0,0.0,0
0,0,33,0,1,83,0,0,0,3,4,0,4,4,4,1,2,1,4,4,0,0.0,1
0,0,37,0,0,1752,3,3,3,3,1,4,3,3,3,3,3,4,3,2,0,0.0,0
0,0,57,1,2,247,2,4,2,4,2,5,4,4,4,2,4,5,4,3,79,69.0,0
1,0,54,0,0,2720,4,4,2,4,5,4,4,4,4,5,4,4,4,3,0,0.0,1
0,0,23,0,0,1503,4,4,4,4,4,4,4,4,1,2,3,2,4,4,0,4.0,1
1,1,26,0,0,1416,4,4,4,1,2,4,4,2,3,5,4,3,4,2,0,0.0,1
1,0,19,0,0,3381,4,4,4,4,3,3,3,3,4,3,5,3,5,3,0,0.0,1
1,0,36,0,0,956,2,5,5,5,4,3,4,2,2,2,2,1,2,1,103,89.0,0
1,1,25,0,0,296,5,0,5,4,2,5,2,2,4,2,5,5,4,2,54,55.0,1
1,0,10,1,1,395,3,5,3,5,5,3,5,5,5,3,4,4,5,5,0,0.0,0
1,0,40,0,0,3799,2,2,5,2,2,4,5,5,5,5,5,3,5,3,81,96.0,1
0,0,47,0,0,2552,2,2,2,2,2,4,5,4,4,4,4,5,4,4,1,1.0,1
0,1,55,0,1,1115,4,4,4,5,2,4,2,2,5,1,5,4,1,2,0,0.0,0
1,0,60,1,1,1005,5,4,5,4,5,1,1,3,2,5,5,1,5,1,431,402.0,1
1,1,25,0,1,551,3,4,4,5,4,4,4,4,2,1,3,1,2,4,0,0.0,0
0,0,60,1,1,544,3,5,3,4,4,4,3,5,5,3,5,2,5,4,0,0.0,0
1,0,35,0,0,2279,1,1,1,1,2,5,4,5,5,5,5,3,5,4,14,16.0,1
1,0,37,0,0,3577,4,4,3,4,4,4,4,4,4,5,4,5,4,4,10,0.0,1
1,0,14,0,1,872,3,2,3,2,3,3,4,3,3,1,3,3,3,3,0,0.0,0
0,0,38,0,1,177,1,4,3,4,1,1,1,1,1,4,4,4,4,1,13,44.0,0
1,1,24,0,1,692,2,2,2,3,4,2,4,4,4,2,3,2,3,4,0,0.0,0
1,0,47,1,1,583,4,5,4,1,3,4,3,3,5,2,4,3,4,3,70,58.0,0
1,1,23,0,1,604,2,2,2,4,4,2,4,4,4,5,4,3,3,4,0,12.0,0
1,0,36,0,2,528,3,5,2,2,3,3,3,3,1,1,2,2,1,3,0,0.0,1
0,0,46,0,0,2954,2,2,2,2,5,5,4,4,4,4,4,5,4,3,10,33.0,1
0,0,19,1,1,191,1,5,1,5,5,1,5,5,5,3,5,5,5,5,1,1.0,0
0,0,29,0,0,2678,1,1,1,1,4,4,4,4,1,2,3,3,3,4,58,58.0,1
1,0,42,0,1,101,2,5,5,5,2,2,2,2,1,1,5,1,5,2,0,0.0,1
1,0,38,0,1,1288,5,5,3,5,5,5,5,5,5,2,1,4,5,5,0,0.0,1
1,0,22,1,1,361,1,2,5,2,3,5,3,3,2,1,3,2,3,3,0,0.0,0
1,0,13,1,1,370,4,5,4,4,4,4,2,4,1,3,2,2,4,4,0,0.0,1
0,0,25,0,1,731,1,2,2,2,1,1,2,1,2,1,3,1,4,1,12,18.0,0
0,0,42,0,0,3211,0,3,0,1,2,5,3,1,1,1,1,4,1,2,0,0.0,1
1,0,28,0,0,628,2,3,3,3,2,2,2,2,2,2,4,1,4,2,48,31.0,0
1,0,20,1,1,402,2,3,2,3,2,2,2,2,3,4,4,1,3,2,15,9.0,0
1,0,30,0,1,234,0,0,0,3,3,0,3,3,1,1,3,1,1,3,0,0.0,1
0,0,39,0,0,130,4,4,4,4,4,4,5,5,5,5,5,4,5,4,0,0.0,1
0,1,29,0,0,985,2,2,2,2,4,2,2,4,4,2,4,3,5,4,29,20.0,0
1,0,24,1,0,226,3,4,3,5,3,3,3,3,3,2,4,3,5,3,0,0.0,0
0,0,40,1,1,1005,4,4,4,1,4,4,4,4,3,5,5,5,5,4,0,0.0,0
1,1,23,0,1,95,2,2,2,2,5,2,5,5,1,2,3,1,2,5,81,81.0,0
1,0,45,0,0,861,2,2,3,2,5,5,4,5,5,5,5,5,5,4,17,6.0,1
1,0,43,0,1,542,2,4,4,4,2,2,2,2,2,4,4,5,1,2,0,0.0,1
1,0,19,0,0,1660,3,2,2,2,3,3,3,3,1,1,3,3,4,3,0,0.0,0
1,0,62,0,0,3892,2,2,2,2,4,2,3,5,5,5,5,2,5,5,108,96.0,1
0,0,53,0,0,190,3,3,3,3,3,5,4,5,5,4,4,4,5,4,0,0.0,1
1,0,38,1,1,989,4,4,4,2,3,4,3,3,4,2,4,3,5,3,0,0.0,0
1,0,46,0,0,3462,5,5,5,5,2,2,5,5,5,5,5,1,5,3,0,0.0,1
1,0,28,1,1,408,2,4,2,3,3,2,3,3,5,5,5,4,5,3,0,12.0,0
0,0,47,0,0,184,1,1,1,1,3,4,5,4,4,4,5,5,4,3,4,0.0,1
0,0,20,1,1,1194,4,4,3,1,3,3,3,3,4,5,5,4,4,3,0,8.0,0
0,0,51,0,0,337,2,2,2,2,5,5,5,5,5,4,5,5,4,5,138,136.0,1
1,1,38,0,1,413,2,3,2,1,1,2,1,1,2,4,5,5,3,1,17,31.0,0
1,0,24,1,1,750,5,1,5,1,3,5,3,3,3,2,1,3,2,3,0,0.0,1
1,0,24,1,1,1012,3,2,3,4,5,3,5,5,1,2,4,3,4,5,0,0.0,0
1,0,43,0,0,1846,3,3,3,3,3,4,4,4,4,4,4,4,4,4,0,0.0,1
0,0,19,1,1,991,3,5,3,3,1,3,1,1,4,3,5,3,4,1,8,9.0,0
1,0,43,0,0,2135,1,4,4,4,4,4,4,1,1,1,1,4,1,4,1,0.0,0
1,1,20,0,1,1009,4,4,4,4,3,4,3,3,5,5,4,5,4,3,2,0.0,1
1,0,21,1,1,1814,1,4,1,3,4,1,3,4,4,5,4,4,4,4,10,0.0,0
1,1,42,0,1,944,1,1,1,3,2,1,2,2,1,3,2,3,3,2,45,32.0,0
1,1,18,0,1,926,1,1,1,4,4,1,4,4,2,3,4,2,4,4,52,36.0,0
1,0,22,1,2,228,3,4,3,3,3,3,5,3,5,3,4,4,3,3,4,34.0,0
1,1,26,0,0,257,4,4,4,2,3,4,4,3,3,3,5,4,4,3,16,1.0,1
1,0,43,0,1,748,5,2,2,2,5,5,5,5,4,1,4,5,2,5,0,0.0,1
1,1,22,0,1,529,4,1,4,2,5,4,5,5,5,2,3,1,5,5,31,7.0,1
1,0,61,1,1,302,0,4,0,1,5,0,4,5,4,3,3,5,5,5,7,0.0,1
0,0,11,1,1,403,1,1,1,2,1,1,1,1,2,4,2,2,3,1,46,47.0,0
1,0,35,1,1,628,4,5,4,2,5,4,3,5,4,3,5,3,5,5,0,0.0,0
0,1,30,0,0,1276,5,5,5,1,5,5,5,5,4,4,4,4,4,5,42,23.0,1
1,0,36,1,0,1195,3,5,3,5,4,3,4,3,3,3,2,3,3,5,0,0.0,0
0,0,35,0,0,2162,3,3,3,3,2,4,4,5,5,5,5,4,5,4,0,12.0,1
0,0,42,0,0,3065,4,4,4,4,4,4,5,3,3,4,3,5,3,4,0,0.0,1
0,0,33,0,0,590,3,2,2,2,5,3,3,3,3,3,3,3,3,4,0,7.0,0
1,0,43,0,0,2419,1,1,1,1,5,5,5,4,5,4,5,5,3,5,146,124.0,1
0,0,63,0,0,628,3,5,5,5,2,3,4,3,3,3,3,3,3,3,11,0.0,0
0,0,52,0,0,2537,3,5,5,5,2,4,3,3,3,3,3,4,3,4,0,0.0,0
0,1,48,0,0,1041,3,3,3,4,3,3,3,3,3,3,5,5,4,3,42,39.0,0
0,0,40,0,0,2182,1,1,1,1,5,5,5,4,4,4,4,3,4,5,8,0.0,1
0,0,59,0,0,3314,2,2,1,2,3,4,4,5,5,5,5,4,5,3,0,8.0,1
0,0,14,0,0,680,1,1,1,1,5,5,5,5,4,4,4,5,5,5,81,108.0,1
0,0,47,0,0,3788,0,5,0,1,5,5,5,4,4,4,4,3,4,4,33,35.0,1
0,0,35,1,1,1197,3,4,3,2,4,3,4,4,5,3,2,3,5,4,0,0.0,0
0,0,46,0,0,3736,5,5,5,5,2,1,4,5,5,5,5,4,5,3,21,31.0,1
1,0,56,1,0,991,2,5,3,4,3,4,5,1,1,3,1,4,1,4,0,8.0,0
1,0,57,1,1,1050,1,5,1,3,2,1,3,2,4,5,5,4,4,2,3,0.0,0
0,0,51,1,1,802,2,4,2,4,2,3,4,3,3,2,3,1,3,4,0,0.0,0
0,0,40,0,0,500,2,2,3,2,2,4,4,4,4,4,4,4,4,4,0,0.0,1
1,0,23,0,0,1546,4,1,3,3,4,4,4,4,1,1,3,2,3,4,119,109.0,0
1,1,14,0,1,989,4,4,4,4,5,4,5,5,2,5,3,4,3,5,0,0.0,0
1,0,52,1,1,406,3,4,3,1,5,3,5,5,3,3,4,5,5,5,0,0.0,0
0,1,22,0,1,993,2,3,3,3,5,3,5,5,5,2,4,3,4,5,0,3.0,0
1,0,68,1,1,583,3,4,3,4,3,3,3,3,4,4,5,3,4,3,144,149.0,0
1,0,57,1,1,2504,2,2,2,4,5,2,5,5,1,5,4,1,4,5,4,0.0,0
0,0,61,1,0,2715,3,4,3,4,3,4,5,4,4,3,4,4,4,5,0,0.0,0
0,0,7,1,2,96,1,4,1,1,4,1,4,4,4,3,5,3,4,4,0,0.0,0
0,0,27,0,1,1744,3,1,1,1,3,3,3,3,2,2,2,3,3,3,0,0.0,0
1,1,21,0,1,325,3,0,3,1,1,3,1,1,4,5,5,5,4,1,0,6.0,0
1,0,45,0,0,2552,3,3,3,3,4,4,4,5,5,5,5,3,5,3,4,14.0,1
0,0,56,0,0,67,1,1,1,1,2,4,4,5,5,5,4,3,5,4,0,0.0,1
1,0,25,0,0,1119,5,5,5,5,4,4,4,4,4,3,5,3,5,4,0,0.0,1
1,0,63,1,0,598,2,2,3,5,4,4,4,1,1,3,1,4,1,4,0,0.0,0
1,1,39,0,1,600,3,1,3,3,5,3,5,5,2,4,4,2,3,5,0,0.0,0
0,0,65,1,1,306,2,1,2,2,5,3,2,3,3,2,3,1,3,2,66,57.0,0
1,0,75,0,1,922,5,2,4,4,5,5,5,2,3,4,3,5,5,5,0,0.0,1
0,0,53,0,0,811,5,5,5,5,2,5,4,5,5,5,5,3,5,4,0,16.0,1
0,0,47,1,1,214,3,0,3,3,5,2,2,5,5,3,2,2,5,3,0,0.0,0
0,0,44,0,0,2919,2,2,2,2,4,4,5,2,2,2,2,3,2,3,0,0.0,1
0,0,23,0,0,628,2,1,3,1,2,2,2,2,4,2,4,1,4,2,0,0.0,0
0,0,46,0,1,1065,5,3,3,3,5,5,5,4,1,3,2,5,5,5,0,0.0,1
0,0,35,0,1,2442,1,2,1,1,1,1,1,1,3,3,3,1,1,1,0,0.0,0
0,0,8,1,1,677,3,4,3,1,3,3,3,3,2,1,1,1,5,3,0,0.0,0
1,1,34,0,0,372,1,1,1,2,4,1,2,4,5,5,4,3,5,4,0,0.0,0
1,0,58,0,0,1885,2,2,2,2,4,5,5,4,4,4,4,5,4,3,0,0.0,1
0,0,56,1,1,164,3,2,3,4,4,4,4,3,3,3,3,3,3,3,0,0.0,0
1,0,43,0,0,1660,2,2,2,2,2,4,4,2,2,2,2,3,2,3,1,0.0,1
0,0,16,1,1,620,2,3,2,2,4,2,4,4,2,2,3,2,3,4,0,10.0,0
0,0,36,0,1,602,3,3,3,3,3,2,3,3,2,3,4,4,3,3,10,14.0,0
0,0,52,0,0,2655,4,4,4,4,4,4,5,5,5,5,5,4,5,4,0,0.0,1
0,0,30,1,1,1183,3,4,3,3,5,3,2,5,4,2,3,3,5,5,16,12.0,0
1,0,27,1,1,109,3,2,3,2,2,3,2,2,4,4,3,1,3,2,0,0.0,0
0,0,18,1,1,1020,3,3,4,3,3,4,2,3,1,4,3,4,3,3,0,0.0,0
1,0,70,1,1,602,3,4,3,2,4,3,4,4,4,5,4,4,4,4,22,14.0,0
0,0,25,0,2,630,2,4,4,4,2,2,2,2,1,5,3,3,3,2,0,0.0,0
0,0,53,0,2,209,4,4,4,4,2,3,1,4,4,4,4,3,4,4,0,0.0,1
1,0,13,1,1,451,3,4,4,3,5,4,5,5,3,5,4,4,4,5,60,50.0,0
1,0,57,1,1,846,2,5,2,4,3,2,3,3,4,2,5,3,4,3,0,0.0,0
0,0,27,1,1,529,4,1,4,4,2,4,3,2,1,1,3,2,4,2,10,7.0,0
0,0,43,0,0,2466,5,5,5,5,2,5,4,4,4,4,4,3,4,4,0,0.0,1
0,0,61,0,0,403,4,4,4,4,3,5,4,5,5,4,5,5,5,3,0,16.0,1
1,0,59,1,1,1123,4,5,4,5,2,4,2,2,3,3,3,5,5,2,22,19.0,0
1,0,54,0,0,534,1,2,2,2,5,3,3,1,1,1,1,1,1,3,0,0.0,0
1,1,48,0,1,328,3,4,3,3,2,3,2,2,4,4,3,3,3,2,28,24.0,0
1,0,65,0,0,2865,1,1,1,1,3,1,2,4,4,4,4,3,4,4,0,0.0,1
0,1,27,0,1,622,4,0,4,3,5,4,5,5,4,2,3,1,4,5,75,61.0,0
1,0,36,0,0,1846,4,4,4,4,4,3,5,3,3,3,3,5,3,4,20,5.0,1
1,1,27,0,1,247,1,0,1,3,5,1,5,5,2,1,1,5,3,5,0,0.0,0
1,0,49,1,1,1069,4,5,4,1,5,4,5,5,5,4,4,4,5,5,4,0.0,0
1,0,65,1,0,226,1,4,1,1,5,5,4,4,4,1,4,5,4,3,37,20.0,0
1,1,25,0,1,944,4,3,3,3,5,3,5,5,5,2,4,3,1,5,3,0.0,1
0,0,50,1,1,187,1,4,1,4,3,4,5,4,4,1,4,3,4,3,0,0.0,0
1,0,43,0,0,480,2,4,4,4,1,1,1,2,2,2,2,4,2,3,16,19.0,0
0,0,57,0,1,192,2,3,3,3,2,1,1,2,2,2,2,4,2,3,8,4.0,1
1,0,21,0,0,1041,1,1,1,1,4,4,4,4,2,5,4,4,4,4,0,12.0,1
0,1,24,0,1,449,1,5,1,3,5,1,5,5,4,3,4,5,4,5,0,0.0,0
0,0,29,1,0,323,3,1,3,3,3,3,3,3,2,1,3,1,3,3,124,106.0,0
0,0,46,0,1,542,3,2,2,2,2,3,2,3,3,3,3,1,3,3,105,111.0,0
0,0,49,1,1,1144,1,4,1,3,2,4,4,5,5,1,5,4,5,4,67,58.0,0
0,0,52,1,1,748,2,3,2,3,5,3,4,5,5,2,5,2,5,4,0,0.0,0
1,0,70,1,1,1609,1,4,0,1,5,0,5,5,3,4,3,3,5,5,0,0.0,0
1,0,43,1,1,296,2,5,5,4,4,5,4,4,5,5,4,5,5,4,0,0.0,0
0,1,8,0,1,1325,2,2,2,3,4,2,4,4,2,3,3,3,3,4,100,76.0,0
0,0,14,1,1,1046,3,4,4,5,5,4,3,5,3,5,4,3,4,5,50,48.0,0
0,0,43,0,0,3876,2,1,1,1,1,2,3,2,2,1,2,4,2,4,70,66.0,0
0,1,27,0,0,2300,4,5,5,3,5,2,2,4,5,5,4,2,4,2,0,17.0,0
0,0,64,0,2,1744,1,2,2,2,3,3,4,1,1,1,1,3,1,3,0,9.0,0
