Unnamed: 0,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,target
4196,37,4,2,2,0,1027,1,0,0,1,10,137,1,119,1,0,1
4197,33,0,1,1,0,82,1,0,0,25,5,735,1,-1,0,3,1
4198,28,7,2,1,0,458,0,0,0,4,3,112,4,201,3,0,0
4199,29,9,2,1,0,938,0,0,0,3,9,358,1,-1,0,3,1
4200,38,1,0,0,0,0,0,0,2,12,6,49,2,-1,0,3,0
4201,33,9,1,1,0,303,1,0,0,3,3,355,1,301,5,2,1
4202,28,1,1,1,0,0,1,0,0,15,8,6,4,-1,0,3,0
4203,36,4,0,2,0,649,0,0,0,16,5,237,2,91,1,0,0
4204,35,1,1,1,0,126,1,0,0,16,0,472,1,-1,0,3,0
4205,46,9,2,1,0,874,0,0,0,19,9,819,3,-1,0,3,1
4206,25,7,2,1,0,594,0,0,0,4,6,89,2,-1,0,3,1
4207,31,1,1,1,0,2910,1,0,2,23,8,1392,2,-1,0,3,1
4208,38,9,1,1,0,0,0,0,0,8,5,635,1,-1,0,3,1
4209,66,5,1,1,0,2048,0,0,0,27,1,212,1,-1,0,3,1
4210,40,4,1,2,0,2763,1,0,0,2,5,566,1,395,2,2,1
4211,51,1,1,1,0,984,1,0,1,7,0,353,4,-1,0,3,0
4212,33,4,1,2,0,0,1,0,0,28,5,54,3,-1,0,3,0
4213,41,4,0,2,0,107,1,0,0,17,5,122,17,-1,0,3,0
4214,42,4,1,2,0,254,0,0,0,9,2,288,7,183,4,2,1
4215,37,0,1,1,0,641,1,0,2,5,6,42,1,-1,0,3,0
4216,38,0,2,1,0,100,1,0,2,7,8,786,1,-1,0,3,1
4217,31,4,2,2,0,617,0,0,0,4,6,1161,1,97,2,2,1
4218,27,8,2,1,0,538,0,0,0,4,6,124,2,-1,0,3,1
4219,42,9,1,1,0,4945,1,0,0,2,7,311,2,-1,0,3,1
4220,32,7,1,1,0,983,1,0,0,20,9,500,2,133,1,0,1
4221,32,9,1,1,0,560,0,0,0,6,1,1044,4,-1,0,3,1
4222,34,9,2,1,0,0,0,0,0,28,1,195,6,-1,0,3,0
4223,32,4,1,2,0,1388,1,0,0,30,0,753,1,-1,0,3,1
4224,43,0,1,1,0,2271,0,0,1,10,9,524,1,-1,0,3,1
4225,58,1,2,1,0,119,1,1,0,12,8,985,1,-1,0,3,1
4226,59,5,1,1,0,163,0,0,0,24,5,464,1,-1,0,3,0
4227,53,9,1,1,0,100,0,0,0,13,1,205,4,-1,0,3,0
4228,53,4,1,2,0,6571,0,0,0,3,3,208,1,-1,0,3,1
4229,55,10,2,0,0,274,0,0,0,9,3,7,5,-1,0,3,0
4230,51,1,1,0,0,4497,1,0,2,15,8,276,3,-1,0,3,0
4231,33,4,1,2,0,1808,1,0,2,4,6,99,4,-1,0,3,0
4232,36,1,1,1,0,218,1,0,0,4,8,619,6,-1,0,3,1
4233,46,9,1,1,0,488,0,0,2,5,6,92,1,-1,0,3,0
4234,30,0,1,1,0,590,0,0,0,11,1,443,3,-1,0,3,0
4235,42,1,1,1,0,351,1,0,2,16,8,76,21,-1,0,3,0
4236,33,9,1,1,0,1234,0,0,1,9,9,61,1,-1,0,3,0
4237,35,4,0,2,0,0,1,0,1,29,10,171,1,-1,0,3,1
4238,69,5,0,0,0,482,0,0,0,2,5,260,2,-1,0,3,1
4239,64,6,1,2,0,661,0,0,0,21,2,367,2,294,2,0,1
4240,35,9,2,1,0,-89,1,0,0,15,8,75,1,368,1,0,0
4241,46,4,1,1,0,21,1,0,0,7,8,124,1,338,2,0,0
4242,57,0,1,1,0,4391,0,0,1,4,3,1416,1,-1,0,3,1
4243,40,1,1,0,0,1841,1,0,0,15,8,880,4,-1,0,3,1
4244,29,9,2,2,0,2489,1,0,0,3,7,355,1,86,5,0,1
4245,34,11,2,1,0,859,0,0,0,28,4,829,1,-1,0,3,1
4246,62,5,1,1,0,569,0,0,0,3,1,187,2,180,6,2,1
4247,56,4,1,0,0,21,0,0,0,7,5,118,1,-1,0,3,0
4248,65,4,0,2,0,2756,0,0,0,23,11,1353,2,-1,0,3,0
4249,20,8,2,3,0,755,0,0,0,29,2,284,1,-1,0,3,1
4250,33,6,1,1,0,409,0,0,0,8,11,165,1,97,4,2,1
4251,48,10,1,0,0,608,0,0,0,30,5,362,2,-1,0,3,0
4252,34,9,0,1,0,259,0,0,0,11,1,316,2,-1,0,3,0
4253,44,4,1,2,0,126,1,0,2,13,8,92,1,-1,0,3,0
4254,41,1,1,1,0,429,1,0,2,13,8,244,1,-1,0,3,0
4255,42,2,0,1,0,335,1,0,0,12,8,580,1,-1,0,3,1
4256,38,0,0,1,0,-51,0,1,0,30,4,102,1,-1,0,3,0
4257,36,4,0,2,0,563,0,0,2,20,6,10,4,-1,0,3,0
4258,28,1,1,0,0,278,1,1,1,15,8,31,9,373,4,1,0
4259,54,4,1,2,0,1114,1,0,0,21,9,1195,2,175,1,1,0
4260,31,10,2,2,0,302,0,0,0,3,3,349,1,357,3,2,1
4261,60,10,1,1,0,957,0,0,0,8,11,246,1,184,3,2,1
4262,50,2,1,2,0,230,0,0,1,30,5,1089,4,-1,0,3,1
4263,32,0,1,1,0,205,0,0,0,18,5,197,3,-1,0,3,0
4264,31,0,2,1,0,430,1,0,0,15,0,103,2,-1,0,3,0
4265,24,8,2,1,0,597,1,0,0,20,0,943,3,-1,0,3,1
4266,56,1,1,1,0,385,0,0,0,20,1,210,3,-1,0,3,0
4267,61,0,1,1,0,4608,0,0,0,12,7,212,1,-1,0,3,1
4268,38,9,1,1,0,728,1,0,0,18,9,286,1,181,2,1,0
4269,38,4,0,2,0,162,0,0,0,25,1,323,4,-1,0,3,0
4270,34,4,1,2,0,73,0,0,0,4,3,426,2,-1,0,3,1
4271,62,3,1,2,0,1528,0,0,0,14,0,496,1,-1,0,3,1
4272,51,0,2,1,0,895,0,0,0,23,5,638,2,-1,0,3,1
4273,56,0,2,1,0,1854,1,0,1,7,8,45,1,342,2,0,0
4274,33,4,1,2,0,0,0,0,0,29,1,60,2,-1,0,3,0
4275,43,0,2,1,0,733,1,0,0,25,8,282,1,187,3,2,1
4276,26,10,2,2,0,814,0,0,0,28,4,1387,1,-1,0,3,1
4277,30,9,2,1,0,925,0,0,0,20,9,240,1,-1,0,3,0
4278,35,0,2,1,0,2452,1,0,2,5,6,91,2,-1,0,3,0
4279,64,5,1,0,0,12067,0,0,1,30,5,367,2,92,2,2,1
4280,36,4,2,2,0,4,1,0,0,7,5,529,1,61,3,2,0
4281,46,3,1,0,0,312,1,1,0,25,5,137,7,-1,0,3,0
4282,31,7,1,1,0,1783,1,1,0,6,8,219,1,-1,0,3,0
4283,61,5,1,0,0,8729,0,0,0,30,10,480,1,-1,0,3,1
4284,32,7,1,1,0,289,1,0,0,2,3,63,1,257,2,0,0
4285,30,1,1,1,0,2493,0,0,0,28,4,293,2,-1,0,3,1
4286,53,2,2,3,0,717,0,0,0,30,5,594,2,-1,0,3,0
4287,34,1,1,1,0,1464,1,0,0,28,1,207,3,130,5,1,1
4288,53,7,0,0,0,3107,0,0,2,5,6,152,1,-1,0,3,0
4289,37,1,1,1,0,125,0,0,2,26,8,679,2,-1,0,3,1
4290,30,9,2,1,0,19,1,0,0,18,1,16,15,-1,0,3,0
4291,74,5,1,0,0,0,0,0,1,13,1,562,2,-1,0,3,1
4292,36,7,2,1,0,9713,1,0,2,27,8,72,3,-1,0,3,0
4293,28,1,2,1,0,1705,0,0,0,17,2,412,2,-1,0,3,1
4294,28,1,1,1,0,1238,1,0,2,14,8,246,1,-1,0,3,0
4295,42,0,2,1,0,1451,1,0,0,4,8,251,4,-1,0,3,1
4296,57,0,1,3,0,1401,0,0,0,21,1,91,22,-1,0,3,0
4297,47,4,1,2,0,0,0,0,0,19,1,213,2,-1,0,3,0
4298,62,5,1,1,0,569,0,0,0,4,1,288,1,1,8,2,1
4299,31,1,1,1,0,3364,1,0,0,20,9,290,1,-1,0,3,0
4300,55,3,1,1,0,962,1,0,0,28,0,623,1,181,3,2,1
4301,46,7,1,0,0,116,1,0,0,18,8,267,4,341,3,0,0
4302,42,0,1,0,0,-466,0,1,1,31,5,94,15,-1,0,3,0
4303,21,8,2,3,0,1506,0,0,0,14,11,340,1,-1,0,3,1
4304,60,4,1,2,0,315,0,0,0,1,11,840,1,183,3,2,1
4305,42,7,2,2,0,94,1,0,0,11,1,176,2,90,4,0,1
4306,32,9,2,1,0,0,0,0,0,18,1,594,4,-1,0,3,1
4307,54,9,2,1,0,198,1,1,0,17,9,120,1,171,2,0,0
4308,64,5,1,1,0,4787,0,0,0,28,10,501,1,-1,0,3,1
4309,46,0,1,1,0,126,0,0,2,18,6,1255,1,-1,0,3,1
4310,43,4,1,2,0,1429,1,0,0,19,9,1015,1,198,2,1,1
4311,53,9,1,2,0,9001,0,0,0,5,0,170,1,-1,0,3,1
4312,21,10,2,1,0,1333,0,0,0,2,3,120,1,-1,0,3,0
4313,56,1,1,1,0,249,1,0,2,29,8,791,2,-1,0,3,1
4314,39,9,1,1,0,2266,0,0,0,18,3,208,4,-1,0,3,1
4315,31,4,1,2,0,0,1,0,0,4,8,108,2,167,1,0,0
4316,26,0,2,2,0,2532,1,1,0,18,3,269,1,-1,0,3,1
4317,30,0,0,1,0,10,1,0,0,18,5,658,2,-1,0,3,1
4318,38,1,2,0,0,0,1,0,0,7,8,350,2,-1,0,3,0
4319,39,9,2,1,0,1104,0,0,0,20,9,333,2,105,2,2,0
4320,50,9,0,1,0,396,0,0,2,20,6,716,2,-1,0,3,1
4321,35,4,2,2,0,0,0,1,0,14,1,370,4,-1,0,3,0
4322,24,6,2,2,0,91,1,0,0,15,8,134,2,-1,0,3,0
4323,27,1,2,1,0,137,0,1,0,25,5,359,1,-1,0,3,0
4324,31,7,1,1,0,447,0,0,0,19,7,220,3,-1,0,3,1
4325,26,10,2,1,0,461,0,0,0,28,4,214,1,-1,0,3,0
4326,30,4,1,2,0,1384,1,0,1,14,1,60,2,-1,0,3,0
4327,53,4,1,2,0,-601,1,0,2,30,8,509,2,-1,0,3,0
4328,56,1,1,0,0,0,0,0,0,7,1,152,6,-1,0,3,0
4329,29,0,2,1,0,306,1,0,0,18,8,774,4,-1,0,3,1
4330,55,0,1,1,0,602,0,0,0,7,11,350,1,98,5,2,1
4331,41,9,2,2,0,-89,1,0,0,3,3,195,4,251,4,0,0
4332,49,2,1,0,0,6188,0,0,0,18,9,453,1,-1,0,3,1
4333,38,1,2,0,0,947,1,0,0,12,8,361,2,-1,0,3,0
4334,75,5,1,1,0,3771,0,0,1,16,10,186,1,183,1,0,1
4335,26,0,1,1,0,5231,0,1,0,17,5,222,2,-1,0,3,0
4336,36,0,1,1,0,110,1,0,1,4,3,185,1,-1,0,3,0
4337,39,4,1,2,0,481,0,0,0,7,2,929,5,189,1,1,1
4338,35,6,1,1,0,524,1,0,0,21,9,484,4,-1,0,3,0
4339,41,1,0,1,0,3,1,0,0,31,5,228,4,-1,0,3,0
4340,46,4,1,2,0,716,1,1,0,8,8,557,1,172,1,0,0
4341,56,4,1,2,0,6798,1,0,0,17,9,250,1,-1,0,3,0
4342,43,1,1,1,0,1096,0,1,2,30,8,180,1,-1,0,3,0
4343,28,0,1,1,0,0,1,0,0,7,8,47,1,-1,0,3,0
4344,55,3,1,3,0,366,0,0,0,5,6,365,3,57,2,1,1
4345,39,4,1,2,0,0,1,0,0,11,8,112,1,-1,0,3,0
4346,58,1,1,1,0,381,0,0,0,11,9,79,4,-1,0,3,0
4347,49,1,1,1,0,388,0,0,1,17,5,265,2,-1,0,3,0
4348,37,4,0,1,0,1655,1,0,0,12,8,178,1,175,2,0,0
4349,21,8,2,1,0,216,0,0,0,5,1,414,1,-1,0,3,1
4350,60,5,1,1,0,18967,1,0,0,29,4,177,2,-1,0,3,1
4351,47,1,1,1,1,-614,1,0,2,26,8,118,2,-1,0,3,0
4352,35,4,2,2,0,-324,0,1,0,21,5,985,11,-1,0,3,1
4353,37,9,2,1,0,4,0,0,0,11,1,933,1,-1,0,3,1
4354,31,8,2,1,0,0,0,0,0,22,11,173,1,-1,0,3,0
4355,24,1,2,1,0,327,1,0,2,28,8,333,2,-1,0,3,0
4356,58,6,1,2,0,2596,0,0,1,18,9,15,2,-1,0,3,0
4357,40,7,1,1,0,695,1,0,0,11,8,270,1,348,10,0,0
4358,35,4,2,2,0,687,1,0,2,30,8,166,2,-1,0,3,0
4359,28,4,2,2,0,9314,0,0,0,2,5,276,2,-1,0,3,1
4360,42,4,2,2,0,4264,1,0,2,28,8,882,1,-1,0,3,0
4361,54,10,2,2,0,252,1,0,0,21,5,101,1,-1,0,3,0
4362,31,1,1,1,0,0,1,0,2,9,8,133,1,-1,0,3,0
4363,32,4,2,2,0,3,1,0,0,13,8,568,1,-1,0,3,1
4364,51,6,2,1,0,0,0,0,0,29,10,1707,2,-1,0,3,1
4365,36,0,2,1,0,148,1,0,0,15,8,1357,4,374,2,0,1
4366,56,7,2,1,0,-40,1,0,0,15,8,311,1,368,2,0,1
4367,41,4,1,2,0,298,0,0,0,4,8,63,3,272,1,1,0
4368,42,0,2,1,0,-247,1,1,1,21,10,519,1,166,1,1,1
4369,33,4,2,2,0,0,1,0,0,13,8,585,1,-1,0,3,1
4370,81,5,0,0,0,4321,0,0,0,11,1,163,3,-1,0,3,0
4371,27,1,2,0,0,377,0,0,0,19,3,645,2,-1,0,3,1
4372,50,0,1,2,0,6574,0,0,0,8,11,495,1,92,3,2,1
4373,55,2,0,1,0,538,1,0,0,7,1,353,2,-1,0,3,1
4374,32,6,2,2,0,46,1,0,0,14,6,485,2,-1,0,3,1
4375,61,5,1,0,0,56,0,0,0,7,11,288,3,-1,0,3,1
4376,39,7,1,1,0,733,0,0,2,16,6,83,4,-1,0,3,0
4377,47,1,1,0,0,643,1,0,2,20,6,18,6,-1,0,3,0
4378,56,9,1,1,0,23,0,0,0,20,9,857,3,-1,0,3,1
4379,54,9,1,2,1,337,1,0,2,28,8,302,2,-1,0,3,0
4380,48,7,0,3,0,973,0,0,0,8,10,319,1,134,2,2,1
4381,26,4,2,2,0,45,0,0,0,10,5,1187,3,-1,0,3,1
4382,50,3,1,2,0,6181,0,0,2,17,6,1162,2,-1,0,3,0
4383,45,7,1,0,0,2406,1,1,0,20,0,108,2,-1,0,3,0
4384,28,1,2,1,0,4054,1,0,0,11,8,133,2,-1,0,3,0
4385,45,4,0,2,0,854,0,1,0,8,5,730,1,-1,0,3,1
4386,25,9,2,2,0,3630,0,0,1,9,6,221,7,-1,0,3,1
4387,56,4,1,2,0,2366,1,1,0,3,3,538,2,188,4,0,0
4388,54,5,1,0,0,11,1,1,0,18,1,48,10,-1,0,3,0
4389,37,9,1,1,0,494,1,0,0,2,3,247,2,269,3,0,0
4390,48,7,2,0,0,-139,0,0,0,13,8,75,2,-1,0,3,0
4391,34,4,1,2,0,676,0,0,1,11,9,486,1,-1,0,3,1
4392,33,4,2,2,0,20,0,0,0,21,1,329,2,-1,0,3,0
4393,36,0,1,1,0,898,0,0,0,15,5,118,5,-1,0,3,0
4394,47,10,2,2,0,2500,0,0,0,30,4,240,1,-1,0,3,0
4395,80,5,1,1,0,2354,0,0,1,4,3,739,1,181,2,0,1
4396,59,3,1,2,0,0,0,0,1,13,9,494,1,-1,0,3,1
4397,31,2,1,1,0,10,1,1,0,29,4,161,3,188,9,0,0
4398,32,9,2,1,0,719,1,0,2,28,8,79,6,-1,0,3,0
4399,34,0,2,1,0,1504,1,0,2,12,8,395,3,-1,0,3,0
4400,26,1,1,1,0,895,1,0,0,4,3,820,3,-1,0,3,0
4401,52,0,1,1,0,722,0,0,0,26,10,99,2,185,3,0,0
4402,31,1,1,1,0,557,1,1,2,27,8,185,1,-1,0,3,0
4403,30,9,2,2,0,3086,1,0,0,7,8,84,3,168,1,0,0
4404,30,0,2,1,0,983,1,0,0,27,8,189,2,-1,0,3,1
4405,38,7,2,1,0,0,1,0,2,27,8,166,2,-1,0,3,0
4406,45,1,1,1,0,-221,1,1,2,3,6,170,1,-1,0,3,0
4407,55,4,2,2,0,0,0,0,0,30,0,156,3,-1,0,3,0
4408,55,1,1,1,0,2854,1,0,0,7,8,312,1,-1,0,3,0
4409,51,7,2,1,0,513,1,0,0,29,5,331,2,-1,0,3,0
4410,38,4,2,2,0,623,0,0,0,28,6,297,4,144,4,1,1
4411,37,4,2,2,0,8828,0,0,2,12,6,1010,3,-1,0,3,1
4412,50,0,0,1,0,797,1,0,1,25,5,72,8,-1,0,3,0
4413,44,1,1,0,0,134,1,0,0,7,8,378,1,-1,0,3,0
4414,60,4,1,2,0,3387,0,0,0,14,1,636,2,-1,0,3,0
4415,53,3,1,0,1,945,0,0,0,29,4,82,2,-1,0,3,0
4416,58,5,0,2,0,499,1,1,0,29,4,181,1,-1,0,3,0
4417,38,9,1,1,0,976,1,0,0,14,5,766,3,-1,0,3,1
4418,40,4,2,2,0,27,0,0,0,27,1,165,6,-1,0,3,0
4419,77,11,1,3,0,397,0,0,1,8,9,207,1,185,3,2,0
4420,40,0,1,1,0,1327,1,1,2,26,8,76,2,-1,0,3,0
4421,60,9,1,1,0,316,0,0,0,4,8,545,2,263,4,0,1
4422,30,4,2,2,0,5359,0,0,0,26,3,427,1,191,3,2,1
4423,26,10,2,1,0,632,0,0,0,12,1,312,3,181,1,2,1
4424,28,7,1,1,0,222,1,0,2,29,8,101,23,-1,0,3,0
4425,47,4,1,0,0,4151,1,0,2,14,8,114,1,-1,0,3,0
4426,27,0,0,1,0,451,1,0,0,16,5,652,1,-1,0,3,1
4427,33,0,1,1,0,1737,0,0,0,30,0,524,2,-1,0,3,0
4428,50,1,1,0,0,888,0,1,1,10,5,160,3,-1,0,3,0
4429,33,4,2,2,0,2637,0,0,0,28,1,583,17,-1,0,3,1
4430,41,11,1,3,0,779,0,0,0,30,5,647,10,-1,0,3,0
4431,46,4,1,2,0,0,1,0,0,14,5,247,2,-1,0,3,0
4432,55,1,1,1,0,0,0,0,2,12,6,614,2,-1,0,3,1
4433,24,8,2,3,0,358,0,0,0,14,6,245,1,384,1,1,1
4434,32,0,1,1,0,0,0,0,0,25,5,209,1,-1,0,3,0
4435,43,1,1,0,0,8,0,0,1,7,5,245,5,-1,0,3,0
4436,33,4,2,2,0,718,1,0,0,29,6,271,1,84,3,2,1
4437,26,9,2,1,0,-211,1,0,2,23,8,164,3,-1,0,3,0
4438,28,4,2,2,0,187,0,0,0,9,7,295,1,-1,0,3,1
4439,31,4,2,2,0,1858,0,0,0,12,1,453,3,-1,0,3,1
4440,29,1,1,1,0,15,0,0,0,3,6,136,1,-1,0,3,0
4441,29,6,2,2,0,300,0,0,0,3,3,125,1,-1,0,3,0
4442,47,4,1,2,0,2475,1,0,0,20,9,1476,4,-1,0,3,0
4443,46,4,1,2,0,0,0,0,0,3,7,305,13,-1,0,3,1
4444,35,4,2,2,0,243,1,0,2,12,8,102,3,-1,0,3,0
4445,44,4,1,2,0,1138,0,0,0,27,1,523,3,-1,0,3,1
4446,25,8,2,3,0,2503,0,0,0,26,3,100,2,-1,0,3,0
4447,45,0,1,1,0,805,1,0,2,15,8,186,3,-1,0,3,0
4448,53,9,1,1,0,1776,0,0,2,18,6,443,7,-1,0,3,0
4449,27,4,1,2,0,802,0,0,0,22,11,569,1,-1,0,3,1
4450,60,9,1,1,0,116,0,0,0,11,1,329,2,181,8,2,1
4451,38,7,1,1,0,2669,1,0,0,20,0,208,2,-1,0,3,0
4452,46,7,1,1,0,-119,1,0,0,22,5,151,3,-1,0,3,0
4453,30,4,2,2,0,1466,0,0,0,12,1,111,4,-1,0,3,0
4454,31,9,1,1,0,180,0,0,0,26,8,222,1,70,2,2,0
4455,31,1,2,1,0,196,1,0,0,5,8,568,1,341,7,0,1
4456,35,4,2,2,0,592,0,1,2,14,8,192,1,-1,0,3,0
4457,37,10,1,1,0,4769,0,0,0,29,4,124,1,-1,0,3,0
4458,30,1,2,1,0,228,0,0,0,5,3,232,1,365,1,0,0
4459,37,1,1,1,0,3884,1,0,0,20,0,28,5,-1,0,3,0
4460,44,0,1,1,0,205,0,0,0,3,9,289,1,-1,0,3,1
4461,52,2,2,2,0,3469,1,0,0,16,0,583,1,147,1,2,1
4462,52,1,1,0,0,36,0,0,0,13,1,109,2,-1,0,3,0
4463,58,5,1,0,0,282,1,0,0,28,5,40,4,-1,0,3,0
4464,35,6,2,2,0,71,0,0,0,15,6,651,1,-1,0,3,1
4465,34,4,1,2,0,273,1,0,0,14,8,492,1,175,2,0,1
4466,65,5,0,1,0,828,0,0,0,13,5,305,1,-1,0,3,1
4467,34,9,1,1,0,563,1,1,0,29,1,32,15,-1,0,3,0
4468,56,1,1,0,0,826,1,0,0,21,5,853,1,-1,0,3,0
4469,38,4,1,2,0,595,1,0,0,18,9,70,1,-1,0,3,0
4470,38,9,1,1,0,1,1,0,0,21,9,57,5,199,1,2,0
4471,45,11,1,3,0,356,0,0,0,11,1,212,2,-1,0,3,0
4472,39,7,0,1,0,0,1,0,0,13,0,1006,2,-1,0,3,1
4473,40,4,1,2,0,-17,1,1,0,11,8,474,1,256,1,2,1
4474,37,9,2,1,0,1211,1,0,2,21,8,795,1,-1,0,3,1
4475,32,7,2,1,0,2881,0,0,0,2,5,356,1,-1,0,3,1
4476,44,6,0,2,0,1070,1,0,0,12,1,137,2,104,3,2,1
4477,36,0,2,1,0,8785,1,0,0,20,9,425,2,-1,0,3,0
4478,56,4,1,2,0,412,0,0,1,20,9,179,6,-1,0,3,0
4479,60,5,0,1,0,-639,1,0,0,15,8,585,1,-1,0,3,1
4480,56,6,1,3,0,0,0,0,0,19,1,130,1,-1,0,3,0
4481,36,9,2,2,0,268,0,0,0,29,1,54,12,-1,0,3,0
4482,50,10,0,3,0,1088,0,0,0,2,3,749,1,-1,0,3,1
4483,52,5,0,2,0,-309,1,0,2,19,6,500,2,-1,0,3,1
4484,50,2,1,1,0,854,0,0,0,16,0,198,1,-1,0,3,0
4485,52,9,1,2,0,0,0,1,0,5,1,409,1,-1,0,3,0
4486,53,4,1,1,0,2693,0,0,0,21,9,140,1,-1,0,3,0
4487,37,2,0,1,0,175,1,1,2,13,8,753,6,-1,0,3,1
4488,40,0,1,1,0,0,0,0,0,28,5,496,2,182,11,2,1
4489,57,0,0,1,0,0,0,0,0,9,11,121,2,-1,0,3,0
4490,55,0,1,1,0,1662,0,0,0,4,6,94,2,-1,0,3,1
4491,36,4,1,2,0,203,0,0,0,25,4,255,1,88,1,2,1
4492,30,4,2,2,0,536,0,0,0,14,4,362,2,91,2,2,1
4493,33,4,1,2,0,644,0,0,0,11,1,99,2,-1,0,3,0
4494,39,4,2,2,0,763,0,0,0,22,3,543,1,189,1,0,1
4495,60,5,1,0,0,364,1,0,2,6,8,631,2,-1,0,3,0
4496,31,1,2,1,0,1979,1,1,0,6,8,1205,1,-1,0,3,1
4497,43,10,0,1,0,1854,0,0,0,13,9,131,2,197,1,2,0
4498,40,7,1,1,0,5807,1,0,2,20,6,98,1,-1,0,3,0
4499,46,1,1,1,0,456,0,1,0,18,1,618,6,-1,0,3,1
4500,36,4,1,2,0,2161,0,0,0,8,11,708,2,183,5,2,1
4501,60,4,1,1,0,0,0,0,0,20,8,321,4,87,8,0,0
4502,56,5,1,1,0,878,0,0,2,20,6,123,3,-1,0,3,0
4503,46,9,1,1,0,3434,0,1,0,8,6,148,2,101,1,2,1
4504,37,4,2,2,0,102,1,0,0,6,8,445,1,258,2,0,1
4505,26,9,2,1,0,84,1,0,0,29,5,70,3,-1,0,3,0
4506,44,9,1,1,0,1901,0,0,0,6,1,165,2,-1,0,3,0
4507,42,1,1,3,0,149,1,0,1,23,5,329,3,-1,0,3,0
4508,46,4,1,2,0,16,1,0,0,6,8,304,1,-1,0,3,0
4509,40,4,1,2,0,917,1,0,2,20,8,292,1,-1,0,3,0
4510,44,7,0,1,0,-389,1,1,2,5,6,52,1,-1,0,3,0
4511,45,1,0,1,0,756,1,0,2,6,8,179,2,-1,0,3,0
4512,53,1,1,1,0,2,1,0,2,16,8,851,2,-1,0,3,0
4513,42,4,1,2,0,9916,1,0,0,21,9,306,1,-1,0,3,0
4514,25,4,2,2,0,219,0,0,0,4,1,576,1,96,1,2,1
4515,37,9,1,3,0,189,0,0,0,16,6,162,2,-1,0,3,1
4516,36,9,1,2,0,911,1,1,0,4,8,275,3,-1,0,3,0
4517,39,10,2,1,0,2645,1,0,2,21,8,339,3,-1,0,3,0
4518,33,4,1,2,0,191,0,0,0,13,1,1148,2,-1,0,3,1
4519,55,9,0,2,0,264,1,0,2,30,8,34,2,-1,0,3,0
4520,53,1,2,1,0,1442,0,0,1,9,2,137,8,188,2,1,0
4521,24,1,2,1,0,476,1,0,2,4,6,161,1,-1,0,3,0
4522,33,9,2,2,0,258,0,0,0,12,7,80,4,-1,0,3,1
4523,26,1,2,1,0,592,1,1,2,27,8,174,1,-1,0,3,0
4524,73,5,0,0,0,5028,0,0,0,4,2,696,10,-1,0,3,1
4525,53,4,1,2,0,12,0,0,0,27,1,345,10,-1,0,3,0
4526,35,4,2,2,0,1599,1,1,0,13,0,407,1,-1,0,3,1
4527,27,9,2,2,0,11862,0,0,1,25,8,281,5,101,1,2,0
4528,29,1,1,1,0,100,1,1,0,6,8,152,4,344,2,0,0
4529,60,5,1,0,0,1542,1,0,2,14,8,930,1,-1,0,3,1
4530,58,6,1,1,0,9994,0,0,0,10,5,400,1,-1,0,3,0
4531,34,0,1,2,0,69,0,1,0,3,1,263,3,251,3,2,1
4532,27,9,2,2,0,3706,1,0,2,16,8,897,1,-1,0,3,1
4533,40,7,0,0,0,1937,1,0,2,2,6,86,1,-1,0,3,0
4534,34,1,0,1,0,1780,1,0,2,2,6,187,9,-1,0,3,0
4535,27,9,2,2,0,11862,0,0,0,20,1,217,1,87,6,0,1
4536,32,4,1,2,0,937,0,0,0,26,8,61,1,190,1,0,0
4537,42,0,1,1,0,12,1,0,0,16,0,466,4,-1,0,3,0
4538,40,9,0,1,0,0,0,0,0,29,1,299,3,-1,0,3,0
4539,39,0,1,1,0,1595,1,0,2,5,6,102,2,-1,0,3,0
4540,60,9,1,1,0,10925,0,0,0,23,10,270,3,185,1,2,1
4541,34,4,2,2,0,48,1,0,0,12,1,810,3,93,6,0,1
4542,33,9,2,2,0,109,1,1,0,25,8,601,2,10,7,0,1
4543,32,1,1,0,0,3136,1,0,0,19,9,820,1,-1,0,3,1
4544,30,4,2,2,0,985,1,0,0,25,10,304,1,94,2,2,1
4545,29,3,2,2,0,19,0,0,0,4,8,268,1,88,4,2,1
4546,24,8,2,1,0,1123,0,0,0,13,5,475,1,412,1,1,1
4547,37,4,1,2,0,0,1,0,0,23,0,242,5,153,7,0,1
4548,49,9,0,1,0,5,0,0,0,19,1,131,2,-1,0,3,0
4549,60,9,1,1,0,1740,0,0,0,13,7,296,2,-1,0,3,1
4550,35,5,2,0,0,434,0,0,2,5,8,138,1,-1,0,3,0
4551,52,4,1,2,0,601,1,0,2,14,8,249,2,-1,0,3,0
4552,30,7,2,1,0,1824,1,0,0,21,5,153,2,-1,0,3,0
4553,33,1,1,1,0,58,0,0,2,16,8,144,2,-1,0,3,0
4554,53,9,1,2,0,673,1,0,0,9,5,182,1,-1,0,3,0
4555,43,4,1,2,0,-183,0,0,0,24,5,65,1,-1,0,3,0
4556,40,0,1,1,0,0,1,0,0,3,3,561,1,201,1,0,0
4557,33,9,1,1,0,5083,0,0,0,27,10,161,1,96,2,1,0
4558,51,1,1,0,0,7098,0,0,0,6,1,1471,7,-1,0,3,1
4559,35,1,2,1,0,0,1,0,0,9,3,226,3,280,1,1,0
4560,36,1,1,1,0,1797,1,1,0,17,9,166,1,181,2,0,0
