39, State-gov,77516, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,2174,0,40, United-States,target
65,2,105252,11,9,2,12,0,4,1,0,0,40,38,1
21,2,232577,8,11,4,12,3,4,0,0,0,30,38,0
29,2,134566,12,14,2,11,0,4,1,0,0,20,38,0
55,2,110871,9,13,2,11,0,4,1,0,0,40,38,0
37,2,151771,5,4,2,2,0,4,1,0,0,40,38,0
23,2,117789,9,13,4,0,3,4,0,0,0,40,38,0
73,2,242769,11,9,2,6,0,4,1,3471,0,40,8,0
57,2,199847,9,13,2,3,0,4,1,15024,0,60,38,1
29,2,236992,11,9,2,7,0,2,1,0,0,50,38,0
17,2,452406,1,7,4,11,3,2,0,0,0,15,38,0
54,1,137678,15,10,0,0,4,4,0,0,0,40,38,0
26,2,86872,11,9,2,13,0,4,1,0,0,40,38,1
39,2,167728,9,13,2,3,0,4,1,0,0,40,38,1
54,2,230767,7,12,2,2,0,4,1,0,0,40,4,0
24,2,395297,15,10,4,11,3,4,0,0,0,35,38,0
25,2,176047,11,9,4,6,3,4,0,2176,0,40,38,0
48,2,155664,11,9,2,2,0,4,1,7688,0,70,38,1
48,2,102112,7,12,2,9,0,4,1,0,0,50,38,1
48,4,117849,15,10,4,7,1,4,1,0,0,40,38,0
33,2,136331,11,9,2,2,0,4,1,0,0,40,38,0
26,2,250038,15,10,2,0,0,4,1,0,0,40,38,1
42,2,52781,9,13,2,9,0,4,1,7688,0,40,38,1
27,2,245661,11,9,5,6,3,4,0,0,0,40,38,0
62,3,236096,11,9,0,3,1,2,1,0,0,40,38,0
31,2,446358,15,10,2,6,0,4,1,0,0,40,25,0
50,1,199995,9,13,0,10,1,4,1,0,0,40,38,1
49,2,247294,11,9,2,2,0,4,1,0,0,45,38,1
23,2,180060,9,13,4,6,3,4,1,0,0,50,38,0
33,2,122612,11,9,3,7,1,1,0,0,0,35,36,0
70,4,37203,12,14,2,9,0,4,1,9386,0,30,38,1
23,2,183358,11,9,4,2,1,4,1,0,0,40,32,0
46,1,165484,7,12,2,3,0,4,1,0,0,44,38,1
37,2,290609,11,9,0,0,4,2,0,0,0,40,38,0
27,2,177761,15,10,2,4,0,3,1,0,0,50,38,0
47,2,120939,15,10,2,12,0,4,1,0,0,45,38,0
44,0,68729,9,13,2,3,0,1,1,0,0,40,38,1
41,2,95168,11,9,4,6,4,2,0,0,0,40,38,0
31,2,111883,11,9,4,2,2,4,1,0,0,40,38,0
24,2,177526,8,11,4,2,3,4,1,0,0,40,38,0
55,2,170169,11,9,5,0,1,4,0,0,0,40,38,0
29,2,144784,11,9,4,7,1,2,0,0,0,40,38,0
52,3,101017,11,9,0,3,4,4,1,0,0,38,38,0
28,2,195573,11,9,2,13,0,4,1,0,0,50,38,0
33,0,37546,14,15,2,9,5,4,0,0,0,40,38,1
41,1,174491,11,9,5,7,4,2,0,0,0,40,38,0
20,2,344492,11,9,5,11,3,4,0,0,0,26,38,0
66,4,212185,5,4,2,4,0,4,1,0,0,48,38,0
22,2,134746,0,6,2,11,5,4,0,0,0,40,38,0
58,1,292379,9,13,2,3,0,4,1,0,0,40,38,0
47,2,326857,8,11,2,2,0,4,1,5013,0,40,38,0
38,4,201328,5,4,2,4,0,4,1,0,0,56,38,0
25,2,185287,15,10,4,0,1,4,1,0,0,40,38,0
42,2,231813,1,7,2,13,0,4,1,0,0,40,38,0
34,2,180714,15,10,2,13,0,2,1,0,2179,40,38,0
37,3,291518,9,13,2,2,0,4,1,15024,0,55,38,1
45,2,127303,15,10,4,6,3,4,1,0,0,45,38,0
29,2,490332,15,10,2,13,0,4,1,0,0,45,38,1
55,4,422249,11,9,2,2,0,4,1,0,0,50,38,0
27,5,346406,9,13,4,9,4,4,1,0,0,50,38,0
36,2,334366,1,7,5,3,1,4,0,0,0,32,38,0
74,4,146929,11,9,2,11,0,4,1,0,0,55,38,0
26,2,170786,15,10,2,13,0,4,1,0,0,40,38,0
33,2,187560,8,11,2,11,0,4,1,0,0,36,38,0
54,2,29909,1,7,2,7,5,4,0,0,0,43,38,0
47,2,188081,11,9,2,6,0,4,1,0,0,40,38,1
44,2,86298,11,9,0,2,1,4,1,0,0,40,38,0
46,2,273629,12,14,2,3,0,4,1,0,0,40,38,1
55,2,223127,6,5,2,4,0,4,1,0,0,40,38,0
27,2,188519,11,9,0,11,3,4,0,0,0,40,38,0
34,2,184147,11,9,5,11,4,2,0,0,0,20,38,0
46,2,229394,11,9,0,3,1,4,0,0,0,40,38,0
54,4,124865,15,10,0,11,1,4,0,0,0,35,38,0
55,2,80445,9,13,2,2,0,4,1,0,0,40,38,0
62,3,137354,12,14,2,9,0,1,1,0,0,40,34,0
52,2,232132,2,8,2,6,0,4,1,0,0,45,38,1
48,2,101299,11,9,2,2,0,4,1,0,0,40,38,1
59,5,139616,12,14,2,3,0,4,1,0,0,50,38,1
56,2,187295,9,13,2,9,0,4,1,0,0,40,38,1
31,2,223212,5,4,4,5,3,4,1,0,0,50,38,0
51,3,96062,7,12,2,11,0,4,1,0,0,60,38,0
52,1,152795,15,10,2,2,0,4,1,0,0,40,38,0
44,1,136986,12,14,2,9,0,4,1,15024,0,35,38,1
30,4,65278,7,12,4,2,3,4,1,0,0,40,38,0
50,2,211319,9,13,2,3,0,4,1,7298,0,50,38,1
53,2,311269,11,9,0,7,1,4,0,0,0,40,38,0
31,2,49398,15,10,2,12,0,4,1,0,0,40,38,0
50,4,219420,10,16,0,11,1,4,1,0,0,64,38,0
42,2,341757,15,10,4,6,1,4,0,0,0,40,38,0
51,1,97005,5,4,2,13,0,4,1,0,0,40,38,0
41,2,166813,15,10,2,11,0,4,1,0,0,55,38,0
29,2,53434,8,11,2,3,0,4,1,0,0,60,38,1
29,2,82910,15,10,2,13,0,4,1,0,0,40,38,0
18,2,265099,1,7,4,7,3,4,0,0,0,16,38,0
32,2,151773,15,10,2,2,0,4,1,0,0,45,38,0
55,3,124137,14,15,2,9,0,4,1,0,2415,35,11,1
20,2,299047,15,10,4,7,1,4,0,0,0,20,38,0
56,2,200316,15,10,2,0,0,4,1,0,0,35,38,0
90,2,46786,9,13,2,11,0,4,1,9386,0,15,38,1
45,2,98475,9,13,0,3,1,4,1,0,0,45,38,0
39,2,270059,15,10,0,0,4,4,0,0,0,35,38,0
30,0,43953,7,12,4,9,1,4,0,0,0,40,38,0
32,2,188246,15,10,2,11,0,4,1,0,0,40,38,1
33,5,913447,15,10,0,7,4,2,0,0,0,40,38,0
62,3,245491,9,13,0,11,1,4,1,99999,0,40,38,1
70,4,155141,9,13,2,2,0,4,1,0,2377,12,38,1
51,2,174754,11,9,4,7,1,2,0,0,0,38,38,0
42,2,196626,5,4,2,2,0,4,1,0,0,40,38,0
39,2,120074,11,9,0,5,1,4,1,0,0,40,38,0
37,2,167851,11,9,2,2,0,4,1,0,0,50,38,0
27,2,506436,15,10,0,11,4,4,0,0,0,40,28,0
23,2,203139,15,10,4,7,2,4,0,0,0,40,38,0
75,2,200068,15,10,2,3,0,4,1,0,0,35,38,1
24,2,373718,15,10,4,4,1,4,1,0,0,20,38,0
25,5,262664,9,13,2,10,0,4,1,0,0,40,38,1
44,2,96249,15,10,2,11,0,4,1,0,0,60,38,1
21,2,322144,15,10,4,7,1,4,1,0,0,40,38,0
45,2,186272,11,9,2,5,0,2,1,7298,0,40,38,1
29,4,132686,14,15,4,9,3,4,1,0,0,50,21,1
57,0,337895,9,13,2,9,0,2,1,0,0,40,38,1
63,0,124244,11,9,6,5,1,2,1,0,0,40,38,0
61,2,238913,8,11,2,12,0,4,1,0,0,40,38,1
62,2,92178,0,6,2,6,0,4,1,0,0,40,38,0
46,2,35961,7,12,0,11,1,4,0,0,0,25,10,0
55,2,255364,15,10,2,3,0,4,1,0,0,60,38,1
59,2,195835,5,4,0,13,1,4,1,0,0,40,38,0
42,5,109462,9,13,0,0,4,2,0,2977,0,40,38,0
67,2,180539,11,9,2,11,0,4,1,0,0,10,38,0
32,2,209103,15,10,2,3,0,4,1,3464,0,40,38,0
28,2,410450,9,13,0,7,4,4,0,0,0,48,8,1
37,5,160402,9,13,2,9,0,4,1,0,0,55,38,1
20,2,219211,15,10,4,7,3,4,1,0,0,20,38,0
61,2,160942,12,14,2,11,0,4,1,3103,0,50,38,0
68,2,274096,0,6,0,13,1,4,1,0,0,20,38,0
53,5,116367,15,10,0,0,2,4,0,4650,0,40,38,0
60,2,116230,5,4,2,2,0,4,1,0,0,40,38,0
27,2,289147,9,13,4,9,3,4,0,0,0,40,38,0
48,5,212954,12,14,2,9,0,4,1,15024,0,40,38,1
31,2,159187,11,9,0,13,3,4,1,0,0,40,38,0
44,5,183829,9,13,4,0,1,4,0,0,0,38,38,0
22,2,202416,9,13,4,0,3,4,0,0,0,40,38,0
64,4,192695,4,3,2,4,0,4,1,0,0,70,1,0
42,2,282062,6,5,2,13,0,4,1,0,0,40,38,0
22,2,183970,11,9,4,5,3,2,1,0,0,40,38,0
32,2,136204,12,14,5,3,1,4,1,0,2824,55,38,1
27,2,149624,15,10,2,0,0,4,1,0,0,30,38,0
61,2,203445,15,10,6,0,2,4,0,0,0,40,38,0
45,2,45857,1,7,2,7,5,4,0,0,0,36,38,0
25,2,204338,0,6,2,2,0,4,1,0,0,40,25,0
39,3,124685,12,14,0,3,1,1,1,0,0,99,23,1
19,5,156294,15,10,4,9,3,4,1,0,0,25,38,0
50,5,276241,9,13,2,3,0,4,1,0,0,40,38,1
47,2,583755,11,9,2,0,0,2,1,0,0,40,38,1
35,2,108907,11,9,5,6,4,4,1,0,0,40,38,0
59,4,325732,11,9,2,3,0,4,1,0,1902,52,38,1
34,2,50276,9,13,4,11,1,4,1,27828,0,40,38,1
27,0,128059,15,10,2,2,0,4,1,0,0,50,38,0
48,2,192791,11,9,2,6,0,4,1,0,0,40,38,0
49,2,116143,11,9,2,6,0,4,1,0,0,40,38,0
38,2,36989,9,13,2,7,0,4,1,3908,0,70,38,0
41,2,118212,9,13,2,2,0,4,1,3103,0,40,38,1
53,2,132304,11,9,0,6,1,4,0,0,0,40,33,0
33,2,182401,0,6,4,0,1,2,1,0,0,40,38,0
43,2,152629,11,9,2,2,0,4,1,0,0,40,38,1
51,2,166934,11,9,2,6,0,4,1,0,0,40,38,1
41,2,171546,9,13,2,12,0,4,1,0,0,45,38,1
53,2,58985,15,10,2,9,5,4,0,0,0,24,38,0
40,2,140559,11,9,2,8,5,4,0,0,0,45,38,0
29,2,179565,9,13,4,0,1,4,0,0,0,40,38,0
43,2,152420,15,10,2,6,0,2,1,0,0,50,38,0
41,2,288568,11,9,2,2,0,4,1,0,0,40,38,1
32,2,381583,11,9,2,2,0,3,1,0,0,40,38,0
53,2,288020,9,13,2,9,0,1,1,0,0,40,23,0
53,2,195638,11,9,0,0,1,4,0,0,0,40,38,0
49,2,224393,9,13,2,3,0,4,1,0,0,55,38,1
57,3,146103,9,13,2,9,0,4,1,0,0,45,38,1
26,3,366662,11,9,4,11,3,4,1,0,0,50,38,0
41,4,169023,9,13,2,0,5,4,0,7688,0,40,38,1
23,2,259301,11,9,0,3,4,4,0,0,0,40,38,0
25,2,390316,6,5,2,2,0,4,1,0,0,40,25,0
61,2,153790,11,9,2,0,5,2,0,0,0,40,38,0
34,5,180871,9,13,2,0,0,4,1,0,0,55,38,0
55,2,50164,10,16,2,3,0,4,1,0,0,60,38,1
28,2,328949,14,15,2,9,0,4,1,0,0,60,38,0
50,2,138514,15,10,0,0,4,2,0,0,0,40,38,0
56,0,155238,11,9,2,0,0,4,1,0,0,40,38,1
63,2,133144,11,9,2,9,0,4,1,0,0,45,38,0
36,2,279485,11,9,4,3,1,4,0,0,0,38,38,0
43,2,248094,11,9,0,2,4,4,1,0,0,40,38,0
47,2,664821,9,13,2,7,0,4,1,0,0,40,7,0
29,2,354558,11,9,2,11,0,4,1,0,0,60,38,0
34,2,245378,9,13,2,3,0,4,1,0,0,45,38,0
49,2,191277,15,10,2,7,0,4,1,0,0,40,38,0
75,4,184335,1,7,2,3,0,4,1,0,0,30,38,0
52,2,374883,8,11,4,4,1,4,1,0,0,50,38,0
67,4,141797,5,4,2,3,0,4,1,0,0,40,38,0
28,0,281860,9,13,4,9,1,4,0,0,0,40,38,0
33,2,96635,15,10,4,11,1,1,1,0,0,26,34,0
19,2,160033,15,10,4,10,3,4,0,0,0,30,38,0
41,4,223763,12,14,2,2,0,4,1,0,0,65,38,0
51,4,125417,12,14,2,3,0,4,1,0,0,42,38,1
27,2,58654,8,11,5,0,4,4,0,0,0,40,38,0
41,3,423217,9,13,0,3,1,4,1,0,0,50,38,0
25,2,173062,9,13,4,5,4,2,1,0,0,40,38,0
30,2,348592,11,9,2,6,0,4,1,0,0,44,38,0
50,2,158948,5,4,2,2,0,4,1,3411,0,40,38,0
50,2,175029,11,9,2,5,0,4,1,0,0,40,38,1
40,2,303291,15,10,2,7,5,4,0,0,0,35,38,0
30,2,609789,1,7,2,4,0,4,1,0,0,60,25,0
28,2,96219,9,13,2,7,5,4,0,0,0,15,38,0
23,2,141272,9,13,4,7,3,2,0,0,0,30,38,0
61,2,162432,15,10,0,7,1,4,0,0,0,40,38,0
46,4,246212,12,14,2,3,0,4,1,0,0,45,38,1
51,2,270194,6,5,2,13,0,4,1,0,0,40,38,0
39,2,104089,8,11,2,2,0,4,1,0,0,50,38,1
45,2,46406,12,14,2,9,0,4,1,0,0,36,8,1
45,2,170600,8,11,0,0,4,2,0,0,0,40,38,0
19,2,102723,15,10,4,0,3,4,0,0,0,40,38,0
50,0,339905,15,10,2,3,0,4,1,0,0,40,38,1
45,2,117409,15,10,2,3,0,4,1,0,0,40,38,1
42,2,171424,9,13,2,12,0,4,1,7298,0,45,38,1
44,2,104196,12,14,2,3,0,4,1,0,0,45,38,1
23,2,120910,11,9,4,7,4,4,0,0,0,35,38,0
48,0,33109,9,13,0,3,4,4,1,0,0,58,38,1
58,2,236596,11,9,2,0,0,4,1,0,0,45,38,1
22,2,173736,11,9,4,2,1,4,1,0,0,50,38,0
30,2,403433,9,13,4,9,1,2,1,0,0,50,38,1
44,2,317320,15,10,0,7,4,4,0,0,0,40,38,0
24,0,287988,9,13,4,1,1,4,1,0,0,40,38,0
55,2,286230,1,7,0,11,3,4,0,0,0,20,38,0
36,2,164898,11,9,2,3,0,4,1,0,0,40,38,0
40,2,212847,15,10,2,6,0,4,1,0,2179,40,38,0
38,4,41591,9,13,4,2,1,0,1,0,0,30,38,0
34,2,198183,11,9,4,0,1,4,0,0,0,40,38,0
33,2,280111,1,7,4,0,4,2,0,0,0,38,38,0
26,2,388812,15,10,4,11,1,2,1,0,0,35,38,0
30,2,329425,11,9,2,2,0,4,1,0,0,40,38,0
17,2,95909,1,7,4,5,3,4,1,0,0,12,38,0
40,2,31621,11,9,3,0,4,4,0,0,0,40,38,0
28,2,192283,12,14,3,11,1,4,0,0,0,80,38,1
51,0,20795,11,9,2,13,0,4,1,7688,0,40,38,1
36,2,278576,11,9,2,13,0,4,1,0,0,50,38,0
54,2,346014,15,10,2,2,5,4,0,0,0,40,38,0
47,2,70754,11,9,2,2,0,4,1,0,0,40,38,0
31,4,117346,15,10,2,11,0,4,1,0,0,48,38,0
34,2,200117,0,6,2,2,0,4,1,0,0,40,38,0
40,2,273425,9,13,2,3,0,4,1,0,0,50,38,1
59,1,283635,12,14,0,9,1,4,0,0,0,40,38,0
40,2,347890,9,13,2,9,0,4,1,0,0,40,38,1
42,2,212737,6,5,5,2,4,2,1,0,0,40,38,0
37,4,352882,11,9,0,3,1,1,0,0,0,70,34,1
35,2,99357,9,13,2,3,5,4,0,0,1977,30,38,1
36,1,142573,11,9,2,3,0,4,1,0,0,45,38,1
31,2,144949,9,13,2,9,0,4,1,0,0,40,38,1
32,2,390157,9,13,4,9,1,2,0,0,0,40,38,0
40,2,182140,11,9,5,13,4,2,1,0,0,40,38,0
23,2,234108,7,12,4,5,3,4,1,0,0,32,38,0
41,2,204662,12,14,2,3,0,4,1,0,0,45,38,1
31,2,22201,11,9,2,0,0,0,1,0,0,40,38,1
30,2,112115,11,9,2,6,0,4,1,0,0,60,20,1
54,2,118108,11,9,2,2,0,2,1,0,0,40,38,0
40,2,124520,8,11,0,2,4,4,1,0,0,50,38,1
33,4,102884,9,13,2,11,3,4,1,0,0,20,38,0
35,2,287701,7,12,0,2,4,4,1,0,0,45,38,1
25,2,338013,15,10,0,12,1,4,0,0,0,40,38,0
27,2,160786,11,9,0,7,1,4,1,0,0,30,38,0
38,2,241153,12,14,2,3,0,4,1,0,0,48,38,1
26,2,183224,15,10,4,0,3,1,0,0,0,35,38,0
35,4,102471,11,9,0,4,1,4,1,0,0,80,32,0
48,2,175221,11,9,2,6,0,4,1,0,0,40,38,0
45,2,1366120,8,11,0,7,1,4,0,0,0,8,38,0
54,2,225307,1,7,0,2,3,4,0,0,0,50,38,1
23,5,136075,9,13,4,9,1,4,0,0,0,32,38,0
27,2,180553,11,9,5,6,4,4,0,0,0,40,38,0
43,4,47261,15,10,2,4,0,4,1,0,0,50,38,0
54,2,98535,9,13,2,3,0,4,1,0,0,40,38,1
30,2,54608,7,12,2,9,0,4,1,0,0,40,38,0
49,2,93639,9,13,2,3,5,4,0,0,0,43,38,0
33,2,348592,11,9,4,2,1,4,1,0,0,40,38,1
27,1,199172,11,9,2,10,5,4,0,0,0,40,38,0
33,2,164190,8,11,2,2,0,4,1,7298,0,40,38,1
34,1,234096,7,12,2,9,0,4,1,0,0,40,38,1
28,2,173110,11,9,4,3,1,4,0,0,0,40,38,0
29,2,122127,9,13,4,9,1,4,0,8614,0,40,38,1
46,2,207677,11,9,0,2,1,4,1,0,0,30,38,0
24,2,140027,15,10,4,6,3,2,0,0,0,45,38,0
48,2,280422,15,10,5,7,1,4,0,0,0,25,28,0
20,3,182200,11,9,4,6,3,4,0,0,0,30,38,0
25,2,163396,15,10,4,12,1,3,0,0,0,40,38,0
24,2,153583,15,10,4,11,3,4,0,0,0,40,38,0
34,2,454508,9,13,2,9,0,4,1,0,0,65,19,0
30,2,186420,9,13,4,12,1,4,0,0,0,35,38,0
28,2,23324,15,10,4,5,1,4,1,0,0,40,38,0
59,2,296253,11,9,0,3,1,4,0,0,0,40,38,0
25,2,131463,9,13,2,9,0,4,1,0,0,40,38,0
23,2,103064,11,9,4,0,3,4,0,0,0,40,38,0
39,0,129573,15,10,2,0,0,4,1,0,0,50,38,0
38,2,497788,11,9,2,2,0,4,1,0,0,50,38,0
50,2,222020,11,9,2,2,0,4,1,0,0,40,38,0
35,2,25955,1,7,4,7,4,0,1,0,0,40,38,0
34,4,260560,11,9,4,2,1,4,1,0,0,50,38,0
58,2,140363,11,9,0,6,1,4,1,3325,0,30,38,0
52,2,229983,14,15,2,9,5,4,0,3103,0,30,38,1
49,4,110457,15,10,2,2,0,4,1,0,0,50,38,1
25,2,462869,11,9,4,5,2,4,1,0,0,40,25,0
33,2,184016,11,9,4,13,1,4,1,0,0,40,38,0
29,2,173851,11,9,2,2,0,4,1,0,0,40,38,0
23,2,167692,15,10,4,0,3,4,0,0,0,20,38,0
42,4,104118,15,10,4,3,1,4,1,0,0,40,38,0
54,2,172962,11,9,2,11,0,4,1,0,0,40,38,0
30,2,189620,9,13,4,9,3,4,0,0,0,40,30,0
39,2,150217,15,10,0,11,1,4,0,0,0,38,38,0
36,2,357619,9,13,2,3,5,4,0,0,0,60,10,0
30,2,205152,9,13,4,11,1,4,1,0,0,40,38,0
42,4,201522,9,13,2,11,0,4,1,0,0,60,38,0
62,2,65868,11,9,6,11,1,4,0,0,0,43,38,0
39,2,113481,9,13,2,3,0,4,1,0,0,45,38,1
19,5,149528,15,10,4,4,3,4,1,0,0,12,38,0
47,4,370119,9,13,2,11,0,4,1,15024,0,50,38,1
29,2,159479,11,9,2,13,0,3,1,0,0,55,38,0
52,2,87205,11,9,0,7,1,4,0,0,0,38,38,0
40,2,321758,11,9,2,11,0,4,1,0,0,40,38,1
45,0,207107,7,12,0,0,4,1,1,0,2080,40,29,0
38,5,103925,11,9,0,7,4,4,0,2036,0,20,38,0
40,2,118853,9,13,2,3,0,4,1,0,0,60,38,0
42,4,103980,8,11,2,9,0,4,1,0,0,50,38,0
32,2,130057,9,13,2,3,0,4,1,0,0,45,38,1
42,2,121287,11,9,0,6,1,4,1,0,0,45,38,0
43,2,338290,15,10,2,9,0,4,1,0,0,40,38,0
23,2,308205,7,12,4,7,3,4,1,0,0,20,38,0
38,2,309122,0,6,0,6,1,4,0,0,0,40,38,0
35,2,282951,9,13,2,3,0,4,1,0,0,70,38,0
34,2,77271,11,9,4,3,4,4,0,0,0,20,8,0
28,2,119287,9,13,2,3,5,4,0,15024,0,28,38,1
40,2,289403,9,13,5,0,4,2,1,0,0,35,38,0
47,0,197332,9,13,0,9,1,4,1,0,0,40,38,0
39,4,160808,15,10,2,7,0,2,1,0,0,40,38,0
20,0,347935,15,10,4,10,3,2,1,0,0,40,38,0
43,5,308498,11,9,3,3,4,4,0,0,0,40,38,0
19,2,299598,11,9,4,5,3,4,1,0,0,16,38,0
51,2,182740,11,9,0,9,4,4,1,0,0,40,38,0
53,2,167065,1,7,2,6,0,4,1,0,0,40,38,0
18,2,98667,1,7,4,7,3,4,0,0,0,16,38,0
38,2,312108,11,9,4,7,4,2,0,0,0,40,38,0
23,2,163090,7,12,4,11,3,4,1,0,0,20,38,0
34,2,346034,2,8,3,5,4,4,1,0,0,35,25,0
33,2,224258,5,4,4,4,1,4,1,0,0,40,25,1
27,4,70657,15,10,4,2,1,4,1,0,0,35,38,0
54,2,425804,15,10,4,3,1,4,0,0,0,45,38,1
59,2,115414,15,10,2,3,0,4,1,0,0,40,38,1
59,0,100931,11,9,2,0,0,4,1,0,0,40,38,1
34,2,195576,9,13,2,3,0,4,1,0,0,50,38,1
24,2,179423,11,9,4,0,3,4,0,0,0,40,38,0
51,2,90363,15,10,2,0,0,4,1,15024,0,40,38,1
20,2,137651,15,10,4,6,3,0,1,0,0,40,38,0
42,5,55764,7,12,0,9,1,2,1,0,0,40,38,0
32,2,193042,9,13,2,11,0,4,1,0,0,44,38,0
43,4,182217,9,13,2,9,5,4,0,0,0,35,38,0
30,2,117963,9,13,2,0,0,4,1,0,0,40,38,1
36,2,131239,9,13,2,9,0,4,1,3103,0,45,38,1
23,2,38238,9,13,4,7,3,4,1,0,0,40,38,0
35,4,108808,11,9,0,2,1,4,1,0,0,50,38,0
35,4,127930,11,9,3,4,1,4,1,0,0,60,38,0
46,1,329752,1,7,2,13,0,4,1,0,0,30,38,0
49,1,269527,12,14,2,9,0,4,1,7298,0,40,38,1
22,2,95566,15,10,3,11,3,3,0,0,0,22,5,0
59,2,142182,11,9,2,7,0,4,1,0,0,40,38,1
23,2,166371,15,10,4,12,3,4,1,0,0,60,38,0
45,0,98524,7,12,2,0,0,4,1,0,0,40,38,1
69,4,92472,0,6,3,4,1,4,1,3273,0,45,38,0
49,1,268234,11,9,2,10,0,4,1,0,0,40,38,1
45,2,190088,11,9,3,0,4,4,0,0,0,30,38,0
17,2,112291,1,7,4,5,3,4,1,0,0,12,38,0
53,1,293941,9,13,2,9,0,4,1,0,0,40,38,0
23,2,314539,11,9,2,11,0,4,1,0,0,40,38,0
31,2,144064,11,9,2,2,0,4,1,0,0,48,38,1
24,2,223515,11,9,2,2,0,4,1,0,0,45,38,0
30,2,158688,11,9,2,6,0,4,1,0,0,40,38,0
62,2,98076,9,13,2,3,0,4,1,0,0,40,38,1
19,2,177945,15,10,4,11,3,4,1,0,0,25,38,0
27,2,358636,15,10,2,2,0,4,1,2829,0,70,38,0
38,1,115076,12,14,2,3,0,4,1,0,0,70,38,1
53,1,216931,5,4,2,13,0,4,1,0,0,38,38,0
46,3,201865,14,15,2,9,0,4,1,0,0,60,38,1
39,1,189911,1,7,0,0,4,4,0,0,0,40,38,0
30,2,243165,11,9,2,3,0,4,1,0,0,40,38,0
37,1,365430,15,10,2,2,0,4,1,5178,0,40,38,1
30,2,112358,9,13,2,7,0,4,1,0,0,60,38,1
40,2,93955,15,10,2,9,5,4,0,0,0,40,38,0
24,2,291355,15,10,0,0,1,4,0,0,0,60,38,0
41,2,125831,11,9,2,2,0,4,1,0,2051,60,38,0
40,1,99185,7,12,2,10,0,4,1,0,0,40,38,0
42,3,287037,2,8,0,2,1,4,1,0,0,10,38,0
46,2,164733,12,14,2,9,0,4,1,0,0,41,38,0
52,4,40200,15,10,6,2,1,2,1,0,0,35,38,0
59,2,169133,11,9,2,2,0,4,1,0,0,45,38,0
32,2,379412,15,10,4,2,3,4,1,0,0,40,38,0
38,2,169926,7,12,2,3,5,4,0,0,1902,40,38,1
51,2,146813,15,10,2,9,0,4,1,0,0,40,38,1
56,2,266091,9,13,4,9,1,4,0,2907,0,52,4,0
46,2,91608,9,13,2,0,0,4,1,0,0,40,38,1
21,2,177526,15,10,4,7,3,4,1,0,0,40,38,0
33,4,155151,15,10,2,11,0,4,1,0,1740,50,38,0
25,2,99126,8,11,2,9,5,4,0,7688,0,40,38,1
27,5,431637,14,15,4,9,1,4,1,0,0,70,38,0
50,0,32801,9,13,2,3,5,0,0,0,0,40,38,1
32,2,207937,15,10,4,2,1,4,1,0,0,40,38,0
46,1,199281,9,13,5,9,4,4,1,0,0,40,38,0
74,4,392886,11,9,6,4,1,4,0,0,0,14,38,0
61,2,129246,0,6,2,2,0,4,1,0,0,48,38,0
33,2,206609,9,13,2,3,0,4,1,0,0,45,38,0
46,2,180695,15,10,4,0,3,4,0,0,0,40,38,0
45,2,306889,9,13,2,3,5,4,0,0,0,40,38,1
22,2,355686,15,10,4,0,1,4,0,0,0,40,38,0
32,2,168981,11,9,4,0,2,4,0,0,0,35,38,0
36,2,176101,15,10,4,2,3,4,1,2174,0,60,38,0
52,2,284129,15,10,2,2,0,4,1,0,0,40,38,1
29,2,83003,11,9,2,7,5,4,0,0,0,40,38,0
40,2,51151,8,11,2,2,0,4,1,0,0,40,38,0
59,2,87510,11,9,0,2,1,4,1,0,0,40,38,0
43,2,336042,11,9,5,13,1,4,1,0,0,40,38,0
24,2,418405,11,9,2,2,0,4,1,0,0,40,38,0
28,2,496526,11,9,4,0,1,4,0,0,0,40,38,0
23,2,139187,1,7,4,5,3,4,1,0,0,50,38,0
47,2,207140,11,9,0,0,1,4,0,0,0,38,38,0
45,2,275995,9,13,2,12,0,4,1,0,0,50,38,1
26,2,45869,9,13,4,5,3,4,1,0,0,40,38,0
35,2,204163,15,10,0,6,4,2,0,0,0,55,38,0
54,5,93449,12,14,2,9,0,1,1,0,0,40,18,1
47,1,114459,12,14,2,9,0,4,1,7688,0,45,38,1
22,2,146540,1,7,4,2,1,4,1,0,0,50,38,0
40,1,101795,11,9,4,10,1,4,1,0,0,42,38,0
20,2,219262,15,10,4,11,3,4,1,0,0,40,38,0
40,3,104235,12,14,4,7,3,4,1,0,0,99,38,0
20,2,298227,15,10,4,11,1,4,1,0,0,35,38,0
17,2,277112,1,7,4,11,3,4,1,0,0,30,38,0
18,2,261720,11,9,4,0,1,4,0,0,0,40,38,0
20,2,100188,15,10,4,12,3,4,0,0,0,24,38,0
32,2,168906,7,12,4,0,1,4,0,0,0,40,38,0
42,2,433170,15,10,2,2,0,4,1,0,0,60,38,1
49,4,275845,15,10,2,3,0,4,1,0,0,60,38,0
27,2,118230,15,10,4,0,3,4,0,0,0,40,38,0
41,1,235951,14,15,2,9,0,4,1,0,0,50,38,1
47,2,344157,1,7,0,5,1,4,1,0,0,40,38,0
52,1,378045,11,9,0,0,1,4,0,0,0,45,38,0
25,2,277444,9,13,2,11,0,4,1,0,0,50,38,0
48,2,141483,15,10,0,3,4,4,0,0,0,40,38,0
30,0,188569,6,5,2,12,0,4,1,0,0,40,38,0
21,2,102766,15,10,0,2,3,4,1,0,0,40,38,0
